fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_estado,timestamp_motivo,viaje_id_estado,viaje_id_motivo,order_id_estado,order_id_motivo,camion_id_estado,camion_id_motivo,producto_id_estado,producto_id_motivo,temperatura_cabina_c_estado,temperatura_cabina_c_motivo,temp_unit_estado,temp_unit_motivo,humedad_cabina_pct_estado,humedad_cabina_pct_motivo,desviacion_termica_flag_estado,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_estado,desviacion_proximos_60min_flag_motivo,cantidad_problemas,en_cuarentena,severidad_maxima,columnas_con_problemas,motivos_fila,zona_horaria_origen,version_diagnostico,sha256_bronze
530,2026-08-14 16:48:00,VIA-00023,ORD-2026-01360,CAM-12,PROD-012,20.54,C,-45.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Humedad fuera de 0 a 100 %,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Humedad fuera de 0 a 100 %,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
533,2026-08-14 18:18:00,VIA-00023,ORD-2026-01360,CAM-12,PROD-012,18.69,C,,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
598,2026-08-14 04:21:00,VIA-00025,ORD-2026-06241,CAM-24,PROD-052,4.38,C,,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
643,2026-08-30 08:27:00,VIA-00027,ORD-2026-05466,CAM-20,PROD-026,-999.0,C,90.3,0,0,OK,,OK,,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,3,True,CRITICO,camion_id|producto_id|temperatura_cabina_c,camion_id: Sin correspondencia en Flota Silver de cobertura parcial | producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
757,2026-08-28 02:29:00,VIA-00032,ORD-2026-01878,CAM-24,PROD-058,,C,69.4,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
901,2026-08-30 03:44:00,VIA-00038,ORD-2026-05727,CAM-29,PROD-005,-999.0,C,48.7,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1079,2026-08-15 05:16:00,VIA-00045,ORD-2026-01164,CAM-22,PROD-039,,C,48.0,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1101,2026-08-20 09:07:00,VIA-00046,ORD-2026-00641,CAM-09,PROD-033,-999.0,C,50.1,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1169,2026-08-08 08:14:00,VIA-00049,ORD-2026-02871,CAM-08,PROD-016,,C,68.1,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1205,2026-08-06 06:54:00,VIA-00051,ORD-2026-04075,CAM-28,PROD-025,-999.0,C,77.8,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1208,2026-08-06 08:24:00,VIA-00051,ORD-2026-04075,CAM-28,PROD-025,-999.0,C,76.9,0,1,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1233,2026-08-21 05:29:00,VIA-00052,ORD-2026-02691,CAM-10,PROD-060,-999.0,C,59.0,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1276,2026-08-18 02:12:00,VIA-00054,ORD-2026-05811,CAM-10,PROD-041,-19.93,C,-72.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Humedad fuera de 0 a 100 %,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Humedad fuera de 0 a 100 %,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1286,2026-08-18 07:12:00,VIA-00054,ORD-2026-05811,CAM-10,PROD-041,,C,68.6,0,1,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1336,2026-08-15 10:56:00,VIA-00056,ORD-2026-06250,CAM-11,PROD-006,,C,42.1,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1402,2026-08-20 20:23:00,VIA-00059,ORD-2026-02676,CAM-07,PROD-055,-999.0,C,59.1,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1469,2026-08-23 12:32:00,VIA-00062,ORD-2026-02581,CAM-28,PROD-028,,C,56.8,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1471,2026-08-23 13:32:00,VIA-00062,ORD-2026-02581,CAM-28,PROD-028,-999.0,C,37.7,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1594,2026-08-07 20:40:00,VIA-00067,ORD-2026-06592, cam-20 ,PROD-014,20.6,C,55.8,0,0,OK,,OK,,OK,,CRITICO,Formato esperado: CAM-\d{2},OK,,OK,,OK,,OK,,OK,,OK,,1,True,CRITICO,camion_id,camion_id: Formato esperado: CAM-\d{2},America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1660,2026-08-28 19:53:00,VIA-00070,ORD-2026-06154,CAM-19,PROD-040,-999.0,C,47.7,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1697,2026-08-14 00:26:00,VIA-00071,ORD-2026-02585, cam-10 ,PROD-026,10.34,C,69.8,1,1,OK,,OK,,OK,,CRITICO,Formato esperado: CAM-\d{2},REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,camion_id|producto_id,camion_id: Formato esperado: CAM-\d{2} | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1730,2026-08-17 05:56:00,VIA-00073,ORD-2026-01330,CAM-13,PROD-018,,C,51.9,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1750,2026-08-17 15:56:00,VIA-00073,ORD-2026-01330,CAM-13,PROD-018,-999.0,C,56.8,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1756,2026-08-02 06:22:00,VIA-00074,ORD-2026-04869, cam-15 ,PROD-032,17.26,C,43.8,0,0,OK,,OK,,OK,,CRITICO,Formato esperado: CAM-\d{2},OK,,OK,,OK,,OK,,OK,,OK,,1,True,CRITICO,camion_id,camion_id: Formato esperado: CAM-\d{2},America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1798,2026-08-11 16:29:00,VIA-00075,ORD-2026-03282,CAM-08,PROD-057,19.83,C,,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
1967,2026-08-02 19:35:00,VIA-00082,ORD-2026-06630,CAM-18,PROD-033,,C,59.3,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2184,2026-08-20 20:22:00,VIA-00091,ORD-2026-05940,CAM-26,PROD-053,-999.0,C,73.6,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2346,2026-08-26 20:55:00,VIA-00098,ORD-2026-01622,CAM-20,PROD-009,,C,81.9,0,0,OK,,OK,,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,camion_id|temperatura_cabina_c,camion_id: Sin correspondencia en Flota Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2356,2026-08-16 05:53:00,VIA-00099,ORD-2026-03689,CAM-25,PROD-050,,C,45.2,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2515,2026-08-05 22:43:00,VIA-00105,ORD-2026-04359, cam-01 ,PROD-034,3.24,C,77.7,0,0,OK,,OK,,OK,,CRITICO,Formato esperado: CAM-\d{2},OK,,OK,,OK,,OK,,OK,,OK,,1,True,CRITICO,camion_id,camion_id: Formato esperado: CAM-\d{2},America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2583,2026-08-31 06:41:00,VIA-00108,ORD-2026-04673,CAM-08,PROD-049,,C,73.4,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2601,2026-08-08 22:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,20.99,C,,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2788,2026-08-04 03:49:00,VIA-00117,ORD-2026-00035,CAM-26,PROD-036,3.96,C,,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,2,True,CRITICO,producto_id|humedad_cabina_pct,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2927,2026-08-23 22:16:00,VIA-00122,ORD-2026-04337,CAM-04,PROD-039,-999.0,C,56.6,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2959,2026-08-19 13:56:00,VIA-00124,ORD-2026-03143,CAM-18,PROD-029,23.82,C,55.8,0,0,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Misma clave con datos diferentes | timestamp: revisar ambas lecturas | viaje_id: Misma clave con datos diferentes | viaje_id: revisar ambas lecturas,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
2990,2026-08-23 04:23:00,VIA-00125,ORD-2026-07330,CAM-19,PROD-010,,C,36.8,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
3019,2026-08-10 12:46:00,VIA-00126,ORD-2026-00648,CAM-20,PROD-036,4.51,C,,0,0,OK,,OK,,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,3,True,CRITICO,camion_id|producto_id|humedad_cabina_pct,camion_id: Sin correspondencia en Flota Silver de cobertura parcial | producto_id: Sin correspondencia en Productos Silver de cobertura parcial | humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
3060,2026-08-20 16:03:00,VIA-00128,ORD-2026-02317,CAM-06,PROD-019,,C,45.4,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
3106,2026-08-18 16:46:00,VIA-00130,ORD-2026-06615,CAM-10,PROD-010,19.7,C,,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
3201,2026-08-06 16:08:00,VIA-00134,ORD-2026-00288,CAM-04,PROD-030,19.72,C,,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf
