fila_bronze,order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,columnas_con_problemas,en_cuarentena
944,ORD-2026-00944,CLI-053,PROD-013,2026-08-29 17:58:00,Cochabamba,CAM-22,CHO-014,331,,48,36.0,1,0,0,cantidad_entregada,True
1045,ORD-2026-01045,CLI-059,PROD-059,2026-08-26 12:21:00,Oruro,CAM-05,CHO-119,339,,24,20.0,1,1,1,cantidad_entregada,True
1060,ORD-2026-01060,CLI-032,PROD-058,2026-08-05 05:28:00,Santa Cruz,CAM-20,CHO-128,cincuenta,395.0,48,36.9,1,1,1,cantidad_solicitada,True
1086,ORD-2026-01086,CLI-004,PROD-037,2026-08-28 17:04:00,Santa Cruz,CAM-25,CHO-096,201,,24,16.7,1,1,1,cantidad_entregada,True
1131,ORD-2026-01131,CLI-071,PROD-012,2026-08-06 23:59:00,Oruro,CAM-05,CHO-051,260,,48,46.9,1,1,1,cantidad_entregada,True
1134,ORD-2026-01134,CLI-066, prod-036 ,2026-08-22 23:58:00,La Paz,CAM-28,CHO-093,242,242.0,48,46.2,1,1,1,producto_id,True
1187,ORD-2026-01187,CLI-094,PROD-037,2026-08-26 07:09:00,Tarija,CAM-03,CHO-048,356,356.0,24,-25.2,0,1,0,tiempo_entrega_real_hrs,True
1196,ORD-2026-01196,CLI-087,PROD-020,04/08/2026 13:22,Tarija,CAM-12,CHO-015,240,240.0,48,35.2,1,1,1,fecha_despacho,True
1210,ORD-2026-01210,CLI-034,PROD-057,2026-08-16 12:50:00,Santa Cruz,CAM-21,CHO-060,437,,24,18.1,1,1,1,cantidad_entregada,True
1222,ORD-2026-01222,CLI-080,PROD-001,2026-08-26 20:55:00,Oruro,CAM-05,CHO-038,428,428.0,48,-36.8,1,1,1,tiempo_entrega_real_hrs,True
1285,ORD-2026-01285,CLI-015,PROD-021,2026-08-02 23:52:00,Oruro,CAM-24,CHO-098,357,,24,18.7,1,1,1,cantidad_entregada,True
1343,ORD-2026-01343,CLI-070,PROD-056,2026-08-01 09:18:00,Oruro,CAM-05,CHO-067,276,276.0,24,-20.6,1,1,1,tiempo_entrega_real_hrs,True
1355,ORD-2026-01355, cli-098 ,PROD-019,2026-08-27 19:26:00,La Paz,CAM-15,CHO-127,97,97.0,48,28.0,1,1,1,cliente_id,True
1393,ORD-2026-01393,CLI-014,PROD-020,04/08/2026 11:48,Santa Cruz,CAM-20,CHO-046,346,346.0,24,26.9,0,1,0,fecha_despacho,True
1409,ORD-2026-01409,CLI-018,PROD-051,24/08/2026 07:32,Santa Cruz,CAM-13,CHO-100,498,498.0,48,38.5,1,1,1,fecha_despacho,True
1456, ord-2026-01456 ,CLI-061,PROD-010,2026-08-11 06:21:00,Cochabamba,CAM-08,CHO-077,399,382.0,48,36.0,1,0,0,order_id,True
1459,ORD-2026-01459,CLI-087,PROD-007,2026-08-28 18:29:00,La Paz,CAM-30,CHO-072,100,,24,16.6,1,1,1,cantidad_entregada,True
1482,ORD-2026-01482,CLI-073, prod-052 ,2026-08-24 07:40:00,Oruro,CAM-05,CHO-038,67,67.0,24,17.3,1,1,1,producto_id,True
1521,ORD-2026-01521,CLI-031,PROD-006,2026-08-07 14:34:00,Oruro,CAM-07,CHO-038,95,,24,20.9,1,1,1,cantidad_entregada,True
1539,ORD-2026-01539,CLI-015,PROD-026,2026-08-05 13:20:00,Oruro,CAM-02,CHO-117,428,,24,16.9,1,1,1,cantidad_entregada,True
1584, ord-2026-01584 ,CLI-094,PROD-039,2026-08-25 15:17:00,Cochabamba,CAM-22,CHO-115,26,26.0,24,22.3,1,1,1,order_id,True
1654,ORD-2026-01654,CLI-022,PROD-025,2026-08-06 17:08:00,La Paz,CAM-28,CHO-107,320,,24,22.6,1,0,0,cantidad_entregada,True
1680,ORD-2026-01680,CLI-084,PROD-015,2026-08-03 16:08:00,Cochabamba,CAM-08,CHO-047,58,,24,30.2,0,1,0,cantidad_entregada,True
1702,ORD-2026-01702,CLI-050,PROD-010,2026-08-04 13:17:00,Cochabamba,CAM-17,CHO-131,335,,24,14.1,1,1,1,cantidad_entregada,True
1724,ORD-2026-01724,CLI-068,PROD-040,17/08/2026 20:37,Tarija,CAM-12,CHO-050,95,95.0,48,44.6,1,1,1,fecha_despacho,True
1791,ORD-2026-01791,CLI-095,PROD-010,2026-08-22 16:36:00,Santa Cruz,CAM-21,CHO-018,118,,48,47.2,1,1,1,cantidad_entregada,True
1804,ORD-2026-01804,CLI-057,PROD-048,2026-08-14 07:43:00,Cochabamba,CAM-22,CHO-086,190,,48,38.9,1,1,1,cantidad_entregada,True
1814,ORD-2026-01814,CLI-035, prod-040 ,2026-08-07 07:15:00,Santa Cruz,CAM-14,CHO-097,307,307.0,48,50.0,0,1,0,producto_id,True
1827, ord-2026-01827 ,CLI-084,PROD-050,2026-08-12 17:35:00,Tarija,CAM-12,CHO-015,239,230.0,24,22.3,1,0,0,order_id,True
1844,ORD-2026-01844,CLI-097, prod-016 ,2026-08-27 00:58:00,Oruro,CAM-02,CHO-110,165,165.0,48,33.4,1,1,1,producto_id,True
1866, ord-2026-01866 ,CLI-078,PROD-029,2026-08-19 20:33:00,Santa Cruz,CAM-11,CHO-103,130,130.0,72,32.8,1,1,1,order_id,True
1886,ORD-2026-01886,CLI-019,PROD-057,2026-08-12 08:29:00,Cochabamba,CAM-23,CHO-033,68,,48,45.4,1,1,1,cantidad_entregada,True
1907,ORD-2026-01907,CLI-030,PROD-002,2026-08-18 10:53:00,La Paz,CAM-09,CHO-064,cincuenta,190.0,72,33.0,1,1,1,cantidad_solicitada,True
1922,ORD-2026-01922,CLI-052,PROD-006,15/08/2026 03:24,Santa Cruz,CAM-21,CHO-076,91,91.0,48,53.0,0,1,0,fecha_despacho,True
1924, ord-2026-01924 ,CLI-079,PROD-007,2026-08-19 19:43:00,Santa Cruz,CAM-11,CHO-095,315,315.0,24,23.6,1,1,1,order_id,True
1966,ORD-2026-01966,CLI-092,PROD-001,2026-08-17 01:09:00,Santa Cruz,CAM-20,CHO-100,cincuenta,279.0,48,49.0,0,0,0,cantidad_solicitada,True
2054, ord-2026-02054 ,CLI-065,PROD-004,2026-08-15 08:25:00,Tarija,CAM-26,CHO-044,41,41.0,72,62.8,1,1,1,order_id,True
2061,ORD-2026-02061,CLI-005,PROD-031,2026-08-02 03:02:00,Santa Cruz,CAM-20,CHO-099,457,,24,20.0,1,1,1,cantidad_entregada,True
2072,ORD-2026-02072,CLI-009,PROD-041,2026-08-02 23:55:00,Oruro,CAM-02,CHO-136,447,,48,48.2,0,1,0,cantidad_entregada,True
2078,ORD-2026-02078,CLI-057, prod-038 ,2026-08-06 11:59:00,Santa Cruz,CAM-29,CHO-149,46,46.0,24,19.7,1,1,1,producto_id,True
2122, ord-2026-02122 ,CLI-054,PROD-030,2026-08-20 23:06:00,Tarija,CAM-12,CHO-012,98,98.0,48,30.8,1,1,1,order_id,True
2134, ord-2026-02134 ,CLI-005,PROD-053,2026-08-11 22:32:00,Santa Cruz,CAM-10,CHO-142,434,434.0,72,54.1,1,1,1,order_id,True
2154,ORD-2026-02154,CLI-016,PROD-033,2026-08-09 06:28:00,Tarija,CAM-12,CHO-088,296,,72,58.2,1,1,1,cantidad_entregada,True
2202,ORD-2026-02202,CLI-059,PROD-053,2026-08-21 20:10:00,Tarija,CAM-26,CHO-122,323,,24,14.5,1,1,1,cantidad_entregada,True
2266,ORD-2026-02266,CLI-069,PROD-024,2026-08-09 03:06:00,La Paz,CAM-09,CHO-134,133,,48,44.2,1,1,1,cantidad_entregada,True
2278,ORD-2026-02278,CLI-044,PROD-032,2026-08-14 20:08:00,La Paz,CAM-15,CHO-091,183,,48,37.9,1,1,1,cantidad_entregada,True
2326, ord-2026-02326 ,CLI-047,PROD-006,2026-08-14 15:09:00,La Paz,CAM-30,CHO-040,123,115.0,72,48.9,1,0,0,order_id,True
2327,ORD-2026-02327,CLI-069,PROD-023,2026-08-22 22:16:00,Cochabamba,CAM-08,CHO-130,376,376.0,72,-62.1,1,1,1,tiempo_entrega_real_hrs,True
2351,ORD-2026-02351,CLI-021,PROD-021,2026-08-23 05:35:00,Tarija,CAM-26,CHO-050,63,63.0,48,-34.3,1,1,1,tiempo_entrega_real_hrs,True
2356,ORD-2026-02356,CLI-072,PROD-038,11/08/2026 20:57,Oruro,CAM-05,CHO-051,37,37.0,48,38.2,1,1,1,fecha_despacho,True
2403,ORD-2026-02403,CLI-053,PROD-011,2026-08-04 10:58:00,Oruro,CAM-05,CHO-136,233,,48,51.5,0,1,0,cantidad_entregada,True
2432,ORD-2026-02432,CLI-042,PROD-045,2026-08-18 05:22:00,Oruro,CAM-02,CHO-136,47,,48,38.8,1,1,1,cantidad_entregada,True
2438,ORD-2026-02438,CLI-032,PROD-016,2026-08-18 20:11:00,Santa Cruz,CAM-11,CHO-095,25,,48,41.8,1,1,1,cantidad_entregada,True
2443, ord-2026-02443 ,CLI-024,PROD-025,2026-08-14 20:04:00,Oruro,CAM-05,CHO-038,166,166.0,24,22.0,1,1,1,order_id,True
2446,ORD-2026-02446,CLI-082,PROD-002,2026-08-18 19:51:00,Cochabamba,CAM-19,CHO-006,129,129.0,24,-19.0,1,1,1,tiempo_entrega_real_hrs,True
2456,ORD-2026-02456,CLI-063,PROD-011,2026-08-25 10:04:00,Tarija,CAM-03,CHO-056,348,,48,49.6,0,1,0,cantidad_entregada,True
2490,ORD-2026-02490,CLI-065,PROD-015,05/08/2026 03:57,Oruro,CAM-05,CHO-118,499,499.0,24,19.0,1,1,1,fecha_despacho,True
2503,ORD-2026-02503, cli-034 ,PROD-037,2026-08-07 18:33:00,Santa Cruz,CAM-21,CHO-128,484,484.0,24,19.9,1,1,1,cliente_id,True
2511, ord-2026-02511 ,CLI-087,PROD-038,2026-08-20 15:26:00,Santa Cruz,CAM-20,CHO-004,130,130.0,24,22.1,1,1,1,order_id,True
2547, ord-2026-02547 ,CLI-051,PROD-012,2026-08-22 20:50:00,Tarija,CAM-12,CHO-056,329,316.0,72,60.9,1,0,0,order_id,True
2548,ORD-2026-02548, cli-075 ,PROD-055,2026-08-02 02:48:00,Cochabamba,CAM-01,CHO-112,358,358.0,48,42.5,1,1,1,cliente_id,True
2578,ORD-2026-02578, cli-023 ,PROD-011,2026-08-05 15:46:00,Cochabamba,CAM-22,CHO-019,180,180.0,72,58.4,1,1,1,cliente_id,True
2584, ord-2026-02584 ,CLI-028,PROD-015,2026-08-29 00:38:00,Cochabamba,CAM-08,CHO-087,69,69.0,24,17.6,1,1,1,order_id,True
2606, ord-2026-02606 ,CLI-031,PROD-035,2026-08-29 03:45:00,Santa Cruz,CAM-20,CHO-028,119,119.0,48,34.7,1,1,1,order_id,True
2623, ord-2026-02623 ,CLI-073,PROD-015,2026-08-02 23:41:00,Tarija,CAM-03,CHO-132,125,125.0,48,46.4,1,1,1,order_id,True
2631, ord-2026-02631 ,CLI-066,PROD-027,2026-08-05 01:08:00,Tarija,CAM-12,CHO-009,295,295.0,24,19.1,1,1,1,order_id,True
2641,ORD-2026-02641,CLI-014,PROD-023,2026-08-26 17:11:00,Oruro,CAM-05,CHO-022,327,,48,46.4,1,1,1,cantidad_entregada,True
2683, ord-2026-02683 ,CLI-058,PROD-045,2026-08-15 12:29:00,Tarija,CAM-12,CHO-043,474,474.0,48,54.0,0,1,0,order_id,True
2739, ord-2026-02739 ,CLI-012,PROD-029,2026-08-28 03:19:00,Cochabamba,CAM-01,CHO-108,236,236.0,72,88.3,0,1,0,order_id,True
2784,ORD-2026-02784,CLI-014,PROD-029,2026-02-31 08:00:00,La Paz,CAM-30,CHO-071,423,423.0,48,36.1,1,1,1,fecha_despacho,True
2838,ORD-2026-02838,CLI-081,PROD-059,2026-08-03 03:30:00,Oruro,CAM-05,CHO-038,163,,48,30.4,1,1,1,cantidad_entregada,True
2954,ORD-2026-02954,CLI-025,PROD-057,2026-08-26 09:20:00,Oruro,CAM-05,CHO-150,198,198.0,24,-21.1,1,1,1,tiempo_entrega_real_hrs,True
3015,ORD-2026-03015,CLI-056,PROD-049,24/08/2026 13:09,La Paz,CAM-09,CHO-071,161,161.0,48,39.6,1,1,1,fecha_despacho,True
3082,ORD-2026-03082,CLI-055,PROD-018,2026-02-31 08:00:00,Santa Cruz,CAM-11,CHO-046,169,169.0,24,21.6,1,1,1,fecha_despacho,True
3083,ORD-2026-03083,CLI-087,PROD-023,2026-08-30 22:41:00,La Paz,CAM-28,CHO-007,364,,48,43.2,1,1,1,cantidad_entregada,True
3124,ORD-2026-03124,CLI-060,PROD-050,2026-08-13 11:47:00,Tarija,CAM-12,CHO-015,487,,72,43.5,1,1,1,cantidad_entregada,True
3141,ORD-2026-03141,CLI-041,PROD-035,2026-08-15 22:11:00,La Paz,CAM-28,CHO-066,371,,24,22.4,1,1,1,cantidad_entregada,True
3176, ord-2026-03176 ,CLI-014,PROD-004,2026-08-07 22:44:00,Santa Cruz,CAM-29,CHO-076,106,106.0,72,60.6,1,1,1,order_id,True
3188,ORD-2026-03188,CLI-010,PROD-055,2026-08-25 09:18:00,Oruro,CAM-07,CHO-098,443,,72,70.2,1,1,1,cantidad_entregada,True
3194, ord-2026-03194 ,CLI-053,PROD-010,2026-08-07 09:29:00,Santa Cruz,CAM-20,CHO-097,91,91.0,24,22.0,1,1,1,order_id,True
3228,ORD-2026-03228,CLI-009,PROD-027,2026-08-05 08:01:00,La Paz,CAM-15,CHO-040,229,,72,74.1,0,1,0,cantidad_entregada,True
3242,ORD-2026-03242,CLI-025,PROD-048,2026-08-15 03:10:00,La Paz,CAM-30,CHO-083,454,,48,38.7,1,1,1,cantidad_entregada,True
3247,ORD-2026-03247,CLI-011,PROD-014,2026-08-20 05:54:00,La Paz,CAM-30,CHO-052,141,,24,23.1,1,1,1,cantidad_entregada,True
3265,ORD-2026-03265,CLI-087,PROD-051,2026-08-02 07:23:00,Oruro,CAM-05,CHO-032,480,,24,16.9,1,0,0,cantidad_entregada,True
3324, ord-2026-03324 ,CLI-010,PROD-022,2026-08-06 14:05:00,Cochabamba,CAM-22,CHO-115,408,395.0,72,52.2,1,0,0,order_id,True
3385,ORD-2026-03385,CLI-079, prod-056 ,2026-08-16 20:31:00,La Paz,CAM-28,CHO-093,480,480.0,24,18.4,1,1,1,producto_id,True
3498,ORD-2026-03498,CLI-016,PROD-028,2026-08-05 15:01:00,Cochabamba,CAM-19,CHO-016,cincuenta,205.0,48,41.5,1,1,1,cantidad_solicitada,True
3544,ORD-2026-03544,CLI-046, prod-023 ,2026-08-17 14:57:00,Cochabamba,CAM-22,CHO-131,16,16.0,48,53.6,0,1,0,producto_id,True
3565,ORD-2026-03565, cli-009 ,PROD-040,2026-08-06 16:18:00,Oruro,CAM-05,CHO-022,339,339.0,24,16.1,1,1,1,cliente_id,True
3679,ORD-2026-03679,CLI-033,PROD-059,2026-08-10 10:42:00,Santa Cruz,CAM-13,CHO-074,366,,24,15.9,1,1,1,cantidad_entregada,True
3781,ORD-2026-03781,CLI-039,PROD-051,2026-08-14 07:44:00,Oruro,CAM-05,CHO-038,cincuenta,,24,22.2,1,1,1,cantidad_entregada|cantidad_solicitada,True
3791, ord-2026-03791 ,CLI-025,PROD-007,2026-08-18 15:15:00,Cochabamba,CAM-19,CHO-019,354,354.0,24,23.4,1,1,1,order_id,True
3809,ORD-2026-03809,CLI-009,PROD-052,2026-08-16 15:00:00,La Paz,CAM-28,CHO-027,488,,24,27.1,0,1,0,cantidad_entregada,True
3844,ORD-2026-03844,CLI-067,PROD-031,2026-08-21 12:50:00,Cochabamba,CAM-22,CHO-138,137,,24,17.1,1,1,1,cantidad_entregada,True
3872,ORD-2026-03872, cli-068 ,PROD-035,2026-08-09 20:12:00,Tarija,CAM-03,CHO-026,258,258.0,24,10.9,1,1,1,cliente_id,True
3878,ORD-2026-03878,CLI-055, prod-053 ,2026-08-22 19:52:00,Cochabamba,CAM-08,CHO-130,296,296.0,24,20.7,1,1,1,producto_id,True
3885, ord-2026-03885 ,CLI-020,PROD-054,2026-08-05 14:42:00,Tarija,CAM-26,CHO-122,381,381.0,24,23.0,1,1,1,order_id,True
3895,ORD-2026-03895,CLI-041, prod-029 ,2026-08-15 20:50:00,Oruro,CAM-24,CHO-136,231,231.0,72,48.9,1,1,1,producto_id,True
3905,ORD-2026-03905, cli-088 ,PROD-024,2026-08-28 03:28:00,La Paz,CAM-27,CHO-148,179,179.0,48,38.3,1,1,1,cliente_id,True
3982,ORD-2026-03982,CLI-069,PROD-003,2026-08-02 17:21:00,Cochabamba,CAM-23,CHO-108,89,,24,23.7,1,1,1,cantidad_entregada,True
4006,ORD-2026-04006, cli-007 ,PROD-035,2026-08-28 09:09:00,Oruro,CAM-05,CHO-117,410,410.0,48,53.2,0,1,0,cliente_id,True
4066, ord-2026-04066 ,CLI-028,PROD-038,2026-08-08 03:17:00,Cochabamba,CAM-01,CHO-112,422,422.0,24,16.5,1,1,1,order_id,True
4115,ORD-2026-04115,CLI-088, prod-041 ,2026-08-26 09:05:00,Oruro,CAM-05,CHO-118,149,149.0,24,22.5,1,1,1,producto_id,True
4126,ORD-2026-04126,CLI-020,PROD-050,2026-08-19 06:56:00,Oruro,CAM-05,CHO-067,307,,24,25.3,0,1,0,cantidad_entregada,True
4164,ORD-2026-04164,CLI-040,PROD-049,13/08/2026 10:03,La Paz,CAM-28,CHO-064,398,398.0,72,48.5,1,1,1,fecha_despacho,True
4227, ord-2026-04227 ,CLI-085,PROD-011,2026-08-27 07:52:00,La Paz,CAM-28,CHO-093,104,104.0,48,32.2,1,1,1,order_id,True
4304,ORD-2026-04304,CLI-007, prod-001 ,2026-08-09 05:30:00,Tarija,CAM-12,CHO-050,385,385.0,72,43.3,1,1,1,producto_id,True
4343,ORD-2026-04343,CLI-091,PROD-041,2026-08-11 23:48:00,Santa Cruz,CAM-06,CHO-128,cincuenta,442.0,72,52.4,1,1,1,cantidad_solicitada,True
4356,ORD-2026-04356, cli-061 ,PROD-005,2026-08-24 18:27:00,Cochabamba,CAM-22,CHO-111,313,313.0,48,40.9,1,1,1,cliente_id,True
4376, ord-2026-04376 ,CLI-071,PROD-049,2026-08-11 23:45:00,Cochabamba,CAM-23,CHO-068,88,88.0,72,60.3,1,1,1,order_id,True
4391, ord-2026-04391 ,CLI-021,PROD-045,2026-08-27 23:04:00,Oruro,CAM-24,CHO-038,103,103.0,48,31.7,1,1,1,order_id,True
4539,ORD-2026-04539,CLI-028,PROD-029,2026-08-25 20:21:00,Cochabamba,CAM-08,CHO-089,cincuenta,336.0,48,42.5,1,1,1,cantidad_solicitada,True
4551,ORD-2026-04551,CLI-066, prod-042 ,2026-08-01 12:27:00,La Paz,CAM-27,CHO-127,370,370.0,72,67.2,1,1,1,producto_id,True
4557,ORD-2026-04557,CLI-079,PROD-045,2026-08-13 01:45:00,Santa Cruz,CAM-10,CHO-059,407,,48,49.3,0,1,0,cantidad_entregada,True
4595, ord-2026-04595 ,CLI-047,PROD-017,2026-08-04 10:16:00,Santa Cruz,CAM-13,CHO-103,238,238.0,72,65.6,1,1,1,order_id,True
4641, ord-2026-04641 ,CLI-090,PROD-007,2026-08-11 20:08:00,Tarija,CAM-26,CHO-122,410,410.0,24,14.5,1,1,1,order_id,True
4700, ord-2026-04700 ,CLI-084,PROD-015,2026-08-24 02:19:00,Santa Cruz,CAM-14,CHO-034,283,283.0,48,37.5,1,1,1,order_id,True
4705,ORD-2026-04705,CLI-064,PROD-006,07/08/2026 01:35,Santa Cruz,CAM-10,CHO-070,371,371.0,48,41.7,1,1,1,fecha_despacho,True
4721,ORD-2026-04721,CLI-014,PROD-004,2026-08-11 09:29:00,La Paz,CAM-15,CHO-083,225,,48,42.7,1,1,1,cantidad_entregada,True
4752,ORD-2026-04752, cli-058 ,PROD-057,2026-08-03 16:44:00,Santa Cruz,CAM-18,CHO-070,132,132.0,72,50.7,1,1,1,cliente_id,True
4762,ORD-2026-04762,CLI-023,PROD-047,2026-08-04 17:53:00,Tarija,CAM-12,CHO-008,410,,48,50.6,0,1,0,cantidad_entregada,True
4784,ORD-2026-04784,CLI-017,PROD-028,2026-08-15 07:56:00,Santa Cruz,CAM-25,CHO-062,87,87.0,24,-24.3,0,1,0,tiempo_entrega_real_hrs,True
4849,ORD-2026-04849,CLI-080,PROD-055,2026-08-11 22:47:00,Santa Cruz,CAM-18,CHO-128,343,,72,78.2,0,1,0,cantidad_entregada,True
4877,ORD-2026-04877,CLI-049,PROD-010,2026-08-29 11:27:00,Cochabamba,CAM-08,CHO-041,312,,24,19.3,1,1,1,cantidad_entregada,True
4880,ORD-2026-04880,CLI-080,PROD-003,2026-08-17 20:21:00,Oruro,CAM-05,CHO-117,165,,24,18.7,1,1,1,cantidad_entregada,True
4885,ORD-2026-04885,CLI-023,PROD-050,2026-08-05 20:32:00,Tarija,CAM-03,CHO-026,cincuenta,320.0,48,32.8,1,1,1,cantidad_solicitada,True
4886,ORD-2026-04886,CLI-093,PROD-054,2026-08-08 08:17:00,Santa Cruz,CAM-21,CHO-123,80,,48,33.3,1,1,1,cantidad_entregada,True
4954,ORD-2026-04954,CLI-002, prod-031 ,2026-08-12 08:03:00,Santa Cruz,CAM-20,CHO-114,222,222.0,24,18.0,1,1,1,producto_id,True
4967,ORD-2026-04967,CLI-026,PROD-032,2026-08-01 06:24:00,Cochabamba,CAM-22,CHO-068,cincuenta,11.0,24,15.2,1,1,1,cantidad_solicitada,True
5004, ord-2026-05004 ,CLI-029,PROD-050,2026-08-22 19:24:00,Cochabamba,CAM-22,CHO-124,234,234.0,72,68.1,1,1,1,order_id,True
5012,ORD-2026-05012, cli-002 ,PROD-052,2026-08-26 09:15:00,Oruro,CAM-05,CHO-032,208,208.0,48,51.2,0,1,0,cliente_id,True
5026,ORD-2026-05026,CLI-072,PROD-013,2026-08-07 22:59:00,La Paz,CAM-09,CHO-002,162,,24,13.2,1,1,1,cantidad_entregada,True
5031, ord-2026-05031 ,CLI-006,PROD-004,2026-08-20 15:48:00,Tarija,CAM-03,CHO-048,171,171.0,24,21.3,1,1,1,order_id,True
5069,ORD-2026-05069,CLI-097, prod-040 ,2026-08-11 02:54:00,Oruro,CAM-05,CHO-118,113,105.0,24,16.4,1,0,0,producto_id,True
5096,ORD-2026-05096,CLI-060,PROD-035,03/08/2026 13:33,La Paz,CAM-09,CHO-066,292,292.0,24,16.8,1,1,1,fecha_despacho,True
5112,ORD-2026-05112,CLI-024,PROD-005,2026-08-21 08:45:00,La Paz,CAM-28,CHO-049,118,,24,20.5,1,1,1,cantidad_entregada,True
5120,ORD-2026-05120,CLI-018,PROD-036,2026-02-31 08:00:00,Santa Cruz,CAM-13,CHO-059,463,463.0,48,44.5,1,1,1,fecha_despacho,True
5146, ord-2026-05146 ,CLI-097,PROD-048,2026-08-27 09:07:00,La Paz,CAM-30,CHO-002,53,53.0,72,51.9,1,1,1,order_id,True
