fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,en_cuarentena,temperatura_c_preparada,tratamiento_temperatura,tipo_duplicado,decision_duplicado,fila_canonica,justificacion_duplicado,camion_id_preparado,en_cuarentena_inicial,columnas_problema_iniciales,motivos_finales,en_cuarentena_final,tratamientos_aplicados,version_tratamiento
14,2026-08-11 20:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,2.13,C,73.2,0,0,,False,2.13,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
15,2026-08-11 21:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,4.11,C,81.7,0,1,,False,4.11,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
16,2026-08-11 21:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,5.29,C,76.7,0,1,,False,5.29,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
17,2026-08-11 22:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,8.93,C,80.2,1,1,,False,8.93,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
18,2026-08-11 22:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.42,C,75.2,1,1,,False,9.42,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
19,2026-08-11 23:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.9,C,87.9,1,1,,False,9.9,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
20,2026-08-11 23:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.28,C,87.0,1,1,,False,9.28,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
21,2026-08-12 00:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.39,C,79.3,1,0,,False,9.39,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
22,2026-08-12 00:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,3.39,C,82.1,0,0,,False,3.39,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
23,2026-08-12 01:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,4.33,C,85.4,0,0,,False,4.33,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
24,2026-08-12 01:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,5.13,C,85.7,0,0,,False,5.13,C_ORIGINAL,,,,,CAM-20,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
25,2026-08-12 23:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.62,C,52.0,0,0,,False,19.62,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
26,2026-08-13 00:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.82,C,43.4,0,0,,False,19.82,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
27,2026-08-13 00:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,24.32,C,51.9,0,0,,False,24.32,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
28,2026-08-13 01:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.16,C,55.7,0,0,,False,19.16,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
29,2026-08-13 01:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.5,C,47.1,0,0,,False,19.5,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
30,2026-08-13 02:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.05,C,53.7,0,0,,False,18.05,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
31,2026-08-13 02:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.97,C,57.2,0,0,,False,18.97,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
32,2026-08-13 03:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.59,C,46.7,0,0,,False,18.59,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
33,2026-08-13 03:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.49,C,58.9,0,0,,False,19.49,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
34,2026-08-13 04:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.63,C,59.6,0,0,,False,19.63,C_ORIGINAL,IDENTICO,CANONICA,34,Las diez columnas originales son idénticas,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
35,2026-08-13 04:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.43,C,50.5,0,0,,False,19.43,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
36,2026-08-13 05:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.12,C,61.2,0,0,,False,17.12,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
37,2026-08-13 05:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,21.61,C,41.0,0,0,,False,21.61,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
38,2026-08-13 06:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.43,C,48.0,0,0,,False,18.43,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
39,2026-08-13 06:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,21.02,C,51.9,0,0,,False,21.02,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
40,2026-08-13 07:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.71,C,41.7,0,0,,False,19.71,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
41,2026-08-13 07:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.28,C,64.6,0,0,,False,18.28,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
42,2026-08-13 08:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.56,C,55.9,0,0,,False,19.56,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
43,2026-08-13 08:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.83,C,45.8,0,0,,False,18.83,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
44,2026-08-13 09:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.76,C,40.1,0,0,,False,17.76,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
45,2026-08-13 09:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.53,C,41.9,0,0,,False,17.53,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
46,2026-08-13 10:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.94,C,36.5,0,0,,False,19.94,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
47,2026-08-13 10:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.21,C,43.6,0,0,,False,19.21,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
48,2026-08-13 11:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.57,C,61.6,0,0,,False,17.57,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
49,2026-08-02 13:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.59,C,42.4,0,0,,False,22.59,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
50,2026-08-02 13:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.51,C,47.1,0,0,,False,18.51,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
51,2026-08-02 14:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.84,C,53.5,0,0,,False,18.84,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
52,2026-08-02 14:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.31,C,55.5,0,0,,False,18.31,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
53,2026-08-02 15:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.12,C,46.9,0,0,,False,21.12,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
54,2026-08-02 15:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.47,C,32.1,0,0,,False,21.47,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
55,2026-08-02 16:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.45,C,61.0,0,0,,False,20.45,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
56,2026-08-02 16:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.81,C,46.0,0,0,,False,19.81,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
57,2026-08-02 17:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.64,C,57.0,0,0,,False,22.64,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
58,2026-08-02 17:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.35,C,41.1,0,0,,False,20.35,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
59,2026-08-02 18:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.26,C,57.6,0,0,,False,21.26,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
60,2026-08-02 18:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.0,C,50.0,0,0,,False,22.0,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
61,2026-08-02 19:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.06,C,44.4,0,0,,False,19.06,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
62,2026-08-02 19:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.59,C,43.0,0,0,,False,20.59,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
63,2026-08-02 20:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.52,C,36.2,0,0,,False,17.52,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
64,2026-08-02 20:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.16,C,47.9,0,0,,False,21.16,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
65,2026-08-02 21:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.83,C,49.9,0,0,,False,18.83,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
66,2026-08-02 21:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.87,C,44.7,0,0,,False,19.87,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
67,2026-08-02 22:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.97,C,42.1,0,0,,False,17.97,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
68,2026-08-02 22:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,16.67,C,48.3,0,0,,False,16.67,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
69,2026-08-02 23:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.87,C,44.4,0,0,,False,20.87,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
70,2026-08-02 23:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.59,C,53.6,0,0,,False,18.59,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
71,2026-08-03 00:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.81,C,52.7,0,0,,False,21.81,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
72,2026-08-03 00:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.67,C,58.9,0,0,,False,19.67,C_ORIGINAL,,,,,CAM-29,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
73,2026-08-02 19:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.85,C,39.7,0,0,,False,20.85,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
74,2026-08-02 19:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.47,C,52.9,0,0,,False,20.47,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
75,2026-08-02 20:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.89,C,54.0,0,0,,False,19.89,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
76,2026-08-02 20:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.31,C,57.7,0,0,,False,18.31,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
77,2026-08-02 21:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.69,C,53.2,0,0,,False,18.69,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
78,2026-08-02 21:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.57,C,34.8,0,0,,False,18.57,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
79,2026-08-02 22:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.52,C,46.7,0,0,,False,20.52,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
80,2026-08-02 22:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.97,C,54.1,0,0,,False,19.97,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
81,2026-08-02 23:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.6,C,48.9,0,0,,False,17.6,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
82,2026-08-02 23:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.12,C,48.0,0,0,,False,18.12,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
83,2026-08-03 00:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,23.92,C,53.8,0,0,,False,23.92,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
84,2026-08-03 00:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.92,C,41.7,0,0,,False,19.92,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
85,2026-08-03 01:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.26,C,47.1,0,0,,False,18.26,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
86,2026-08-03 01:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.5,C,45.0,0,0,,False,17.5,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
87,2026-08-03 02:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.29,C,45.6,0,0,,False,19.29,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
88,2026-08-03 02:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.37,C,52.6,0,0,,False,20.37,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
89,2026-08-03 03:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.9,C,59.2,0,0,,False,22.9,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
90,2026-08-03 03:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.97,C,41.7,0,0,,False,22.97,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
91,2026-08-03 04:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.8,C,48.0,0,0,,False,19.8,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
92,2026-08-03 04:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.42,C,56.4,0,0,,False,20.42,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
93,2026-08-03 05:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,15.99,C,57.3,0,0,,False,15.99,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
94,2026-08-03 05:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.63,C,43.0,0,0,,False,18.63,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
95,2026-08-03 06:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.26,C,38.3,0,0,,False,17.26,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
96,2026-08-03 06:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.16,C,46.9,0,0,,False,18.16,C_ORIGINAL,,,,,CAM-10,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
97,2026-08-06 18:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.54,C,73.4,0,0,,False,3.54,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
98,2026-08-06 19:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.04,C,63.8,0,0,,False,2.04,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
99,2026-08-06 19:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.66,C,76.2,0,1,,False,3.66,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
100,2026-08-06 20:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.33,C,75.2,0,1,,False,3.33,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
101,2026-08-06 20:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,6.91,C,73.3,1,0,,False,6.91,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
102,2026-08-06 21:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.7,C,78.5,0,0,,False,3.7,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
103,2026-08-06 21:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.74,C,62.5,0,0,,False,2.74,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
104,2026-08-06 22:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.84,C,88.4,0,0,,False,2.84,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
105,2026-08-06 22:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.76,C,86.3,0,0,,False,2.76,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
106,2026-08-06 23:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,5.05,C,82.8,0,0,,False,5.05,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
107,2026-08-06 23:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.89,C,77.6,0,0,,False,4.89,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
108,2026-08-07 00:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.51,C,86.8,0,0,,False,3.51,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
109,2026-08-07 00:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.68,C,82.1,0,0,,False,4.68,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
110,2026-08-07 01:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.46,C,79.0,0,0,,False,4.46,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
111,2026-08-07 01:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.41,C,73.6,0,0,,False,3.41,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
112,2026-08-07 02:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.97,C,90.2,0,0,,False,3.97,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
113,2026-08-07 02:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.07,C,92.9,0,0,,False,3.07,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
114,2026-08-07 03:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.35,C,72.3,0,0,,False,4.35,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
115,2026-08-07 03:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.87,C,72.0,0,0,,False,2.87,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
116,2026-08-07 04:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.75,C,90.0,0,0,,False,3.75,C_ORIGINAL,,,,,CAM-25,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v3
