timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag
2026-08-13 04:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.63,C,59.6,0,0
2026-08-13 04:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.43,C,50.5,0,0
2026-08-13 05:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.12,C,61.2,0,0
2026-08-13 05:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,21.61,C,41.0,0,0
2026-08-13 06:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.43,C,48.0,0,0
2026-08-13 06:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,21.02,C,51.9,0,0
2026-08-13 07:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.71,C,41.7,0,0
2026-08-13 07:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.28,C,64.6,0,0
2026-08-13 08:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.56,C,55.9,0,0
2026-08-13 08:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.83,C,45.8,0,0
2026-08-13 09:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.76,C,40.1,0,0
2026-08-13 09:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.53,C,41.9,0,0
2026-08-13 10:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.94,C,36.5,0,0
2026-08-13 10:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.21,C,43.6,0,0
2026-08-13 11:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.57,C,61.6,0,0
2026-08-02 13:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.59,C,42.4,0,0
2026-08-02 13:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.51,C,47.1,0,0
2026-08-02 14:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.84,C,53.5,0,0
2026-08-02 14:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.31,C,55.5,0,0
2026-08-02 15:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.12,C,46.9,0,0
2026-08-02 15:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.47,C,32.1,0,0
2026-08-02 16:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.45,C,61.0,0,0
2026-08-02 16:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.81,C,46.0,0,0
2026-08-02 17:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.64,C,57.0,0,0
2026-08-02 17:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.35,C,41.1,0,0
2026-08-02 18:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.26,C,57.6,0,0
2026-08-02 18:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.0,C,50.0,0,0
2026-08-02 19:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.06,C,44.4,0,0
2026-08-02 19:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.59,C,43.0,0,0
2026-08-02 20:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.52,C,36.2,0,0
2026-08-02 20:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.16,C,47.9,0,0
2026-08-02 21:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.83,C,49.9,0,0
2026-08-02 21:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.87,C,44.7,0,0
2026-08-02 22:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.97,C,42.1,0,0
2026-08-02 22:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,16.67,C,48.3,0,0
2026-08-02 23:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.87,C,44.4,0,0
2026-08-02 23:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.59,C,53.6,0,0
2026-08-03 00:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.81,C,52.7,0,0
2026-08-03 00:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.67,C,58.9,0,0
2026-08-02 19:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.85,C,39.7,0,0
2026-08-02 19:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.47,C,52.9,0,0
2026-08-02 20:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.89,C,54.0,0,0
2026-08-02 20:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.31,C,57.7,0,0
2026-08-02 21:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.69,C,53.2,0,0
2026-08-02 21:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.57,C,34.8,0,0
2026-08-02 22:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.52,C,46.7,0,0
2026-08-02 22:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.97,C,54.1,0,0
2026-08-02 23:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.6,C,48.9,0,0
2026-08-02 23:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.12,C,48.0,0,0
2026-08-03 00:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,23.92,C,53.8,0,0
2026-08-03 00:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.92,C,41.7,0,0
2026-08-03 01:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.26,C,47.1,0,0
2026-08-03 01:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.5,C,45.0,0,0
2026-08-03 02:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.29,C,45.6,0,0
2026-08-03 02:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.37,C,52.6,0,0
2026-08-03 03:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.9,C,59.2,0,0
2026-08-03 03:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.97,C,41.7,0,0
2026-08-03 04:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.8,C,48.0,0,0
2026-08-03 04:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.42,C,56.4,0,0
2026-08-03 05:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,15.99,C,57.3,0,0
2026-08-03 05:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.63,C,43.0,0,0
2026-08-03 06:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.26,C,38.3,0,0
2026-08-03 06:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.16,C,46.9,0,0
2026-08-06 18:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.54,C,73.4,0,0
2026-08-06 19:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.04,C,63.8,0,0
2026-08-06 19:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.66,C,76.2,0,1
2026-08-06 20:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.33,C,75.2,0,1
2026-08-06 20:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,6.91,C,73.3,1,0
2026-08-06 21:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.7,C,78.5,0,0
2026-08-06 21:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.74,C,62.5,0,0
2026-08-06 22:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.84,C,88.4,0,0
2026-08-06 22:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.76,C,86.3,0,0
2026-08-06 23:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,5.05,C,82.8,0,0
2026-08-06 23:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.89,C,77.6,0,0
2026-08-07 00:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.51,C,86.8,0,0
2026-08-07 00:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.68,C,82.1,0,0
2026-08-07 01:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.46,C,79.0,0,0
2026-08-07 01:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.41,C,73.6,0,0
2026-08-07 02:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.97,C,90.2,0,0
2026-08-07 02:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.07,C,92.9,0,0
2026-08-07 03:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.35,C,72.3,0,0
2026-08-07 03:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.87,C,72.0,0,0
2026-08-07 04:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.75,C,90.0,0,0
2026-08-07 04:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.88,C,65.2,0,0
2026-08-07 05:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,5.23,C,68.1,0,0
2026-08-07 05:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.46,C,78.8,0,0
2026-08-07 06:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.66,C,83.2,0,0
2026-08-11 11:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.9,C,69.4,0,0
2026-08-11 11:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.45,C,77.1,0,0
2026-08-11 12:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.48,C,74.6,0,0
2026-08-11 12:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-19.061111,C,72.3,0,0
2026-08-11 13:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.81,C,76.3,0,0
2026-08-11 13:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.28,C,65.1,0,0
2026-08-11 14:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.8,C,66.2,0,0
2026-08-11 14:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.7,C,56.3,0,0
2026-08-11 15:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.54,C,67.3,0,0
2026-08-11 15:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.24,C,61.8,0,0
2026-08-11 16:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.13,C,73.3,0,0
2026-08-11 16:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.93,C,65.6,0,0
2026-08-11 17:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.8,C,75.6,0,0
2026-08-11 17:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.3,C,65.2,0,0
2026-08-11 18:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.79,C,67.4,0,0
2026-08-11 18:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.04,C,64.3,0,0
2026-08-11 19:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.93,C,61.1,0,0
2026-08-11 19:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.81,C,75.4,0,0
2026-08-11 20:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.75,C,61.9,0,0
2026-08-11 20:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-16.97,C,70.1,0,0
2026-08-11 21:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.92,C,70.0,0,0
2026-08-11 21:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-16.4,C,74.7,0,0
2026-08-11 22:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.13,C,70.1,0,0
2026-08-21 17:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.57,C,76.7,0,0
2026-08-21 18:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.41,C,78.6,0,0
2026-08-21 18:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.94,C,77.5,0,0
2026-08-21 19:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.6,C,70.3,0,0
2026-08-21 19:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2.86,C,68.6,0,0
2026-08-21 20:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2.84,C,71.1,0,0
2026-08-21 20:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.5,C,59.2,0,0
2026-08-21 21:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.96,C,93.0,0,0
2026-08-21 21:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2.6,C,75.0,0,0
2026-08-21 22:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.57,C,74.0,0,0
2026-08-21 22:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.88,C,83.1,0,1
2026-08-21 23:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.83,C,75.4,0,1
2026-08-21 23:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,1.92,C,86.0,1,1
2026-08-22 00:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,1.72,C,82.4,1,0
2026-08-22 00:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.46,C,82.6,0,0
2026-08-22 01:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.88,C,78.3,0,0
2026-08-22 01:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.63,C,85.7,0,0
2026-08-22 02:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.35,C,72.6,0,0
2026-08-22 02:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.55,C,82.5,0,0
2026-08-22 03:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.75,C,71.4,0,0
2026-08-22 03:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.99,C,79.8,0,0
2026-08-22 04:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2.9,C,81.8,0,0
2026-08-22 04:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,5.04,C,82.2,0,0
2026-08-03 22:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.91,C,91.7,0,0
2026-08-03 22:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.58,C,77.4,0,0
2026-08-03 23:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.29,C,91.6,0,0
2026-08-03 23:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.77,C,74.3,0,0
2026-08-04 00:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.25,C,78.0,0,0
2026-08-04 00:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.77,C,83.4,0,0
2026-08-04 01:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.53,C,85.5,0,0
2026-08-04 01:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.42,C,73.3,0,0
2026-08-04 02:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.64,C,72.6,0,0
2026-08-04 02:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.78,C,81.2,0,1
2026-08-04 03:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.75,C,69.3,0,1
2026-08-04 03:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,11.32,C,78.8,1,1
2026-08-04 04:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,10.58,C,79.4,1,1
2026-08-04 04:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,10.13,C,84.5,1,1
2026-08-04 05:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,10.67,C,65.3,1,1
2026-08-04 05:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,10.16,C,76.9,1,0
2026-08-04 06:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.63,C,91.0,0,0
2026-08-04 06:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.33,C,64.2,0,0
2026-08-04 07:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.93,C,86.1,0,0
2026-08-04 07:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.62,C,74.0,0,0
2026-08-04 08:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.72,C,76.5,0,0
2026-08-04 08:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.28,C,85.4,0,0
2026-08-04 09:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.06,C,87.4,0,0
2026-08-04 09:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.64,C,78.7,0,0
2026-08-07 10:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.33,C,62.4,0,0
2026-08-07 11:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.06,C,66.4,0,0
2026-08-07 11:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.21,C,81.0,0,0
2026-08-07 12:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.44,C,77.7,0,0
2026-08-07 12:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.05,C,74.4,0,0
2026-08-07 13:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.31,C,64.4,0,0
2026-08-07 13:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.17,C,75.7,0,0
2026-08-07 14:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-16.87,C,77.8,0,1
2026-08-07 14:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.0,C,65.9,0,1
2026-08-07 15:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-20.07,C,64.3,1,0
2026-08-07 15:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-17.63,C,83.5,0,0
2026-08-07 16:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.71,C,70.0,0,0
2026-08-07 16:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.77,C,59.7,0,0
2026-08-07 17:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-17.58,C,75.7,0,0
2026-08-07 17:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-19.78,C,65.9,0,0
2026-08-07 18:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-17.42,C,66.8,0,0
2026-08-07 18:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-17.16,C,58.5,0,0
2026-08-07 19:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.35,C,75.2,0,0
2026-08-07 19:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-17.26,C,73.8,0,0
2026-08-07 20:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-17.65,C,72.8,0,0
2026-08-07 21:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-17.21,C,67.9,0,0
2026-08-07 21:50:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-18.95,C,66.0,0,0
2026-08-07 22:20:00,VIA-00009,ORD-2026-03793,CAM-20,PROD-043,-17.51,C,76.5,0,0
2026-08-13 05:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,19.46,C,44.6,0,0
2026-08-13 05:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,20.95,C,57.0,0,0
2026-08-13 06:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,18.34,C,61.4,0,0
2026-08-13 06:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,22.49,C,47.6,0,0
2026-08-13 07:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,19.63,C,57.7,0,0
2026-08-13 07:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,18.79,C,52.0,0,0
2026-08-13 08:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,19.73,C,45.4,0,0
2026-08-13 08:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,22.09,C,39.9,0,0
2026-08-13 09:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,21.26,C,57.7,0,0
2026-08-13 09:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,19.07,C,41.9,0,0
2026-08-13 10:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,19.92,C,55.3,0,0
2026-08-13 10:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,19.82,C,39.8,0,0
2026-08-13 11:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,18.29,C,46.0,0,0
2026-08-13 12:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,20.88,C,40.5,0,0
2026-08-13 12:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,19.54,C,38.0,0,0
2026-08-13 13:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,19.87,C,60.1,0,0
2026-08-13 13:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,18.48,C,49.6,0,0
2026-08-13 14:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,20.55,C,56.0,0,0
2026-08-13 14:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,21.6,C,55.4,0,0
2026-08-13 15:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,20.22,C,45.1,0,0
2026-08-13 16:22:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,22.72,C,39.8,0,0
2026-08-13 16:52:00,VIA-00010,ORD-2026-02783,CAM-14,PROD-059,15.3,C,48.4,0,0
2026-08-01 19:34:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-17.28,C,71.5,0,0
2026-08-01 20:04:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-17.94,C,79.1,0,0
2026-08-01 20:34:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-18.93,C,75.2,0,0
2026-08-01 21:04:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-18.63,C,84.3,0,0
2026-08-01 21:34:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-19.14,C,76.3,0,0
2026-08-01 22:04:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-17.18,C,69.7,0,0
2026-08-01 22:34:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-17.83,C,66.4,0,0
2026-08-01 23:04:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-17.75,C,75.2,0,0
2026-08-01 23:34:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-18.65,C,77.8,0,0
2026-08-02 00:04:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-17.35,C,68.6,0,0
2026-08-02 00:34:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-19.01,C,60.4,0,0
2026-08-02 01:04:00,VIA-00011,ORD-2026-04604,CAM-15,PROD-058,-17.45,C,81.4,0,0
