fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,en_cuarentena,temperatura_c_preparada,tratamiento_temperatura,tipo_duplicado,decision_duplicado,fila_canonica,justificacion_duplicado,camion_id_preparado,en_cuarentena_inicial,columnas_problema_iniciales,motivos_finales,en_cuarentena_final,tratamientos_aplicados,version_tratamiento
1169,2026-08-08 08:14:00,VIA-00049,ORD-2026-02871,CAM-08,PROD-016,,C,68.1,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
1205,2026-08-06 06:54:00,VIA-00051,ORD-2026-04075,CAM-28,PROD-025,-999.0,C,77.8,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-28,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
1208,2026-08-06 08:24:00,VIA-00051,ORD-2026-04075,CAM-28,PROD-025,-999.0,C,76.9,0,1,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-28,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
1233,2026-08-21 05:29:00,VIA-00052,ORD-2026-02691,CAM-10,PROD-060,-999.0,C,59.0,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-10,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
1276,2026-08-18 02:12:00,VIA-00054,ORD-2026-05811,CAM-10,PROD-041,-19.93,C,-72.7,0,0,humedad_cabina_pct,True,-19.93,C_ORIGINAL,,,,,CAM-10,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v3
1286,2026-08-18 07:12:00,VIA-00054,ORD-2026-05811,CAM-10,PROD-041,,C,68.6,0,1,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-10,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
1336,2026-08-15 10:56:00,VIA-00056,ORD-2026-06250,CAM-11,PROD-006,,C,42.1,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-11,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
1402,2026-08-20 20:23:00,VIA-00059,ORD-2026-02676,CAM-07,PROD-055,-999.0,C,59.1,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-07,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
1469,2026-08-23 12:32:00,VIA-00062,ORD-2026-02581,CAM-28,PROD-028,,C,56.8,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-28,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
1471,2026-08-23 13:32:00,VIA-00062,ORD-2026-02581,CAM-28,PROD-028,-999.0,C,37.7,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-28,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
1594,2026-08-07 20:40:00,VIA-00067,ORD-2026-06592, cam-20 ,PROD-014,20.6,C,55.8,0,0,camion_id,True,20.6,C_ORIGINAL,,,,, cam-20 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
1660,2026-08-28 19:53:00,VIA-00070,ORD-2026-06154,CAM-19,PROD-040,-999.0,C,47.7,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-19,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
1697,2026-08-14 00:26:00,VIA-00071,ORD-2026-02585, cam-10 ,PROD-026,10.34,C,69.8,1,1,camion_id,True,10.34,C_ORIGINAL,,,,, cam-10 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
1730,2026-08-17 05:56:00,VIA-00073,ORD-2026-01330,CAM-13,PROD-018,,C,51.9,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-13,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
1750,2026-08-17 15:56:00,VIA-00073,ORD-2026-01330,CAM-13,PROD-018,-999.0,C,56.8,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-13,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
1756,2026-08-02 06:22:00,VIA-00074,ORD-2026-04869, cam-15 ,PROD-032,17.26,C,43.8,0,0,camion_id,True,17.26,C_ORIGINAL,,,,, cam-15 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
1798,2026-08-11 16:29:00,VIA-00075,ORD-2026-03282,CAM-08,PROD-057,19.83,C,,0,0,humedad_cabina_pct,True,19.83,C_ORIGINAL,,,,,CAM-08,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
1967,2026-08-02 19:35:00,VIA-00082,ORD-2026-06630,CAM-18,PROD-033,,C,59.3,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-18,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
2184,2026-08-20 20:22:00,VIA-00091,ORD-2026-05940,CAM-26,PROD-053,-999.0,C,73.6,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-26,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
2346,2026-08-26 20:55:00,VIA-00098,ORD-2026-01622,CAM-20,PROD-009,,C,81.9,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-20,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
2356,2026-08-16 05:53:00,VIA-00099,ORD-2026-03689,CAM-25,PROD-050,,C,45.2,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-25,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
2515,2026-08-05 22:43:00,VIA-00105,ORD-2026-04359, cam-01 ,PROD-034,3.24,C,77.7,0,0,camion_id,True,3.24,C_ORIGINAL,,,,, cam-01 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
2583,2026-08-31 06:41:00,VIA-00108,ORD-2026-04673,CAM-08,PROD-049,,C,73.4,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
2601,2026-08-08 22:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,20.99,C,,0,0,humedad_cabina_pct,True,20.99,C_ORIGINAL,,,,,CAM-18,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
2788,2026-08-04 03:49:00,VIA-00117,ORD-2026-00035,CAM-26,PROD-036,3.96,C,,0,0,humedad_cabina_pct,True,3.96,C_ORIGINAL,,,,,CAM-26,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
2927,2026-08-23 22:16:00,VIA-00122,ORD-2026-04337,CAM-04,PROD-039,-999.0,C,56.6,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-04,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
2990,2026-08-23 04:23:00,VIA-00125,ORD-2026-07330,CAM-19,PROD-010,,C,36.8,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-19,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3019,2026-08-10 12:46:00,VIA-00126,ORD-2026-00648,CAM-20,PROD-036,4.51,C,,0,0,humedad_cabina_pct,True,4.51,C_ORIGINAL,,,,,CAM-20,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3060,2026-08-20 16:03:00,VIA-00128,ORD-2026-02317,CAM-06,PROD-019,,C,45.4,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-06,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3106,2026-08-18 16:46:00,VIA-00130,ORD-2026-06615,CAM-10,PROD-010,19.7,C,,0,0,humedad_cabina_pct,True,19.7,C_ORIGINAL,,,,,CAM-10,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3201,2026-08-06 16:08:00,VIA-00134,ORD-2026-00288,CAM-04,PROD-030,19.72,C,,0,0,humedad_cabina_pct,True,19.72,C_ORIGINAL,,,,,CAM-04,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3239,2026-08-04 19:56:00,VIA-00135,ORD-2026-02724, cam-12 ,PROD-010,19.51,C,44.1,0,0,camion_id,True,19.51,C_ORIGINAL,,,,, cam-12 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
3268,2026-08-29 14:59:00,VIA-00137,ORD-2026-06375,CAM-08,PROD-054,-999.0,C,85.2,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
3272,2026-08-29 16:59:00,VIA-00137,ORD-2026-06375,CAM-08,PROD-054,-17.77,C,,0,0,humedad_cabina_pct,True,-17.77,C_ORIGINAL,,,,,CAM-08,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3300,2026-08-28 17:57:00,VIA-00138,ORD-2026-05332,CAM-25,PROD-060,-17.81,C,,0,1,humedad_cabina_pct,True,-17.81,C_ORIGINAL,,,,,CAM-25,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3307,2026-08-28 21:27:00,VIA-00138,ORD-2026-05332,CAM-25,PROD-060,-999.0,C,79.0,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-25,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
3343,2026-08-15 23:23:00,VIA-00140,ORD-2026-03911,CAM-15,PROD-027,3.36,C,,0,0,humedad_cabina_pct,True,3.36,C_ORIGINAL,,,,,CAM-15,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3349,2026-08-16 02:23:00,VIA-00140,ORD-2026-03911,CAM-15,PROD-027,3.58,C,,0,0,humedad_cabina_pct,True,3.58,C_ORIGINAL,,,,,CAM-15,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3417,2026-08-11 09:01:00,VIA-00143,ORD-2026-01542,CAM-19,PROD-047,-999.0,C,78.7,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-19,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
3617,2026-08-29 19:50:00,VIA-00151,ORD-2026-05731,CAM-23,PROD-048,,C,47.4,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-23,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
3793,2026-08-26 22:23:00,VIA-00159,ORD-2026-06805, cam-10 ,PROD-011,-17.36,C,66.3,0,0,camion_id,True,-17.36,C_ORIGINAL,,,,, cam-10 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
4011,2026-08-08 15:20:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,-999.0,C,48.9,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-19,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
4059,2026-08-03 10:07:00,VIA-00170,ORD-2026-04828,CAM-01,PROD-045,4.13,C,,0,0,humedad_cabina_pct,True,4.13,C_ORIGINAL,,,,,CAM-01,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
4065,2026-08-03 13:07:00,VIA-00170,ORD-2026-04828,CAM-01,PROD-045,2.59,C,,0,0,humedad_cabina_pct,True,2.59,C_ORIGINAL,,,,,CAM-01,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
4067,2026-08-03 14:07:00,VIA-00170,ORD-2026-04828,CAM-01,PROD-045,4.02,C,,0,1,humedad_cabina_pct,True,4.02,C_ORIGINAL,,,,,CAM-01,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
4102,2026-08-21 22:55:00,VIA-00171,ORD-2026-04015,CAM-03,PROD-018,,C,48.9,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-03,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
4423,2026-08-22 07:54:00,VIA-00185,ORD-2026-00226,CAM-15,PROD-017,23.81,C,,0,0,humedad_cabina_pct,True,23.81,C_ORIGINAL,,,,,CAM-15,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
4537,2026-02-31 09:15:00,VIA-00190,ORD-2026-07185,CAM-28,PROD-051,-17.76,C,76.6,0,0,timestamp,True,-17.76,C_ORIGINAL,,,,,CAM-28,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v3
4576,2026-08-16 02:33:00,VIA-00191,ORD-2026-06851,CAM-21,PROD-003,18.94,C,,0,0,humedad_cabina_pct,True,18.94,C_ORIGINAL,,,,,CAM-21,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
4593,2026-08-23 05:30:00,VIA-00192,ORD-2026-05621,CAM-11,PROD-004,,C,86.5,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-11,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
4599,2026-08-23 08:30:00,VIA-00192,ORD-2026-05621,CAM-11,PROD-004,,C,68.2,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-11,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
4621,2026-08-26 15:37:00,VIA-00193,ORD-2026-02501, cam-19 ,PROD-015,4.13,C,70.6,0,0,camion_id,True,4.13,C_ORIGINAL,,,,, cam-19 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
4674,2026-08-24 08:13:00,VIA-00195,ORD-2026-01977,CAM-26,PROD-011,,C,84.2,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-26,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
4768,2026-02-31 09:15:00,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,16.79,C,42.4,0,0,timestamp,True,16.79,C_ORIGINAL,,,,,CAM-28,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v3
4836,2026-08-14 14:06:00,VIA-00202,ORD-2026-05095,CAM-30,PROD-018,-999.0,C,46.9,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-30,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
4907,2026-08-25 01:12:00,VIA-00205,ORD-2026-02007,CAM-08,PROD-045,2.84,C,,0,0,humedad_cabina_pct,True,2.84,C_ORIGINAL,,,,,CAM-08,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
5043,2026-08-02 02:10:00,VIA-00211,ORD-2026-00598,CAM-08,PROD-038,-999.0,C,52.2,0,1,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
5113,2026-08-02 10:22:00,VIA-00214,ORD-2026-00997,CAM-08,PROD-047,4.16,C,,0,0,humedad_cabina_pct,True,4.16,C_ORIGINAL,,,,,CAM-08,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
5161,2026-08-18 12:40:00,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,-999.0,C,75.3,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
5222,2026-08-26 13:40:00,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,-999.0,C,49.9,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-17,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
5252,2026-08-31 04:55:00,VIA-00219,ORD-2026-04699,CAM-19,PROD-029,-999.0,C,48.9,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-19,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
5307,2026-08-30 01:18:00,VIA-00222,ORD-2026-02741,CAM-15,PROD-008,-18.21,C,,0,0,humedad_cabina_pct,True,-18.21,C_ORIGINAL,,,,,CAM-15,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
5316,2026-08-30 05:48:00,VIA-00222,ORD-2026-02741,CAM-15,PROD-008,,C,66.7,1,1,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-15,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
5331,2026-08-21 07:57:00,VIA-00223,ORD-2026-00607, cam-24 ,PROD-029,23.32,C,48.7,0,0,camion_id,True,23.32,C_ORIGINAL,,,,, cam-24 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
5370,2026-08-22 01:33:00,VIA-00224,ORD-2026-04902,CAM-04,PROD-006,-999.0,C,41.6,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-04,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
5371,2026-08-22 02:03:00,VIA-00224,ORD-2026-04902,CAM-04,PROD-006,21.63,C,,0,0,humedad_cabina_pct,True,21.63,C_ORIGINAL,,,,,CAM-04,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
5468,2026-08-08 14:04:00,VIA-00228,ORD-2026-02255,CAM-16,PROD-048,19.07,C,,0,0,humedad_cabina_pct,True,19.07,C_ORIGINAL,,,,,CAM-16,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
5609,2026-08-18 04:25:00,VIA-00234,ORD-2026-01178,CAM-03,PROD-010,,C,50.7,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-03,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
5628,2026-08-23 21:33:00,VIA-00235,ORD-2026-04152,CAM-10,PROD-035,-999.0,C,72.8,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-10,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
5823,2026-02-31 09:15:00,VIA-00243,ORD-2026-02147,CAM-24,PROD-058,-17.9,C,74.8,0,0,timestamp,True,-17.9,C_ORIGINAL,,,,,CAM-24,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v3
