fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico,estado_tratamiento,tratamiento_aplicado,detalle_resultado
2515,camion_id,FORMATO_INVALIDO, cam-01 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
2583,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
2599,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
2601,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
2788,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
2826,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
2927,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
2959,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00124 + 2026-08-19 13:56:00,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,SELECCION_CANONICA,Lectura canónica elegida según regla aprobada
2990,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3019,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3060,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3106,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3201,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3239,camion_id,FORMATO_INVALIDO, cam-12 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3268,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3272,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3300,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3307,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3343,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3349,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3350,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,K_A_C,Kelvin confirmado y conversión validada
3415,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
3417,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3617,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
3793,camion_id,FORMATO_INVALIDO, cam-10 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4011,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4059,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4065,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4067,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4073,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
4102,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4340,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
4388,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
4423,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4537,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4576,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4593,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4599,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4621,camion_id,FORMATO_INVALIDO, cam-19 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4674,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4768,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4836,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
4907,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5043,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5045,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
5113,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5161,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5222,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5252,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5307,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5316,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5331,camion_id,FORMATO_INVALIDO, cam-24 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5370,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5371,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5376,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
5468,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5609,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5628,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5717,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
5823,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5856,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
5957,camion_id,FORMATO_INVALIDO, cam-08 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
6174,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
6244,camion_id,FORMATO_INVALIDO, cam-29 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
6397,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
6473,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
6477,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
6562,camion_id,FORMATO_INVALIDO, cam-15 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
6767,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
6832,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7093,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
7173,humedad_cabina_pct,FUERA_RANGO,-81.2,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7228,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7245,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7256,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7331,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7391,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7455,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7467,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7583,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7681,humedad_cabina_pct,FUERA_RANGO,-50.5,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7697,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
7749,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7776,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7782,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7832,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7898,camion_id,FORMATO_INVALIDO, cam-19 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7941,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
7977,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
8028,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
8232,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
8284,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
8373,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
8389,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
8551,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
8559,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
8696,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
8860,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
9088,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9173,camion_id,FORMATO_INVALIDO, cam-26 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9200,camion_id,FORMATO_INVALIDO, cam-06 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9215,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9333,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9382,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9412,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9456,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9525,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9735,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9741,camion_id,FORMATO_INVALIDO, cam-20 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9800,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
9816,camion_id,FORMATO_INVALIDO, cam-28 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
9968,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10021,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10080,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10093,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
