order_id,satisfaccion_score,costo_devolucion_bob,queja_motivo
ORD-2026-00166,5,0.0,Ninguno
ORD-2026-00169,3,0.0,Ninguno
ORD-2026-00173,4,0.0,Ninguno
ORD-2026-00174,3,0.0,Ninguno
ORD-2026-00178,5,0.0,Caja dañada
ORD-2026-00180,3,0.0,Ninguno
ORD-2026-00182,2,1646.82,Retraso de camion
ORD-2026-00184,4,0.0,Retraso de camion
ORD-2026-00187,3,0.0,Retraso de camion
ORD-2026-00191,2,2379.96,Faltaban items
ORD-2026-00192,5,0.0,Ninguno
ORD-2026-00194,5,0.0,Ninguno
ORD-2026-00196,5,0.0,Ninguno
ORD-2026-00199,5,0.0,Ninguno
ORD-2026-00201,5,0.0,Ninguno
ORD-2026-00202,5,0.0,Ninguno
ORD-2026-00203,2,1363.86,Retraso de camion
ORD-2026-00206,5,0.0,Ninguno
ORD-2026-00207,2,1771.72,Retraso de camion
ORD-2026-00208,3,0.0,Faltaban items
ORD-2026-00209,3,0.0,Retraso de camion
ORD-2026-00211,3,0.0,Ninguno
ORD-2026-00214,4,0.0,Caja dañada
ORD-2026-00216,5,0.0,Ninguno
ORD-2026-00217,3,0.0,Retraso de camion
ORD-2026-00220,2,2243.59,Retraso de camion
ORD-2026-00221,5,0.0,Ninguno
ORD-2026-00223,5,0.0,Ninguno
ORD-2026-00225,4,0.0,Ninguno
ORD-2026-00228,4,0.0,Ninguno
ORD-2026-00229,5,0.0,Ninguno
ORD-2026-00233,2,2457.88,Faltaban items
ORD-2026-00235,5,0.0,Ninguno
ORD-2026-00236,4,0.0,Ninguno
ORD-2026-00238,2,2948.77,Retraso de camion
ORD-2026-00239,4,0.0,Ninguno
ORD-2026-00240,4,0.0,Ninguno
ORD-2026-00241,4,0.0,Ninguno
ORD-2026-00243,3,0.0,Retraso de camion
ORD-2026-00245,3,0.0,Faltaban items
ORD-2026-00246,3,0.0,Retraso de camion
ORD-2026-00249,4,0.0,Ninguno
ORD-2026-00253,5,0.0,Ninguno
ORD-2026-00254,3,0.0,Retraso de camion
ORD-2026-00258,3,0.0,Retraso de camion
ORD-2026-00261,4,0.0,Ninguno
ORD-2026-00265,5,0.0,Ninguno
ORD-2026-00266,3,0.0,Retraso de camion
ORD-2026-00267,4,0.0,Retraso de camion
ORD-2026-00268,3,0.0,Ninguno
ORD-2026-00269,2,1280.98,Ninguno
ORD-2026-00271,5,0.0,Ninguno
ORD-2026-00272,5,0.0,Ninguno
ORD-2026-00275,4,0.0,Faltaban items
ORD-2026-00276,5,0.0,Ninguno
ORD-2026-00278,5,0.0,Ninguno
ORD-2026-00279,4,0.0,Ninguno
ORD-2026-00286,5,0.0,Ninguno
ORD-2026-00287,4,0.0,Ninguno
ORD-2026-00288,3,0.0,Retraso de camion
ORD-2026-00291,3,0.0,Faltaban items
ORD-2026-00292,4,0.0,Ninguno
ORD-2026-00294,2,2569.14,Retraso de camion
ORD-2026-00296,2,1912.38,Retraso de camion
ORD-2026-00299,1,1680.04,Faltaban items
ORD-2026-00301,5,0.0,Ninguno
ORD-2026-00302,1,1946.12,Retraso de camion
ORD-2026-00305,4,0.0,Retraso de camion
ORD-2026-00306,4,0.0,Ninguno
ORD-2026-00307,4,0.0,Faltaban items
ORD-2026-00309,4,0.0,Retraso de camion
ORD-2026-00312,2,537.78,Faltaban items
ORD-2026-00314,4,0.0,Ninguno
ORD-2026-00316,3,0.0,Ninguno
ORD-2026-00317,2,1745.76,Retraso de camion
ORD-2026-00320,3,0.0,Retraso de camion
ORD-2026-00322,3,0.0,Caja dañada
ORD-2026-00326,2,548.15,Ninguno
ORD-2026-00328,4,0.0,Ninguno
ORD-2026-00329,3,0.0,Ninguno
ORD-2026-00330,2,1151.51,Retraso de camion
ORD-2026-00331,5,0.0,Ninguno
ORD-2026-00332,5,0.0,Ninguno
ORD-2026-00339,1,1995.15,Faltaban items
ORD-2026-00342,1,2803.48,Retraso de camion
ORD-2026-00343,5,0.0,Ninguno
ORD-2026-00344,5,0.0,Ninguno
ORD-2026-00345,4,0.0,Ninguno
ORD-2026-00348,4,0.0,Ninguno
ORD-2026-00350,5,0.0,Ninguno
ORD-2026-00351,3,0.0,Ninguno
ORD-2026-00353,2,577.58,Retraso de camion
ORD-2026-00354,5,0.0,Ninguno
ORD-2026-00355,2,2517.24,Faltaban items
ORD-2026-00356,4,0.0,Ninguno
ORD-2026-00358,4,0.0,Retraso de camion
ORD-2026-00360,4,0.0,Retraso de camion
ORD-2026-00362,5,0.0,Caja dañada
ORD-2026-00363,3,0.0,Retraso de camion
ORD-2026-00370,2,1045.65,Retraso de camion
ORD-2026-00371,4,0.0,Ninguno
ORD-2026-00372,5,0.0,Ninguno
ORD-2026-00374,5,0.0,Ninguno
ORD-2026-00376,5,0.0,Ninguno
ORD-2026-00378,4,0.0,Ninguno
ORD-2026-00382,2,2654.53,Retraso de camion
ORD-2026-00383,5,0.0,Ninguno
ORD-2026-00384,3,0.0,Retraso de camion
ORD-2026-00385,4,0.0,Ninguno
ORD-2026-00386,5,0.0,Ninguno
ORD-2026-00387,3,0.0,Ninguno
ORD-2026-00388,4,0.0,Ninguno
ORD-2026-00389,5,0.0,Ninguno
ORD-2026-00390,5,0.0,Ninguno
ORD-2026-00391,3,0.0,Retraso de camion
ORD-2026-00393,5,0.0,Ninguno
ORD-2026-00394,4,0.0,Caja dañada
ORD-2026-00398,5,0.0,Ninguno
ORD-2026-00399,5,0.0,Ninguno
ORD-2026-00400,3,0.0,Ninguno
ORD-2026-00401,4,0.0,Ninguno
ORD-2026-00405,5,0.0,Ninguno
ORD-2026-00408,5,0.0,Ninguno
ORD-2026-00409,2,2934.81,Retraso de camion
ORD-2026-00410,4,0.0,Ninguno
ORD-2026-00412,3,0.0,Retraso de camion
ORD-2026-00413,5,0.0,Ninguno
ORD-2026-00414,4,0.0,Caja dañada
ORD-2026-00415,5,0.0,Ninguno
ORD-2026-00416,5,0.0,Ninguno
ORD-2026-00418,5,0.0,Ninguno
ORD-2026-00420,4,0.0,Ninguno
ORD-2026-00423,5,0.0,Ninguno
ORD-2026-00426,4,0.0,Retraso de camion
ORD-2026-00427,1,1518.19,Faltaban items
ORD-2026-00428,5,0.0,Ninguno
ORD-2026-00429,4,0.0,Ninguno
ORD-2026-00434,3,0.0,Retraso de camion
ORD-2026-00436,3,0.0,Retraso de camion
ORD-2026-00437,4,0.0,Ninguno
ORD-2026-00438,4,0.0,Ninguno
ORD-2026-00439,4,0.0,Retraso de camion
ORD-2026-00440,5,0.0,Ninguno
ORD-2026-00441,5,0.0,Caja dañada
ORD-2026-00444,3,0.0,Retraso de camion
ORD-2026-00447,4,0.0,Retraso de camion
ORD-2026-00448,3,0.0,Ninguno
ORD-2026-00449,3,0.0,Faltaban items
ORD-2026-00451,3,0.0,Retraso de camion
ORD-2026-00452,4,0.0,Ninguno
ORD-2026-00453,5,0.0,Ninguno
ORD-2026-00455,4,0.0,Ninguno
ORD-2026-00456,4,0.0,Faltaban items
ORD-2026-00457,2,569.68,Retraso de camion
ORD-2026-00459,1,2187.36,Retraso de camion
ORD-2026-00462,5,0.0,Ninguno
ORD-2026-00463,3,0.0,Ninguno
ORD-2026-00471,3,0.0,Retraso de camion
ORD-2026-00472,2,1303.84,Retraso de camion
ORD-2026-00473,5,0.0,Ninguno
ORD-2026-00475,4,0.0,Ninguno
ORD-2026-00476,3,0.0,Retraso de camion
ORD-2026-00478,5,0.0,Ninguno
ORD-2026-00479,4,0.0,Ninguno
ORD-2026-00480,2,618.56,Ninguno
ORD-2026-00485,5,0.0,Ninguno
ORD-2026-00487,3,0.0,Ninguno
ORD-2026-00488,5,0.0,Faltaban items
ORD-2026-00489,4,0.0,Ninguno
ORD-2026-00494,4,0.0,Retraso de camion
ORD-2026-00495,5,0.0,Ninguno
ORD-2026-00496,4,0.0,Ninguno
ORD-2026-00499,4,0.0,Ninguno
ORD-2026-00500,3,0.0,Faltaban items
ORD-2026-00501,3,0.0,Ninguno
ORD-2026-00503,4,0.0,Ninguno
ORD-2026-00509,2,929.27,Ninguno
ORD-2026-00516,5,0.0,Ninguno
ORD-2026-00518,5,0.0,Ninguno
ORD-2026-00520,5,0.0,Ninguno
ORD-2026-00522,3,0.0,Faltaban items
ORD-2026-00524,5,0.0,Ninguno
ORD-2026-00525,5,0.0,Ninguno
ORD-2026-00529,5,0.0,Ninguno
ORD-2026-00530,5,0.0,Ninguno
ORD-2026-00531,2,2100.5,Retraso de camion
ORD-2026-00536,3,0.0,Retraso de camion
ORD-2026-00537,4,0.0,Ninguno
ORD-2026-00538,5,0.0,Ninguno
ORD-2026-00539,3,0.0,Ninguno
ORD-2026-00542,3,0.0,Retraso de camion
ORD-2026-00545,4,0.0,Ninguno
ORD-2026-00546,5,0.0,Caja dañada
ORD-2026-00547,3,0.0,Retraso de camion
ORD-2026-00554,5,0.0,Ninguno
ORD-2026-00555,3,0.0,Ninguno
ORD-2026-00556,3,0.0,Ninguno
ORD-2026-00557,4,0.0,Ninguno
ORD-2026-00558,4,0.0,Ninguno
ORD-2026-00560,5,0.0,Ninguno
ORD-2026-00567,3,0.0,Retraso de camion
ORD-2026-00569,3,0.0,Faltaban items
ORD-2026-00571,4,0.0,Caja dañada
ORD-2026-00573,5,0.0,Ninguno
ORD-2026-00575,4,0.0,Ninguno
ORD-2026-00576,3,0.0,Faltaban items
ORD-2026-00578,5,0.0,Ninguno
ORD-2026-00579,1,1525.94,Retraso de camion
ORD-2026-00580,2,852.67,Retraso de camion
ORD-2026-00581,4,0.0,Ninguno
ORD-2026-00582,5,0.0,Ninguno
ORD-2026-00583,5,0.0,Ninguno
ORD-2026-00585,3,0.0,Ninguno
ORD-2026-00586,3,0.0,Retraso de camion
ORD-2026-00587,4,0.0,Ninguno
ORD-2026-00588,5,0.0,Ninguno
ORD-2026-00590,5,0.0,Ninguno
ORD-2026-00593,4,0.0,Ninguno
ORD-2026-00595,5,0.0,Caja dañada
ORD-2026-00596,4,0.0,Ninguno
ORD-2026-00597,3,0.0,Retraso de camion
ORD-2026-00600,5,0.0,Caja dañada
ORD-2026-00601,5,0.0,Ninguno
ORD-2026-00603,4,0.0,Ninguno
ORD-2026-00605,1,2195.66,Faltaban items
ORD-2026-00606,1,2404.61,Faltaban items
ORD-2026-00608,3,0.0,Ninguno
ORD-2026-00614,5,0.0,Ninguno
ORD-2026-00615,4,0.0,Ninguno
ORD-2026-00617,5,0.0,Ninguno
ORD-2026-00620,4,0.0,Ninguno
ORD-2026-00621,3,0.0,Caja dañada
ORD-2026-00623,4,0.0,Ninguno
ORD-2026-00627,4,0.0,Ninguno
ORD-2026-00629,2,1099.28,Ninguno
ORD-2026-00634,2,1962.29,Retraso de camion
ORD-2026-00635,4,0.0,Faltaban items
ORD-2026-00636,5,0.0,Caja dañada
ORD-2026-00637,4,0.0,Ninguno
ORD-2026-00639,5,0.0,Ninguno
ORD-2026-00642,3,0.0,Faltaban items
ORD-2026-00653,2,1773.24,Retraso de camion
ORD-2026-00654,2,1413.18,Retraso de camion
ORD-2026-00655,3,0.0,Ninguno
ORD-2026-00658,2,1460.3,Retraso de camion
ORD-2026-00659,4,0.0,Ninguno
ORD-2026-00660,5,0.0,Ninguno
ORD-2026-00661,3,0.0,Retraso de camion
ORD-2026-00662,3,0.0,Faltaban items
ORD-2026-00667,5,0.0,Ninguno
ORD-2026-00668,3,0.0,Ninguno
ORD-2026-00669,5,0.0,Ninguno
ORD-2026-00670,3,0.0,Retraso de camion
ORD-2026-00671,3,0.0,Retraso de camion
ORD-2026-00673,4,0.0,Ninguno
ORD-2026-00674,1,2015.63,Retraso de camion
ORD-2026-00675,1,2534.29,Retraso de camion
ORD-2026-00677,4,0.0,Ninguno
ORD-2026-00679,4,0.0,Ninguno
ORD-2026-00682,2,2811.17,Retraso de camion
ORD-2026-00683,3,0.0,Faltaban items
ORD-2026-00685,4,0.0,Ninguno
ORD-2026-00687,5,0.0,Caja dañada
ORD-2026-00688,3,0.0,Ninguno
ORD-2026-00689,4,0.0,Ninguno
ORD-2026-00690,3,0.0,Retraso de camion
ORD-2026-00691,4,0.0,Ninguno
ORD-2026-00696,5,0.0,Ninguno
ORD-2026-00697,3,0.0,Ninguno
ORD-2026-00699,2,1248.95,Retraso de camion
ORD-2026-00700,5,0.0,Ninguno
ORD-2026-00704,3,0.0,Retraso de camion
ORD-2026-00705,4,0.0,Retraso de camion
ORD-2026-00723,2,766.36,Faltaban items
ORD-2026-00724,4,0.0,Ninguno
ORD-2026-00725,1,1840.94,Retraso de camion
ORD-2026-00728,5,0.0,Ninguno
ORD-2026-00729,5,0.0,Ninguno
ORD-2026-00730,3,0.0,Retraso de camion
ORD-2026-00731,5,0.0,Ninguno
ORD-2026-00732,1,2747.78,Retraso de camion
ORD-2026-00737,4,0.0,Caja dañada
ORD-2026-00739,4,0.0,Faltaban items
ORD-2026-00740,4,0.0,Ninguno
ORD-2026-00741,4,0.0,Ninguno
ORD-2026-00744,5,0.0,Ninguno
ORD-2026-00746,5,0.0,Ninguno
ORD-2026-00747,2,2033.83,Retraso de camion
ORD-2026-00748,5,0.0,Ninguno
ORD-2026-00749,4,0.0,Ninguno
ORD-2026-00750,4,0.0,Ninguno
ORD-2026-00753,5,0.0,Ninguno
ORD-2026-00754,1,2328.87,Retraso de camion
ORD-2026-00755,4,0.0,Ninguno
ORD-2026-00756,5,0.0,Ninguno
ORD-2026-00761,4,0.0,Retraso de camion
ORD-2026-00762,4,0.0,Ninguno
ORD-2026-00765,2,944.69,Retraso de camion
ORD-2026-00769,4,0.0,Ninguno
ORD-2026-00772,3,0.0,Faltaban items
ORD-2026-00773,5,0.0,Ninguno
ORD-2026-00775,4,0.0,Ninguno
ORD-2026-00776,5,0.0,Ninguno
ORD-2026-00779,3,0.0,Retraso de camion
ORD-2026-00783,5,0.0,Ninguno
ORD-2026-00786,5,0.0,Retraso de camion
ORD-2026-00792,5,0.0,Ninguno
ORD-2026-00793,3,0.0,Retraso de camion
ORD-2026-00798,4,0.0,Ninguno
ORD-2026-00799,2,2077.89,Ninguno
ORD-2026-00800,2,1333.93,Retraso de camion
ORD-2026-00803,5,0.0,Ninguno
ORD-2026-00804,1,2529.62,Retraso de camion
ORD-2026-00805,5,0.0,Ninguno
ORD-2026-00806,2,1278.55,Retraso de camion
ORD-2026-00808,3,0.0,Retraso de camion
ORD-2026-00810,3,0.0,Ninguno
ORD-2026-00811,4,0.0,Ninguno
ORD-2026-00812,5,0.0,Ninguno
ORD-2026-00815,2,583.6,Retraso de camion
ORD-2026-00816,2,1988.85,Retraso de camion
ORD-2026-00817,3,0.0,Retraso de camion
ORD-2026-00818,4,0.0,Ninguno
ORD-2026-00820,4,0.0,Ninguno
ORD-2026-00822,5,0.0,Ninguno
ORD-2026-00824,4,0.0,Ninguno
ORD-2026-00825,4,0.0,Ninguno
ORD-2026-00827,5,0.0,Ninguno
ORD-2026-00829,4,0.0,Ninguno
ORD-2026-00830,3,0.0,Retraso de camion
ORD-2026-00832,4,0.0,Ninguno
ORD-2026-00833,5,0.0,Ninguno
ORD-2026-00838,3,0.0,Retraso de camion
ORD-2026-00839,2,2411.77,Retraso de camion
ORD-2026-00841,5,0.0,Ninguno
ORD-2026-00844,5,0.0,Ninguno
ORD-2026-00847,5,0.0,Caja dañada
ORD-2026-00848,4,0.0,Ninguno
ORD-2026-00849,3,0.0,Ninguno
ORD-2026-00858,1,2464.36,Retraso de camion
ORD-2026-00859,5,0.0,Ninguno
ORD-2026-00860,5,0.0,Ninguno
ORD-2026-00862,4,0.0,Ninguno
ORD-2026-00863,5,0.0,Ninguno
ORD-2026-00865,3,0.0,Ninguno
ORD-2026-00867,3,0.0,Faltaban items
ORD-2026-00870,4,0.0,Retraso de camion
ORD-2026-00871,3,0.0,Faltaban items
ORD-2026-00872,4,0.0,Ninguno
ORD-2026-00874,5,0.0,Ninguno
ORD-2026-00876,4,0.0,Ninguno
ORD-2026-00877,5,0.0,Caja dañada
ORD-2026-00879,2,1082.71,Retraso de camion
ORD-2026-00883,4,0.0,Ninguno
ORD-2026-00884,4,0.0,Retraso de camion
ORD-2026-00887,3,0.0,Faltaban items
ORD-2026-00894,2,1588.51,Retraso de camion
ORD-2026-00898,5,0.0,Ninguno
ORD-2026-00900,5,0.0,Ninguno
ORD-2026-00901,3,0.0,Ninguno
ORD-2026-00902,3,0.0,Faltaban items
ORD-2026-00904,4,0.0,Ninguno
ORD-2026-00905,3,0.0,Retraso de camion
ORD-2026-00906,3,0.0,Retraso de camion
ORD-2026-00909,5,0.0,Ninguno
ORD-2026-00911,2,523.37,Retraso de camion
ORD-2026-00912,3,0.0,Ninguno
ORD-2026-00913,4,0.0,Ninguno
ORD-2026-00916,4,0.0,Caja dañada
ORD-2026-00917,2,1774.75,Retraso de camion
ORD-2026-00919,3,0.0,Faltaban items
ORD-2026-00921,2,1137.56,Retraso de camion
ORD-2026-00922,4,0.0,Retraso de camion
ORD-2026-00924,4,0.0,Ninguno
ORD-2026-00926,4,0.0,Ninguno
ORD-2026-00927,3,0.0,Ninguno
ORD-2026-00933,4,0.0,Ninguno
ORD-2026-00935,5,0.0,Ninguno
ORD-2026-00936,4,0.0,Ninguno
ORD-2026-00937,4,0.0,Ninguno
ORD-2026-00938,4,0.0,Ninguno
ORD-2026-00939,5,0.0,Ninguno
ORD-2026-00940,3,0.0,Ninguno
ORD-2026-00941,2,1868.38,Faltaban items
ORD-2026-00943,4,0.0,Ninguno
ORD-2026-00948,2,2885.96,Retraso de camion
ORD-2026-00950,4,0.0,Ninguno
ORD-2026-00952,5,0.0,Ninguno
ORD-2026-00953,5,0.0,Ninguno
ORD-2026-00955,2,642.16,Faltaban items
ORD-2026-00956,2,2589.14,Faltaban items
ORD-2026-00959,5,0.0,Caja dañada
ORD-2026-00960,4,0.0,Ninguno
ORD-2026-00961,5,0.0,Ninguno
ORD-2026-00962,3,0.0,Ninguno
ORD-2026-00963,4,0.0,Ninguno
ORD-2026-00964,3,0.0,Ninguno
ORD-2026-00967,2,597.65,Retraso de camion
ORD-2026-00968,4,0.0,Caja dañada
ORD-2026-00970,5,0.0,Ninguno
ORD-2026-00976,4,0.0,Ninguno
ORD-2026-00978,4,0.0,Retraso de camion
ORD-2026-00981,5,0.0,Ninguno
ORD-2026-00982,2,651.25,Faltaban items
ORD-2026-00983,4,0.0,Ninguno
ORD-2026-00986,5,0.0,Ninguno
ORD-2026-00987,3,0.0,Retraso de camion
ORD-2026-00988,4,0.0,Ninguno
ORD-2026-00989,4,0.0,Ninguno
ORD-2026-00990,3,0.0,Faltaban items
ORD-2026-00992,5,0.0,Ninguno
ORD-2026-00995,4,0.0,Ninguno
ORD-2026-00996,5,0.0,Ninguno
ORD-2026-00997,5,0.0,Ninguno
ORD-2026-01000,5,0.0,Ninguno
ORD-2026-01001,4,0.0,Ninguno
ORD-2026-01005,3,0.0,Ninguno
ORD-2026-01006,5,0.0,Ninguno
ORD-2026-01008,4,0.0,Caja dañada
ORD-2026-01011,3,0.0,Retraso de camion
ORD-2026-01014,4,0.0,Caja dañada
ORD-2026-01015,1,2968.72,Retraso de camion
ORD-2026-01017,2,577.88,Retraso de camion
ORD-2026-01022,2,2663.03,Retraso de camion
ORD-2026-01027,3,0.0,Ninguno
ORD-2026-01028,4,0.0,Ninguno
ORD-2026-01030,3,0.0,Ninguno
ORD-2026-01032,5,0.0,Ninguno
ORD-2026-01033,3,0.0,Faltaban items
ORD-2026-01034,2,1366.52,Retraso de camion
ORD-2026-01039,3,0.0,Ninguno
ORD-2026-01041,4,0.0,Ninguno
ORD-2026-01049,4,0.0,Ninguno
ORD-2026-01050,5,0.0,Ninguno
ORD-2026-01051,2,1170.97,Retraso de camion
ORD-2026-01053,4,0.0,Ninguno
ORD-2026-01056,5,0.0,Ninguno
ORD-2026-01060,5,0.0,Ninguno
ORD-2026-01062,5,0.0,Ninguno
ORD-2026-01064,3,0.0,Ninguno
ORD-2026-01067,4,0.0,Ninguno
ORD-2026-01068,3,0.0,Faltaban items
ORD-2026-01070,1,1616.55,Retraso de camion
ORD-2026-01072,5,0.0,Ninguno
ORD-2026-01076,4,0.0,Ninguno
ORD-2026-01077,3,0.0,Faltaban items
ORD-2026-01078,2,2700.3,Faltaban items
ORD-2026-01082,2,1414.82,Ninguno
ORD-2026-01086,5,0.0,Ninguno
ORD-2026-01087,3,0.0,Retraso de camion
ORD-2026-01088,2,2015.71,Retraso de camion
ORD-2026-01089,4,0.0,Ninguno
ORD-2026-01090,5,0.0,Ninguno
ORD-2026-01091,3,0.0,Faltaban items
ORD-2026-01092,4,0.0,Ninguno
ORD-2026-01098,3,0.0,Ninguno
ORD-2026-01101,3,0.0,Retraso de camion
ORD-2026-01102,2,1008.88,Retraso de camion
ORD-2026-01110,5,0.0,Ninguno
ORD-2026-01112,4,0.0,Ninguno
ORD-2026-01113,2,2974.58,Ninguno
ORD-2026-01114,5,0.0,Ninguno
ORD-2026-01118,2,1641.24,Retraso de camion
ORD-2026-01121,5,0.0,Caja dañada
ORD-2026-01122,4,0.0,Ninguno
ORD-2026-01126,2,698.49,Retraso de camion
ORD-2026-01127,2,1057.17,Retraso de camion
ORD-2026-01130,5,0.0,Ninguno
ORD-2026-01131,4,0.0,Caja dañada
ORD-2026-01132,4,0.0,Faltaban items
ORD-2026-01133,5,0.0,Ninguno
ORD-2026-01134,4,0.0,Ninguno
ORD-2026-01135,4,0.0,Ninguno
ORD-2026-01136,5,0.0,Ninguno
ORD-2026-01140,4,0.0,Ninguno
ORD-2026-01141,5,0.0,Ninguno
ORD-2026-01142,3,0.0,Retraso de camion
ORD-2026-01143,3,0.0,Retraso de camion
ORD-2026-01146,2,2695.66,Retraso de camion
ORD-2026-01147,3,0.0,Ninguno
ORD-2026-01148,5,0.0,Ninguno
ORD-2026-01149,3,0.0,Ninguno
ORD-2026-01150,2,1411.62,Retraso de camion
ORD-2026-01152,4,0.0,Ninguno
ORD-2026-01154,2,2205.14,Retraso de camion
ORD-2026-01157,5,0.0,Ninguno
ORD-2026-01158,5,0.0,Ninguno
ORD-2026-01160,4,0.0,Ninguno
ORD-2026-01161,2,2579.97,Faltaban items
ORD-2026-01163,2,1616.98,Retraso de camion
ORD-2026-01169,2,584.12,Retraso de camion
ORD-2026-01172,2,2610.53,Retraso de camion
ORD-2026-01175,4,0.0,Ninguno
ORD-2026-01177,5,0.0,Ninguno
ORD-2026-01184,3,0.0,Retraso de camion
ORD-2026-01185,5,0.0,Ninguno
ORD-2026-01186,4,0.0,Retraso de camion
ORD-2026-01187,4,0.0,Ninguno
ORD-2026-01190,4,0.0,Ninguno
ORD-2026-01191,5,0.0,Ninguno
ORD-2026-01192,4,0.0,Retraso de camion
ORD-2026-01194,2,570.28,Faltaban items
ORD-2026-01197,5,0.0,Ninguno
ORD-2026-01199,4,0.0,Ninguno
ORD-2026-01200,4,0.0,Ninguno
ORD-2026-01201,4,0.0,Ninguno
ORD-2026-01202,1,802.48,Retraso de camion
ORD-2026-01203,4,0.0,Ninguno
ORD-2026-01207,1,2664.85,Retraso de camion
ORD-2026-01209,1,1726.89,Retraso de camion
ORD-2026-01212,5,0.0,Ninguno
ORD-2026-01214,2,831.95,Retraso de camion
ORD-2026-01217,3,0.0,Retraso de camion
ORD-2026-01218,3,0.0,Retraso de camion
ORD-2026-01219,4,0.0,Retraso de camion
ORD-2026-01220,3,0.0,Ninguno
ORD-2026-01221,5,0.0,Ninguno
ORD-2026-01227,5,0.0,Ninguno
ORD-2026-01228,5,0.0,Ninguno
ORD-2026-01230,4,0.0,Ninguno
ORD-2026-01235,3,0.0,Retraso de camion
ORD-2026-01239,3,0.0,Retraso de camion
ORD-2026-01240,3,0.0,Retraso de camion
ORD-2026-01241,5,0.0,Ninguno
