viaje_id,camion_id,producto_id,categoria_logistica,tipo_camion,centro_distribucion,lecturas,duracion_min,temp_media_c,temp_std_c,temp_min_c,temp_max_c,humedad_media_pct,humedad_std_pct,desvio_actual_medio_c,desvio_actual_max_c,pendiente_abs_media,pendiente_abs_max,capacidad_kg,cantidad_solicitada,entrega_prometida_hrs,eventos_previos_24h_max,alertas_temp_previas_24h_max,fallas_motor_previas_24h_max,eventos_alta_previos_24h_max,lecturas_con_evento_previo_pct,tuvo_desviacion_futura,tasa_lecturas_desviacion_futura,max_desvio_futuro_c,cluster_mejor,cluster_k3
VIA-00017,CAM-03,PROD-059,Seco,Seco,Oruro,24,690.0,20.175416666666667,2.1222772411741584,16.11,25.63,44.73333333333333,5.441520461005015,-3.452083333333333,0.629999999999999,0.08589855072463763,0.2206666666666667,12000,344.0,48.0,0,0,0,0,0.0,1,0.08333333333333333,0.629999999999999,2,2
VIA-00018,CAM-08,PROD-052,Fresco,Refrigerado,Santa Cruz,24,690.0,3.7564583333333332,0.833281203079607,1.46,4.99,79.62916666666666,6.8570800710979904,-1.350625,0.54,0.03133333333333329,0.086,5000,448.0,72.0,0,0,0,0,0.0,1,0.08333333333333333,0.54,1,1
VIA-00019,CAM-21,PROD-017,Seco,Seco,Tarija,24,690.0,19.93162037037037,1.3534583435899472,18.05,22.69,47.6875,6.059797133926829,-3.86662037037037,-2.3099999999999987,0.05536231884057967,0.1546666666666666,12000,355.0,48.0,1,0,0,0,0.6666666666666666,0,0.0,-2.3099999999999987,2,2
VIA-00023,CAM-12,PROD-012,Seco,Seco,La Paz,24,690.0,20.221666666666668,1.3705208995968952,18.09,23.4,48.05625,7.013268674448456,-3.9008333333333334,-1.6000000000000014,0.04746376811594197,0.1386666666666666,8000,207.0,24.0,1,0,0,0,0.2916666666666667,0,0.0,-1.6000000000000014,2,2
VIA-00025,CAM-24,PROD-052,Fresco,Refrigerado,Oruro,23,690.0,4.009130434782609,0.8492077219036056,2.24,5.24,78.42173913043479,7.905921631153742,-1.2856521739130435,-0.2400000000000002,0.02906818181818177,0.088,2000,376.0,72.0,0,0,0,0,0.0,0,0.0,-0.2400000000000002,1,1
VIA-00029,CAM-21,PROD-038,Seco,Seco,Tarija,24,690.0,19.682083333333335,1.46487268824073,16.44,22.42,50.57916666666667,6.133016788460328,-3.800416666666667,-1.4400000000000013,0.064695652173913,0.1590000000000001,12000,243.0,72.0,0,0,0,0,0.0,0,0.0,-1.4400000000000013,2,2
VIA-00030,CAM-16,PROD-012,Seco,Seco,Oruro,24,690.0,19.60875,1.894310273699501,16.31,23.57,44.21666666666667,6.519180174295502,-3.44875,-1.3099999999999987,0.08155072463768112,0.213,5000,262.0,48.0,2,1,0,0,0.7916666666666666,0,0.0,-1.3099999999999987,2,2
VIA-00033,CAM-19,PROD-035,Congelado,Refrigerado,Tarija,24,690.0,-18.089583333333334,0.7305476157243821,-19.83,-16.8,69.89583333333333,4.733550847216959,-1.42375,-0.1700000000000017,0.031246376811594135,0.0606666666666665,2000,10.0,48.0,0,0,0,0,0.0,0,0.0,-0.1700000000000017,1,1
VIA-00037,CAM-01,PROD-001,Fresco,Refrigerado,Cochabamba,24,690.0,3.9025,0.7515505710659566,2.36,5.46,76.41666666666667,7.395337348137243,-1.4116666666666668,-0.3599999999999999,0.02576811594202894,0.0826666666666666,5000,495.0,48.0,0,0,0,0,0.0,0,0.0,-0.3599999999999999,1,1
VIA-00039,CAM-30,PROD-039,Seco,Seco,Cochabamba,24,690.0,19.267500000000002,1.8239332796721632,15.73,22.61,47.62916666666666,6.673925848545523,-3.47,-0.7300000000000004,0.07011594202898545,0.1579999999999999,8000,140.0,48.0,2,0,0,0,1.0,0,0.0,-0.7300000000000004,2,2
VIA-00040,CAM-20,PROD-060,Congelado,Refrigerado,Oruro,24,690.0,-17.791666666666668,0.8730290431279635,-18.92,-15.04,72.68333333333334,7.728246702936526,-1.333333333333333,0.9600000000000009,0.03691304347826083,0.12,12000,166.0,24.0,1,0,0,0,0.5,1,0.08333333333333333,0.9600000000000009,1,1
VIA-00041,CAM-24,PROD-026,Fresco,Refrigerado,Oruro,24,690.0,3.810833333333333,0.7109143938353751,2.44,5.01,76.75833333333334,6.936664821121149,-1.4116666666666668,-0.4399999999999999,0.024144927536231826,0.0629999999999999,2000,268.0,72.0,0,0,0,0,0.0,0,0.0,-0.4399999999999999,1,1
VIA-00042,CAM-26,PROD-058,Congelado,Refrigerado,Tarija,24,690.0,-17.832916666666666,0.9240952292667803,-19.64,-16.34,70.3625,6.4383236070863346,-1.2545833333333334,-0.3399999999999998,0.0375507246376811,0.1036666666666666,8000,140.0,24.0,0,0,0,0,0.0,0,0.0,-0.3399999999999998,1,1
VIA-00043,CAM-19,PROD-034,Fresco,Refrigerado,Tarija,24,690.0,3.6666666666666665,0.93125285720795,2.04,5.43,77.83333333333333,4.943829414063792,-1.21,-0.04,0.03701449275362314,0.1129999999999999,2000,400.0,48.0,0,0,0,0,0.0,0,0.0,-0.3500000000000001,1,1
VIA-00045,CAM-22,PROD-039,Seco,Refrigerado,Cochabamba,24,690.0,19.793958333333332,1.688417691963761,16.17,22.36,50.17083333333333,6.59713239196406,-3.5810416666666662,-1.1700000000000017,0.06962318840579707,0.1869999999999999,8000,266.0,24.0,0,0,0,0,0.0,0,0.0,-1.1700000000000017,2,2
VIA-00046,CAM-09,PROD-033,Seco,Seco,Santa Cruz,23,690.0,19.869565217391305,1.8656499678051992,16.31,23.24,47.626086956521746,8.797324871867911,-3.54,-1.3099999999999987,0.0782954545454545,0.1616666666666667,8000,156.0,24.0,0,0,0,0,0.0,0,0.0,-1.7600000000000016,2,2
VIA-00048,CAM-03,PROD-051,Congelado,Seco,Oruro,24,690.0,-18.209629629629628,0.8708513283806952,-19.79,-15.94,69.08749999999999,6.8979715039687735,-1.3112037037037034,0.0600000000000005,0.029710144927536184,0.0786666666666666,12000,217.0,48.0,0,0,0,0,0.0,1,0.08333333333333333,0.0600000000000005,1,1
VIA-00049,CAM-08,PROD-016,Seco,Refrigerado,Santa Cruz,24,690.0,19.674375,1.7604133114623715,17.46,24.12,48.39166666666667,7.255997019956883,-3.6002083333333332,-0.879999999999999,0.06043478260869561,0.1876666666666667,5000,107.0,24.0,0,0,0,0,0.0,0,0.0,-0.879999999999999,2,2
VIA-00051,CAM-28,PROD-025,Congelado,Refrigerado,La Paz,23,690.0,-16.04304347826087,3.5914335385274883,-19.56,-8.17,68.70869565217392,6.55611533008258,0.34130434782608676,7.83,0.050189393939393874,0.2493333333333333,2000,194.0,24.0,0,0,0,0,0.0,1,0.21739130434782608,7.83,0,0
VIA-00053,CAM-19,PROD-011,Congelado,Refrigerado,Tarija,24,690.0,-18.22791666666667,0.6390344562164731,-19.46,-16.86,69.1875,7.310225863399367,-1.4437499999999999,-0.5399999999999991,0.02285507246376806,0.0519999999999999,2000,73.0,48.0,0,0,0,0,0.0,0,0.0,-0.5399999999999991,1,1
VIA-00054,CAM-10,PROD-041,Congelado,Refrigerado,La Paz,23,690.0,-16.315217391304348,3.191262032438545,-19.93,-9.75,70.40869565217392,7.945491176731975,0.16565217391304327,6.25,0.0510075757575757,0.2596666666666666,12000,386.0,24.0,0,0,0,0,0.0,1,0.21739130434782608,6.25,0,0
VIA-00055,CAM-20,PROD-025,Congelado,Refrigerado,Oruro,24,690.0,-18.00916666666667,0.9323785229963891,-20.39,-16.18,66.6875,8.254027343745861,-1.2874999999999999,0.3900000000000005,0.03855072463768111,0.1403333333333333,12000,112.0,72.0,0,0,0,0,0.0,1,0.08333333333333333,0.3900000000000005,1,1
VIA-00056,CAM-11,PROD-006,Seco,Refrigerado,Cochabamba,23,690.0,19.918695652173913,1.9182219616277851,16.97,24.21,49.50869565217391,7.11776989100827,-3.5195652173913037,-0.7899999999999991,0.06633333333333331,0.1836666666666667,2000,191.0,24.0,0,0,0,0,0.0,0,0.0,-0.7899999999999991,2,2
VIA-00060,CAM-27,PROD-006,Seco,Refrigerado,Cochabamba,24,690.0,20.29375,1.9540099516902034,15.02,23.61,47.975,6.539262689458126,-3.4687499999999996,-0.0199999999999995,0.06985507246376808,0.258,5000,372.0,24.0,1,1,0,0,1.0,0,0.0,-1.3900000000000006,2,2
VIA-00065,CAM-08,PROD-019,Seco,Refrigerado,Santa Cruz,24,690.0,19.77,1.8130205399445616,15.41,23.32,47.36666666666667,6.007217880738692,-3.641666666666666,-0.4100000000000001,0.07627536231884054,0.181,5000,330.0,72.0,0,0,0,0,0.0,0,0.0,-0.4100000000000001,2,2
VIA-00066,CAM-23,PROD-046,Seco,Seco,Santa Cruz,24,690.0,20.031666666666666,1.907770532793999,16.2,24.23,47.93333333333334,7.071108803444121,-3.6050000000000004,-0.7699999999999996,0.07882608695652167,0.2453333333333333,5000,221.0,24.0,0,0,0,0,0.0,0,0.0,-0.7699999999999996,2,2
VIA-00067,CAM-20,PROD-014,Seco,Refrigerado,Oruro,24,690.0,19.807083333333335,1.2533692997075025,16.35,21.67,49.979166666666664,6.240469545228752,-4.070416666666667,-1.3500000000000014,0.05102898550724633,0.1773333333333333,12000,389.0,48.0,1,0,0,0,1.0,0,0.0,-1.3500000000000014,2,2
VIA-00068,CAM-10,PROD-042,Seco,Refrigerado,La Paz,24,690.0,19.935,1.5317196928261068,17.26,23.54,46.76666666666667,7.707572034477954,-3.7925000000000004,-1.4600000000000009,0.04185507246376805,0.0893333333333333,12000,110.0,48.0,0,0,0,0,0.0,0,0.0,-1.4600000000000009,2,2
VIA-00069,CAM-19,PROD-027,Fresco,Refrigerado,Tarija,24,690.0,3.7883333333333336,0.7571322707178177,2.6,5.6,79.58333333333333,6.0461749796096695,-1.3708333333333333,-0.4000000000000003,0.028623188405797053,0.0909999999999999,2000,349.0,24.0,0,0,0,0,0.0,0,0.0,-0.4000000000000003,1,1
VIA-00071,CAM-10,PROD-026,Fresco,Refrigerado,La Paz,24,690.0,5.092083333333333,2.883622388543643,2.4,10.98,78.71249999999999,5.30752644426024,-0.10708333333333324,4.98,0.04414492753623184,0.2656666666666666,12000,243.0,48.0,0,0,0,0,0.0,1,0.25,4.98,0,0
VIA-00072,CAM-21,PROD-046,Seco,Seco,Tarija,24,690.0,20.333333333333332,2.110264081283105,15.55,24.07,47.24583333333334,6.133583899261129,-3.323333333333333,-0.5500000000000007,0.06515942028985501,0.1633333333333332,12000,164.0,48.0,0,0,0,0,0.0,0,0.0,-0.5500000000000007,2,2
VIA-00073,CAM-13,PROD-018,Seco,Seco,Cochabamba,24,690.0,20.372291666666666,1.629751901075121,17.68,23.83,47.90833333333333,8.00314702594177,-3.601875,-1.1700000000000017,0.056623188405797054,0.1739999999999999,12000,96.0,48.0,0,0,0,0,0.0,0,0.0,-1.1700000000000017,2,2
VIA-00074,CAM-15,PROD-032,Seco,Refrigerado,La Paz,24,690.0,19.69125,2.180738431975658,16.09,25.23,45.887499999999996,5.684709659520307,-3.2262500000000003,0.2300000000000004,0.08237681159420288,0.2243333333333333,2000,431.0,24.0,0,0,0,0,0.0,0,0.0,-1.09,2,2
VIA-00075,CAM-08,PROD-057,Seco,Refrigerado,Santa Cruz,24,690.0,19.802083333333332,1.7521514208107913,17.15,23.34,51.637499999999996,4.6714500588333285,-3.5812500000000003,-1.66,0.08220289855072459,0.1823333333333333,5000,252.0,24.0,0,0,0,0,0.0,0,0.0,-1.66,2,2
VIA-00076,CAM-01,PROD-024,Seco,Refrigerado,Cochabamba,24,690.0,20.705833333333334,3.460722363230301,16.87,28.6,47.199999999999996,6.484697706742087,-2.720833333333333,3.6000000000000014,0.08360869565217385,0.2653333333333333,5000,108.0,48.0,0,0,0,0,0.0,1,0.25,3.6000000000000014,2,2
VIA-00077,CAM-24,PROD-022,Fresco,Refrigerado,Oruro,24,690.0,4.0975,0.7300342457720735,2.68,5.53,78.02083333333333,5.742062889927633,-1.4483333333333333,-0.4699999999999997,0.024492753623188365,0.0876666666666666,2000,226.0,48.0,0,0,0,0,0.0,0,0.0,-0.4699999999999997,1,1
VIA-00078,CAM-10,PROD-036,Fresco,Refrigerado,La Paz,24,690.0,3.935416666666667,0.9155325329230959,2.25,5.31,79.10000000000001,7.562263291300858,-1.2470833333333333,-0.25,0.03617391304347821,0.0846666666666666,12000,189.0,24.0,1,1,0,0,0.4166666666666667,0,0.0,-0.25,1,1
VIA-00079,CAM-30,PROD-016,Seco,Seco,Cochabamba,24,690.0,19.603333333333335,2.209840967456544,14.97,23.91,48.63333333333333,5.184816181947022,-3.114166666666667,0.0299999999999993,0.07788405797101444,0.2029999999999999,8000,177.0,24.0,0,0,0,0,0.0,1,0.08333333333333333,0.0299999999999993,2,2
VIA-00080,CAM-13,PROD-005,Seco,Seco,Cochabamba,24,690.0,20.223333333333333,1.134290303561493,17.81,22.12,47.92083333333333,6.768467758444407,-4.0625,-2.8099999999999987,0.049115942028985476,0.1173333333333333,12000,248.0,24.0,0,0,0,0,0.0,0,0.0,-2.8099999999999987,2,2
VIA-00081,CAM-19,PROD-007,Seco,Refrigerado,Tarija,24,690.0,20.025833333333335,1.9494679690415124,16.3,23.58,48.112500000000004,6.478950028998592,-3.571666666666667,-1.3000000000000007,0.08740579710144925,0.2153333333333332,2000,400.0,48.0,0,0,0,0,0.0,0,0.0,-1.3000000000000007,2,2
VIA-00082,CAM-18,PROD-033,Seco,Seco,Santa Cruz,24,690.0,19.723541666666666,1.7594641471609842,15.66,23.09,50.02916666666667,6.5564093544552575,-3.622291666666666,-0.6600000000000001,0.06833333333333329,0.1959999999999999,2000,450.0,48.0,0,0,0,0,0.0,0,0.0,-0.6600000000000001,2,2
VIA-00083,CAM-29,PROD-038,Seco,Seco,Santa Cruz,24,690.0,19.725833333333334,1.3532566730625815,17.3,23.02,45.94583333333333,6.817048906755874,-3.9675,-1.9800000000000004,0.05534782608695648,0.1223333333333333,5000,334.0,72.0,0,0,0,0,0.0,0,0.0,-1.9800000000000004,2,2
VIA-00084,CAM-05,PROD-039,Seco,Seco,Cochabamba,24,690.0,19.858333333333334,1.8555994382846535,15.75,23.72,49.97083333333333,6.050402729439239,-3.608333333333333,-0.75,0.07891304347826082,0.2026666666666666,8000,223.0,48.0,0,0,0,0,0.0,0,0.0,-0.75,2,2
VIA-00085,CAM-19,PROD-056,Fresco,Refrigerado,Tarija,24,690.0,4.103750000000001,0.7078738066117128,2.66,5.61,77.22500000000001,6.306673484078798,-1.44125,-0.3899999999999997,0.030405797101449233,0.0643333333333333,2000,166.0,24.0,0,0,0,0,0.0,0,0.0,-0.3899999999999997,1,1
VIA-00086,CAM-20,PROD-054,Congelado,Refrigerado,Oruro,24,690.0,-16.334166666666665,3.2431317616138275,-19.33,-8.53,70.22916666666667,6.197859319549574,0.09583333333333337,7.470000000000001,0.05331884057971009,0.2939999999999999,12000,198.0,24.0,1,0,0,0,1.0,1,0.25,7.470000000000001,0,0
VIA-00088,CAM-18,PROD-014,Seco,Seco,Santa Cruz,24,690.0,20.654166666666665,2.065955756642867,17.18,24.5,47.050000000000004,7.89727525933718,-3.2325,-0.5,0.08781159420289851,0.188,2000,267.0,48.0,0,0,0,0,0.0,0,0.0,-0.5,2,2
VIA-00091,CAM-26,PROD-053,Fresco,Refrigerado,Tarija,23,660.0,4.046956521739131,0.8679832150796919,2.32,5.17,77.17391304347827,7.12398110043588,-1.28,-0.3199999999999998,0.034272727272727226,0.0913333333333333,8000,122.0,24.0,0,0,0,0,0.0,0,0.0,-0.3199999999999998,1,1
VIA-00092,CAM-28,PROD-060,Congelado,Refrigerado,La Paz,24,690.0,-17.955000000000002,0.7356511460574587,-20.11,-16.21,71.04166666666667,6.277628787082413,-1.485,0.1099999999999994,0.025898550724637644,0.1299999999999999,2000,230.0,24.0,0,0,0,0,0.0,1,0.08333333333333333,0.1099999999999994,1,1
VIA-00096,CAM-24,PROD-041,Congelado,Refrigerado,Oruro,24,690.0,-18.02875,0.6219556289220518,-18.89,-17.0,68.89999999999999,6.951946865259495,-1.4745833333333336,-1.0,0.01823188405797096,0.0589999999999999,2000,379.0,48.0,1,0,1,1,0.7083333333333334,0,0.0,-1.0,1,1
VIA-00097,CAM-20,PROD-054,Congelado,Refrigerado,Oruro,24,690.0,-17.903333333333332,0.7831189962699413,-19.61,-16.61,69.60416666666667,6.9823678036127195,-1.3666666666666665,-0.3900000000000005,0.03250724637681154,0.0949999999999999,12000,159.0,48.0,0,0,0,0,0.0,0,0.0,-0.3900000000000005,1,1
VIA-00099,CAM-25,PROD-050,Seco,Refrigerado,Cochabamba,24,690.0,19.759583333333335,1.48894032691087,17.23,22.91,48.487500000000004,6.376608918880616,-3.78125,-2.09,0.06646376811594198,0.1683333333333333,2000,242.0,24.0,0,0,0,0,0.0,0,0.0,-2.09,2,2
VIA-00100,CAM-26,PROD-044,Fresco,Refrigerado,Tarija,24,690.0,3.973333333333333,0.8122200744104778,2.43,6.01,81.95,5.741761583952828,-1.3783333333333332,0.0099999999999997,0.03215942028985502,0.1096666666666666,8000,336.0,24.0,0,0,0,0,0.0,1,0.08333333333333333,0.0099999999999997,1,1
VIA-00102,CAM-07,PROD-002,Seco,Seco,La Paz,24,690.0,20.114166666666666,1.679777202272778,16.32,23.76,48.82916666666667,8.537715770609264,-3.7075,-1.2399999999999984,0.06333333333333328,0.248,12000,191.0,48.0,0,0,0,0,0.0,0,0.0,-1.2399999999999984,2,2
VIA-00103,CAM-28,PROD-008,Congelado,Refrigerado,La Paz,24,690.0,-16.41,3.3072857648583645,-19.25,-9.38,70.71249999999999,8.884344437658667,0.06916666666666678,6.619999999999999,0.05320289855072459,0.2726666666666666,2000,357.0,24.0,1,0,1,1,0.375,1,0.25,6.619999999999999,0,0
VIA-00105,CAM-01,PROD-034,Fresco,Refrigerado,Cochabamba,24,690.0,3.827083333333333,1.0238099312676736,2.17,6.29,78.10000000000001,7.533403872954344,-1.1979166666666667,0.29,0.03286956521739124,0.0916666666666666,5000,311.0,24.0,0,0,0,0,0.0,1,0.08333333333333333,0.29,1,1
VIA-00107,CAM-08,PROD-025,Congelado,Refrigerado,Santa Cruz,24,690.0,-17.995416666666667,0.8332909047169891,-19.41,-16.24,73.44166666666666,7.519188015058348,-1.3029166666666663,-0.2399999999999984,0.03343478260869562,0.1056666666666667,5000,178.0,72.0,0,0,0,0,0.0,0,0.0,-0.2399999999999984,1,1
VIA-00109,CAM-18,PROD-005,Seco,Seco,Santa Cruz,24,690.0,20.16175925925926,1.4128457867132769,18.03,23.21,48.62708333333333,6.819074576488378,-3.790740740740741,-1.7899999999999991,0.05239774557165854,0.114,2000,305.0,72.0,0,0,0,0,0.0,0,0.0,-1.7899999999999991,2,2
VIA-00110,CAM-28,PROD-015,Fresco,Refrigerado,La Paz,24,690.0,4.095416666666667,0.7623589201868144,2.95,5.72,76.54166666666667,6.951441306080635,-1.36125,-0.2800000000000002,0.026449275362318794,0.0823333333333333,2000,373.0,48.0,0,0,0,0,0.0,0,0.0,-0.2800000000000002,1,1
VIA-00111,CAM-10,PROD-008,Congelado,Refrigerado,La Paz,24,690.0,-17.91875,0.853959129965934,-19.22,-16.49,68.60833333333333,8.416697517521303,-1.2554166666666666,-0.4899999999999984,0.026985507246376755,0.0686666666666666,12000,30.0,48.0,0,0,0,0,0.0,0,0.0,-0.5,1,1
VIA-00112,CAM-25,PROD-056,Fresco,Refrigerado,Cochabamba,24,690.0,5.3308333333333335,2.7719666800599025,2.25,12.1,77.11666666666666,7.6263083933279905,-0.2016666666666667,6.1,0.04905797101449271,0.2723333333333333,2000,253.0,24.0,0,0,0,0,0.0,1,0.25,6.1,0,0
VIA-00115,CAM-10,PROD-003,Seco,Refrigerado,La Paz,24,690.0,20.365,1.9725110899561502,16.15,24.33,47.550000000000004,7.656937746395351,-3.44,-0.6700000000000017,0.07799999999999996,0.1823333333333334,12000,182.0,24.0,0,0,0,0,0.0,0,0.0,-0.6700000000000017,2,2
VIA-00117,CAM-26,PROD-036,Fresco,Refrigerado,Tarija,24,690.0,4.218333333333333,0.776349689624276,2.4,5.77,78.77708333333334,7.432770844546214,-1.36,-0.2300000000000004,0.026840579710144873,0.0493333333333333,8000,318.0,48.0,0,0,0,0,0.0,0,0.0,-0.2300000000000004,1,1
VIA-00118,CAM-23,PROD-014,Seco,Seco,Santa Cruz,24,690.0,19.92657407407407,1.5984613816705346,16.87,23.78,47.45416666666667,7.3785811742453244,-3.6799074074074074,-1.2199999999999989,0.06944122383252815,0.1869999999999999,5000,37.0,24.0,0,0,0,0,0.0,0,0.0,-1.2199999999999989,2,2
VIA-00121,CAM-27,PROD-015,Fresco,Refrigerado,Cochabamba,24,690.0,4.1325,0.8884683938984673,2.57,5.79,77.82083333333334,5.966499167756631,-1.2941666666666667,-0.2099999999999999,0.034478260869565173,0.09,5000,201.0,48.0,0,0,0,0,0.0,0,0.0,-0.2099999999999999,1,1
VIA-00123,CAM-10,PROD-054,Congelado,Refrigerado,La Paz,24,690.0,-18.18166666666667,0.7270348754667323,-19.53,-17.0,68.67916666666666,8.605154126233408,-1.3933333333333338,-0.4699999999999988,0.02355072463768112,0.0663333333333332,12000,255.0,24.0,0,0,0,0,0.0,0,0.0,-0.4699999999999988,1,1
VIA-00124,CAM-18,PROD-029,Seco,Seco,Santa Cruz,23,690.0,20.08608695652174,1.9602289734769496,16.12,23.12,48.839130434782604,6.161075697874576,-3.4400000000000004,-1.120000000000001,0.07978030303030298,0.1766666666666667,2000,253.0,24.0,1,1,0,0,0.6086956521739131,0,0.0,-1.120000000000001,2,2
VIA-00126,CAM-20,PROD-036,Fresco,Refrigerado,Oruro,24,690.0,5.1137500000000005,2.7556153143843507,2.06,11.15,73.02291666666666,7.876767974993557,-0.21958333333333335,5.15,0.05476811594202894,0.2236666666666666,12000,148.0,72.0,1,0,1,0,1.0,1,0.25,5.15,0,0
VIA-00127,CAM-04,PROD-003,Seco,Seco,La Paz,24,690.0,19.995833333333334,1.568150161029304,17.27,22.03,48.99583333333334,6.1370208865799745,-3.689166666666667,-2.27,0.06452173913043473,0.1566666666666666,2000,303.0,72.0,0,0,0,0,0.0,0,0.0,-2.27,2,2
VIA-00128,CAM-06,PROD-019,Seco,Seco,Cochabamba,24,690.0,21.012083333333333,1.7692665617895649,16.41,24.4,47.77916666666667,5.795648980178947,-3.407083333333334,-0.6000000000000014,0.06153623188405792,0.1449999999999999,5000,27.0,72.0,0,0,0,0,0.0,0,0.0,-0.6000000000000014,2,2
VIA-00130,CAM-10,PROD-010,Seco,Refrigerado,La Paz,24,690.0,19.722916666666666,1.421950525546318,16.98,21.94,46.791666666666664,7.219413240439411,-3.8229166666666665,-1.9800000000000004,0.05189855072463762,0.106,12000,161.0,24.0,0,0,0,0,0.0,0,0.0,-1.9800000000000004,2,2
VIA-00131,CAM-02,PROD-058,Congelado,Refrigerado,Cochabamba,24,690.0,-17.909583333333334,0.7193081166417261,-19.54,-16.62,71.35000000000001,6.267792066693372,-1.4345833333333333,-0.4600000000000008,0.022753623188405757,0.0699999999999999,5000,401.0,48.0,1,1,0,0,1.0,0,0.0,-0.4600000000000008,1,1
VIA-00134,CAM-04,PROD-030,Seco,Seco,La Paz,24,690.0,20.552916666666665,1.8531183569668546,16.86,23.74,48.03541666666666,6.683504664579003,-3.497916666666667,-1.2600000000000016,0.0661884057971014,0.1539999999999999,2000,379.0,48.0,0,0,0,0,0.0,0,0.0,-1.2600000000000016,2,2
