fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico
5463,fecha_ingreso,FECHA_INVALIDA,13/06/2026,GIAD-M3-S4-INV-diagnostico-v1
5468,fecha_vencimiento,FALTANTE,,GIAD-M3-S4-INV-diagnostico-v1
5769,fecha_salida,FECHA_INVALIDA,2026-02-31,GIAD-M3-S4-INV-diagnostico-v1
5909,cantidad_ingreso,NO_NUMERICA,cien,GIAD-M3-S4-INV-diagnostico-v1
6001,movimiento_id,DUPLICADO,MOV-004748,GIAD-M3-S4-INV-diagnostico-v1
6002,movimiento_id,DUPLICADO,MOV-001735,GIAD-M3-S4-INV-diagnostico-v1
6003,movimiento_id,DUPLICADO,MOV-003073,GIAD-M3-S4-INV-diagnostico-v1
6004,movimiento_id,DUPLICADO,MOV-003016,GIAD-M3-S4-INV-diagnostico-v1
6005,movimiento_id,DUPLICADO,MOV-003990,GIAD-M3-S4-INV-diagnostico-v1
6006,movimiento_id,DUPLICADO,MOV-001055,GIAD-M3-S4-INV-diagnostico-v1
6007,movimiento_id,DUPLICADO,MOV-004746,GIAD-M3-S4-INV-diagnostico-v1
6008,movimiento_id,DUPLICADO,MOV-004614,GIAD-M3-S4-INV-diagnostico-v1
6009,movimiento_id,DUPLICADO,MOV-000978,GIAD-M3-S4-INV-diagnostico-v1
6010,movimiento_id,DUPLICADO,MOV-005017,GIAD-M3-S4-INV-diagnostico-v1
6011,movimiento_id,DUPLICADO,MOV-000102,GIAD-M3-S4-INV-diagnostico-v1
6012,movimiento_id,DUPLICADO,MOV-004597,GIAD-M3-S4-INV-diagnostico-v1
6013,movimiento_id,DUPLICADO,MOV-004997,GIAD-M3-S4-INV-diagnostico-v1
6014,movimiento_id,DUPLICADO,MOV-003224,GIAD-M3-S4-INV-diagnostico-v1
6015,movimiento_id,DUPLICADO,MOV-004399,GIAD-M3-S4-INV-diagnostico-v1
6016,movimiento_id,DUPLICADO,MOV-005441,GIAD-M3-S4-INV-diagnostico-v1
6017,movimiento_id,DUPLICADO,MOV-005588,GIAD-M3-S4-INV-diagnostico-v1
6018,movimiento_id,DUPLICADO,MOV-003592,GIAD-M3-S4-INV-diagnostico-v1
6019,movimiento_id,DUPLICADO,MOV-003014,GIAD-M3-S4-INV-diagnostico-v1
6020,movimiento_id,DUPLICADO,MOV-004061,GIAD-M3-S4-INV-diagnostico-v1
6021,movimiento_id,DUPLICADO,MOV-000734,GIAD-M3-S4-INV-diagnostico-v1
6022,movimiento_id,DUPLICADO,MOV-002648,GIAD-M3-S4-INV-diagnostico-v1
6023,movimiento_id,DUPLICADO,MOV-002305,GIAD-M3-S4-INV-diagnostico-v1
6024,movimiento_id,DUPLICADO,MOV-001648,GIAD-M3-S4-INV-diagnostico-v1
6025,movimiento_id,DUPLICADO,MOV-001094,GIAD-M3-S4-INV-diagnostico-v1
6026,movimiento_id,DUPLICADO,MOV-005267,GIAD-M3-S4-INV-diagnostico-v1
6027,movimiento_id,DUPLICADO,MOV-004534,GIAD-M3-S4-INV-diagnostico-v1
6028,movimiento_id,DUPLICADO,MOV-000190,GIAD-M3-S4-INV-diagnostico-v1
6029,movimiento_id,DUPLICADO,MOV-000904,GIAD-M3-S4-INV-diagnostico-v1
6030,movimiento_id,DUPLICADO,MOV-002656,GIAD-M3-S4-INV-diagnostico-v1
6031,movimiento_id,DUPLICADO,MOV-002654,GIAD-M3-S4-INV-diagnostico-v1
6032,movimiento_id,DUPLICADO,MOV-003560,GIAD-M3-S4-INV-diagnostico-v1
6033,movimiento_id,DUPLICADO,MOV-005749,GIAD-M3-S4-INV-diagnostico-v1
6034,movimiento_id,DUPLICADO,MOV-004374,GIAD-M3-S4-INV-diagnostico-v1
6035,movimiento_id,DUPLICADO,MOV-004588,GIAD-M3-S4-INV-diagnostico-v1
6036,movimiento_id,DUPLICADO,MOV-004400,GIAD-M3-S4-INV-diagnostico-v1
6037,movimiento_id,DUPLICADO,MOV-000486,GIAD-M3-S4-INV-diagnostico-v1
6038,movimiento_id,DUPLICADO,MOV-005819,GIAD-M3-S4-INV-diagnostico-v1
6039,movimiento_id,DUPLICADO,MOV-003665,GIAD-M3-S4-INV-diagnostico-v1
6040,movimiento_id,DUPLICADO,MOV-004092,GIAD-M3-S4-INV-diagnostico-v1
