timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,_fila_bronze,timestamp_original,temp_unit_original,temperatura_cabina_c_original,motivos_transformacion,conteo_transformaciones,banderas_informativas,calidad_estado
2026-08-12 01:41:00+00:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,5.29,C,76.7,0,1,17,2026-08-11 21:41:00,C,5.29,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-12 02:11:00+00:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,8.93,C,80.2,1,1,18,2026-08-11 22:11:00,C,8.93,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-12 02:41:00+00:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.42,C,75.2,1,1,19,2026-08-11 22:41:00,C,9.42,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-12 03:11:00+00:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.9,C,87.9,1,1,20,2026-08-11 23:11:00,C,9.9,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-12 03:41:00+00:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.28,C,87.0,1,1,21,2026-08-11 23:41:00,C,9.28,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-12 04:11:00+00:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.39,C,79.3,1,0,22,2026-08-12 00:11:00,C,9.39,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-12 04:41:00+00:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,3.39,C,82.1,0,0,23,2026-08-12 00:41:00,C,3.39,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-12 05:11:00+00:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,4.33,C,85.4,0,0,24,2026-08-12 01:11:00,C,4.33,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-12 05:41:00+00:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,5.13,C,85.7,0,0,25,2026-08-12 01:41:00,C,5.13,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 03:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.62,C,52.0,0,0,26,2026-08-12 23:30:00,C,19.62,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 04:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.82,C,43.4,0,0,27,2026-08-13 00:00:00,C,19.82,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 04:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,24.32,C,51.9,0,0,28,2026-08-13 00:30:00,C,24.32,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 05:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.16,C,55.7,0,0,29,2026-08-13 01:00:00,C,19.16,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 05:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.5,C,47.1,0,0,30,2026-08-13 01:30:00,C,19.5,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 06:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.05,C,53.7,0,0,31,2026-08-13 02:00:00,C,18.05,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 06:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.97,C,57.2,0,0,32,2026-08-13 02:30:00,C,18.97,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 07:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.59,C,46.7,0,0,33,2026-08-13 03:00:00,C,18.59,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 07:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.49,C,58.9,0,0,34,2026-08-13 03:30:00,C,19.49,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 08:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.43,C,50.5,0,0,36,2026-08-13 04:30:00,C,19.43,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 09:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.12,C,61.2,0,0,37,2026-08-13 05:00:00,C,17.12,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 09:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,21.61,C,41.0,0,0,38,2026-08-13 05:30:00,C,21.61,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 10:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.43,C,48.0,0,0,39,2026-08-13 06:00:00,C,18.43,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 10:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,21.02,C,51.9,0,0,40,2026-08-13 06:30:00,C,21.02,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 11:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.71,C,41.7,0,0,41,2026-08-13 07:00:00,C,19.71,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 11:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.28,C,64.6,0,0,42,2026-08-13 07:30:00,C,18.28,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 12:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.56,C,55.9,0,0,43,2026-08-13 08:00:00,C,19.56,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 12:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.83,C,45.8,0,0,44,2026-08-13 08:30:00,C,18.83,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 13:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.76,C,40.1,0,0,45,2026-08-13 09:00:00,C,17.76,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 13:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.53,C,41.9,0,0,46,2026-08-13 09:30:00,C,17.53,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 14:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.94,C,36.5,0,0,47,2026-08-13 10:00:00,C,19.94,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 14:30:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.21,C,43.6,0,0,48,2026-08-13 10:30:00,C,19.21,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-13 15:00:00+00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.57,C,61.6,0,0,49,2026-08-13 11:00:00,C,17.57,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 17:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.59,C,42.4,0,0,50,2026-08-02 13:15:00,C,22.59,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 17:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.51,C,47.1,0,0,51,2026-08-02 13:45:00,C,18.51,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 18:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.84,C,53.5,0,0,52,2026-08-02 14:15:00,C,18.84,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 18:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.31,C,55.5,0,0,53,2026-08-02 14:45:00,C,18.31,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 19:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.12,C,46.9,0,0,54,2026-08-02 15:15:00,C,21.12,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 19:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.47,C,32.1,0,0,55,2026-08-02 15:45:00,C,21.47,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 20:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.45,C,61.0,0,0,56,2026-08-02 16:15:00,C,20.45,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 20:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.81,C,46.0,0,0,57,2026-08-02 16:45:00,C,19.81,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 21:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.64,C,57.0,0,0,58,2026-08-02 17:15:00,C,22.64,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 21:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.35,C,41.1,0,0,59,2026-08-02 17:45:00,C,20.35,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 22:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.26,C,57.6,0,0,60,2026-08-02 18:15:00,C,21.26,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 22:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.0,C,50.0,0,0,61,2026-08-02 18:45:00,C,22.0,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 23:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.06,C,44.4,0,0,62,2026-08-02 19:15:00,C,19.06,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 23:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.59,C,43.0,0,0,63,2026-08-02 19:45:00,C,20.59,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 00:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.52,C,36.2,0,0,64,2026-08-02 20:15:00,C,17.52,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 00:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.16,C,47.9,0,0,65,2026-08-02 20:45:00,C,21.16,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 01:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.83,C,49.9,0,0,66,2026-08-02 21:15:00,C,18.83,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 01:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.87,C,44.7,0,0,67,2026-08-02 21:45:00,C,19.87,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 02:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.97,C,42.1,0,0,68,2026-08-02 22:15:00,C,17.97,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 02:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,16.67,C,48.3,0,0,69,2026-08-02 22:45:00,C,16.67,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 03:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.87,C,44.4,0,0,70,2026-08-02 23:15:00,C,20.87,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 03:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.59,C,53.6,0,0,71,2026-08-02 23:45:00,C,18.59,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 04:15:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.81,C,52.7,0,0,72,2026-08-03 00:15:00,C,21.81,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 04:45:00+00:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.67,C,58.9,0,0,73,2026-08-03 00:45:00,C,19.67,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 23:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.85,C,39.7,0,0,74,2026-08-02 19:25:00,C,20.85,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-02 23:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.47,C,52.9,0,0,75,2026-08-02 19:55:00,C,20.47,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 00:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.89,C,54.0,0,0,76,2026-08-02 20:25:00,C,19.89,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 00:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.31,C,57.7,0,0,77,2026-08-02 20:55:00,C,18.31,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 01:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.69,C,53.2,0,0,78,2026-08-02 21:25:00,C,18.69,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 01:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.57,C,34.8,0,0,79,2026-08-02 21:55:00,C,18.57,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 02:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.52,C,46.7,0,0,80,2026-08-02 22:25:00,C,20.52,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 02:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.97,C,54.1,0,0,81,2026-08-02 22:55:00,C,19.97,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 03:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.6,C,48.9,0,0,82,2026-08-02 23:25:00,C,17.6,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 03:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.12,C,48.0,0,0,83,2026-08-02 23:55:00,C,18.12,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 04:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,23.92,C,53.8,0,0,84,2026-08-03 00:25:00,C,23.92,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 04:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.92,C,41.7,0,0,85,2026-08-03 00:55:00,C,19.92,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 05:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.26,C,47.1,0,0,86,2026-08-03 01:25:00,C,18.26,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 05:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.5,C,45.0,0,0,87,2026-08-03 01:55:00,C,17.5,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 06:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.29,C,45.6,0,0,88,2026-08-03 02:25:00,C,19.29,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 06:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.37,C,52.6,0,0,89,2026-08-03 02:55:00,C,20.37,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 07:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.9,C,59.2,0,0,90,2026-08-03 03:25:00,C,22.9,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 07:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.97,C,41.7,0,0,91,2026-08-03 03:55:00,C,22.97,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 08:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.8,C,48.0,0,0,92,2026-08-03 04:25:00,C,19.8,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 08:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.42,C,56.4,0,0,93,2026-08-03 04:55:00,C,20.42,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 09:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,15.99,C,57.3,0,0,94,2026-08-03 05:25:00,C,15.99,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 09:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.63,C,43.0,0,0,95,2026-08-03 05:55:00,C,18.63,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 10:25:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.26,C,38.3,0,0,96,2026-08-03 06:25:00,C,17.26,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-03 10:55:00+00:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.16,C,46.9,0,0,97,2026-08-03 06:55:00,C,18.16,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-06 22:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.54,C,73.4,0,0,98,2026-08-06 18:41:00,C,3.54,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-06 23:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.04,C,63.8,0,0,99,2026-08-06 19:11:00,C,2.04,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-06 23:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.66,C,76.2,0,1,100,2026-08-06 19:41:00,C,3.66,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 00:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.33,C,75.2,0,1,101,2026-08-06 20:11:00,C,3.33,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 00:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,6.91,C,73.3,1,0,102,2026-08-06 20:41:00,C,6.91,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 01:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.7,C,78.5,0,0,103,2026-08-06 21:11:00,C,3.7,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 01:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.74,C,62.5,0,0,104,2026-08-06 21:41:00,C,2.74,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 02:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.84,C,88.4,0,0,105,2026-08-06 22:11:00,C,2.84,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 02:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.76,C,86.3,0,0,106,2026-08-06 22:41:00,C,2.76,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 03:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,5.05,C,82.8,0,0,107,2026-08-06 23:11:00,C,5.05,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 03:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.89,C,77.6,0,0,108,2026-08-06 23:41:00,C,4.89,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 04:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.51,C,86.8,0,0,109,2026-08-07 00:11:00,C,3.51,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 04:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.68,C,82.1,0,0,110,2026-08-07 00:41:00,C,4.68,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 05:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.46,C,79.0,0,0,111,2026-08-07 01:11:00,C,4.46,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 05:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.41,C,73.6,0,0,112,2026-08-07 01:41:00,C,3.41,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 06:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.97,C,90.2,0,0,113,2026-08-07 02:11:00,C,3.97,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 06:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.07,C,92.9,0,0,114,2026-08-07 02:41:00,C,3.07,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 07:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.35,C,72.3,0,0,115,2026-08-07 03:11:00,C,4.35,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 07:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.87,C,72.0,0,0,116,2026-08-07 03:41:00,C,2.87,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 08:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.75,C,90.0,0,0,117,2026-08-07 04:11:00,C,3.75,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 08:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.88,C,65.2,0,0,118,2026-08-07 04:41:00,C,4.88,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 09:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,5.23,C,68.1,0,0,119,2026-08-07 05:11:00,C,5.23,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 09:41:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.46,C,78.8,0,0,120,2026-08-07 05:41:00,C,4.46,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-07 10:11:00+00:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.66,C,83.2,0,0,121,2026-08-07 06:11:00,C,4.66,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-11 14:57:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.44,C,,0,0,122,2026-08-11 10:57:00,C,-18.44,fecha_local_bolivia_convertida_utc,1,IOT-NUL-002,valida
2026-08-11 15:27:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.9,C,69.4,0,0,123,2026-08-11 11:27:00,C,-18.9,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-11 15:57:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.45,C,77.1,0,0,124,2026-08-11 11:57:00,C,-17.45,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-11 16:27:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.48,C,74.6,0,0,125,2026-08-11 12:27:00,C,-18.48,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-11 16:57:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-19.061111111111114,C,72.3,0,0,126,2026-08-11 12:57:00,F,-2.31,fecha_local_bolivia_convertida_utc | temperatura_fahrenheit_convertida_celsius,2,,valida
2026-08-11 17:27:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.81,C,76.3,0,0,127,2026-08-11 13:27:00,C,-17.81,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-11 17:57:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.28,C,65.1,0,0,128,2026-08-11 13:57:00,C,-18.28,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-11 18:27:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.8,C,66.2,0,0,129,2026-08-11 14:27:00,C,-18.8,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-11 18:57:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.7,C,56.3,0,0,130,2026-08-11 14:57:00,C,-17.7,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-11 19:27:00+00:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.54,C,67.3,0,0,131,2026-08-11 15:27:00,C,-18.54,fecha_local_bolivia_convertida_utc,1,,valida
