order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,_fila_bronze,errores_bloqueantes,motivos_transformacion,motivos_imputacion,order_id_original,cliente_id_original,producto_id_original,fecha_despacho_original,centro_distribucion_original,camion_id_original,chofer_id_original,cantidad_solicitada_original,cantidad_entregada_original,tiempo_entrega_prometido_hrs_original,tiempo_entrega_real_hrs_original,otif_on_time_original,otif_in_full_original,otif_original,order_id_tratado,order_id_transformado,cliente_id_tratado,cliente_id_transformado,producto_id_tratado,producto_id_transformado,camion_id_tratado,camion_id_transformado,chofer_id_tratado,chofer_id_transformado,centro_distribucion_tratado,centro_distribucion_transformado,cantidad_solicitada_texto_tratado,cantidad_solicitada_palabra_normalizada,cantidad_solicitada_tratado,cantidad_solicitada_conversion_invalida,cantidad_solicitada_centinela_detectado,cantidad_entregada_tratado,cantidad_entregada_conversion_invalida,cantidad_entregada_centinela_detectado,tiempo_entrega_prometido_hrs_tratado,tiempo_entrega_prometido_hrs_conversion_invalida,tiempo_entrega_prometido_hrs_centinela_detectado,tiempo_entrega_real_hrs_tratado,tiempo_entrega_real_hrs_conversion_invalida,tiempo_entrega_real_hrs_centinela_detectado,otif_on_time_tratado,otif_on_time_conversion_invalida,otif_on_time_centinela_detectado,otif_in_full_tratado,otif_in_full_conversion_invalida,otif_in_full_centinela_detectado,otif_tratado,otif_conversion_invalida,otif_centinela_detectado,fecha_despacho_formato,fecha_despacho_formato_reconocido,fecha_despacho_tratado,fecha_despacho_conversion_invalida,fecha_despacho_transformado,producto_id_corresponde_silver,camion_id_corresponde_silver,fue_imputada,imputacion_metodo,imputacion_motivo,fue_transformada,conteo_transformaciones,conteo_imputaciones,calidad_motivo,calidad_estado
ORD-2026-00014,CLI-020,PROD-029,2026-08-05 23:15:00+00:00,Santa Cruz,CAM-08,CHO-144,277.0,262.0,48.0,56.5,0.0,0.0,0.0,15,,fecha_local_bolivia_convertida_utc,,ORD-2026-00014,CLI-020,PROD-029,2026-08-05 19:15:00,Santa Cruz,CAM-08,CHO-144,277,262.0,48,56.5,0,0,0,ORD-2026-00014,False,CLI-020,False,PROD-029,False,CAM-08,False,CHO-144,False,Santa Cruz,False,277,False,277.0,False,False,262.0,False,False,48.0,False,False,56.5,False,False,0.0,False,False,0.0,False,False,0.0,False,False,iso,True,2026-08-05 23:15:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00015,CLI-097,PROD-016,2026-08-12 05:38:00+00:00,Cochabamba,CAM-11,CHO-091,255.0,255.0,72.0,59.8,1.0,1.0,1.0,16,,fecha_local_bolivia_convertida_utc,,ORD-2026-00015,CLI-097,PROD-016,2026-08-12 01:38:00,Cochabamba,CAM-11,CHO-091,255,255.0,72,59.8,1,1,1,ORD-2026-00015,False,CLI-097,False,PROD-016,False,CAM-11,False,CHO-091,False,Cochabamba,False,255,False,255.0,False,False,255.0,False,False,72.0,False,False,59.8,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-12 05:38:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00016,CLI-083,PROD-025,2026-08-19 21:51:00+00:00,Santa Cruz,CAM-08,CHO-037,18.0,18.0,24.0,18.3,1.0,1.0,1.0,17,,fecha_local_bolivia_convertida_utc,,ORD-2026-00016,CLI-083,PROD-025,2026-08-19 17:51:00,Santa Cruz,CAM-08,CHO-037,18,18.0,24,18.3,1,1,1,ORD-2026-00016,False,CLI-083,False,PROD-025,False,CAM-08,False,CHO-037,False,Santa Cruz,False,18,False,18.0,False,False,18.0,False,False,24.0,False,False,18.3,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-19 21:51:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00017,CLI-023,PROD-021,2026-08-19 12:34:00+00:00,Oruro,CAM-24,CHO-027,248.0,248.0,48.0,44.8,1.0,1.0,1.0,18,,fecha_local_bolivia_convertida_utc,,ORD-2026-00017,CLI-023,PROD-021,2026-08-19 08:34:00,Oruro,CAM-24,CHO-027,248,248.0,48,44.8,1,1,1,ORD-2026-00017,False,CLI-023,False,PROD-021,False,CAM-24,False,CHO-027,False,Oruro,False,248,False,248.0,False,False,248.0,False,False,48.0,False,False,44.8,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-19 12:34:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00018,CLI-090,PROD-052,2026-08-01 20:01:00+00:00,Oruro,CAM-24,CHO-066,373.0,373.0,48.0,39.7,1.0,1.0,1.0,19,,fecha_local_bolivia_convertida_utc,,ORD-2026-00018,CLI-090,PROD-052,2026-08-01 16:01:00,Oruro,CAM-24,CHO-066,373,373.0,48,39.7,1,1,1,ORD-2026-00018,False,CLI-090,False,PROD-052,False,CAM-24,False,CHO-066,False,Oruro,False,373,False,373.0,False,False,373.0,False,False,48.0,False,False,39.7,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-01 20:01:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00020,CLI-035,PROD-016,2026-08-26 00:47:00+00:00,Santa Cruz,CAM-18,CHO-116,228.0,228.0,48.0,28.9,1.0,1.0,1.0,21,,fecha_local_bolivia_convertida_utc,,ORD-2026-00020,CLI-035,PROD-016,2026-08-25 20:47:00,Santa Cruz,CAM-18,CHO-116,228,228.0,48,28.9,1,1,1,ORD-2026-00020,False,CLI-035,False,PROD-016,False,CAM-18,False,CHO-116,False,Santa Cruz,False,228,False,228.0,False,False,228.0,False,False,48.0,False,False,28.9,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-26 00:47:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00021,CLI-041,PROD-012,2026-08-10 01:51:00+00:00,La Paz,CAM-28,CHO-094,325.0,314.0,48.0,34.5,1.0,0.0,0.0,22,,fecha_local_bolivia_convertida_utc,,ORD-2026-00021,CLI-041,PROD-012,2026-08-09 21:51:00,La Paz,CAM-28,CHO-094,325,314.0,48,34.5,1,0,0,ORD-2026-00021,False,CLI-041,False,PROD-012,False,CAM-28,False,CHO-094,False,La Paz,False,325,False,325.0,False,False,314.0,False,False,48.0,False,False,34.5,False,False,1.0,False,False,0.0,False,False,0.0,False,False,iso,True,2026-08-10 01:51:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00022,CLI-019,PROD-001,2026-08-29 15:25:00+00:00,Santa Cruz,CAM-08,CHO-138,271.0,263.0,24.0,19.6,1.0,0.0,0.0,23,,fecha_local_bolivia_convertida_utc,,ORD-2026-00022,CLI-019,PROD-001,2026-08-29 11:25:00,Santa Cruz,CAM-08,CHO-138,271,263.0,24,19.6,1,0,0,ORD-2026-00022,False,CLI-019,False,PROD-001,False,CAM-08,False,CHO-138,False,Santa Cruz,False,271,False,271.0,False,False,263.0,False,False,24.0,False,False,19.6,False,False,1.0,False,False,0.0,False,False,0.0,False,False,iso,True,2026-08-29 15:25:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00023,CLI-057,PROD-048,2026-08-06 06:22:00+00:00,Oruro,CAM-24,CHO-095,20.0,20.0,48.0,44.5,1.0,1.0,1.0,24,,fecha_local_bolivia_convertida_utc,,ORD-2026-00023,CLI-057,PROD-048,2026-08-06 02:22:00,Oruro,CAM-24,CHO-095,20,20.0,48,44.5,1,1,1,ORD-2026-00023,False,CLI-057,False,PROD-048,False,CAM-24,False,CHO-095,False,Oruro,False,20,False,20.0,False,False,20.0,False,False,48.0,False,False,44.5,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-06 06:22:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00024,CLI-026,PROD-007,2026-08-15 10:30:00+00:00,Cochabamba,CAM-05,CHO-003,244.0,244.0,72.0,59.5,1.0,1.0,1.0,25,,fecha_local_bolivia_convertida_utc,,ORD-2026-00024,CLI-026,PROD-007,2026-08-15 06:30:00,Cochabamba,CAM-05,CHO-003,244,244.0,72,59.5,1,1,1,ORD-2026-00024,False,CLI-026,False,PROD-007,False,CAM-05,False,CHO-003,False,Cochabamba,False,244,False,244.0,False,False,244.0,False,False,72.0,False,False,59.5,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-15 10:30:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00025,CLI-055,PROD-048,2026-08-30 14:41:00+00:00,Santa Cruz,CAM-08,CHO-145,347.0,347.0,48.0,47.0,1.0,1.0,1.0,26,,fecha_local_bolivia_convertida_utc,,ORD-2026-00025,CLI-055,PROD-048,2026-08-30 10:41:00,Santa Cruz,CAM-08,CHO-145,347,347.0,48,47.0,1,1,1,ORD-2026-00025,False,CLI-055,False,PROD-048,False,CAM-08,False,CHO-145,False,Santa Cruz,False,347,False,347.0,False,False,347.0,False,False,48.0,False,False,47.0,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-30 14:41:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00026,CLI-090,PROD-009,2026-08-13 13:22:00+00:00,Tarija,CAM-19,CHO-014,174.0,174.0,24.0,15.1,1.0,1.0,1.0,27,,fecha_local_bolivia_convertida_utc,,ORD-2026-00026,CLI-090,PROD-009,2026-08-13 09:22:00,Tarija,CAM-19,CHO-014,174,174.0,24,15.1,1,1,1,ORD-2026-00026,False,CLI-090,False,PROD-009,False,CAM-19,False,CHO-014,False,Tarija,False,174,False,174.0,False,False,174.0,False,False,24.0,False,False,15.1,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-13 13:22:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00027,CLI-065,PROD-040,2026-08-19 08:00:00+00:00,Tarija,CAM-26,CHO-078,395.0,395.0,48.0,24.4,1.0,1.0,1.0,28,,fecha_local_bolivia_convertida_utc,,ORD-2026-00027,CLI-065,PROD-040,2026-08-19 04:00:00,Tarija,CAM-26,CHO-078,395,395.0,48,24.4,1,1,1,ORD-2026-00027,False,CLI-065,False,PROD-040,False,CAM-26,False,CHO-078,False,Tarija,False,395,False,395.0,False,False,395.0,False,False,48.0,False,False,24.4,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-19 08:00:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00028,CLI-040,PROD-005,2026-08-10 11:44:00+00:00,La Paz,CAM-28,CHO-073,162.0,162.0,24.0,18.2,1.0,1.0,1.0,29,,fecha_local_bolivia_convertida_utc,,ORD-2026-00028,CLI-040,PROD-005,2026-08-10 07:44:00,La Paz,CAM-28,CHO-073,162,162.0,24,18.2,1,1,1,ORD-2026-00028,False,CLI-040,False,PROD-005,False,CAM-28,False,CHO-073,False,La Paz,False,162,False,162.0,False,False,162.0,False,False,24.0,False,False,18.2,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-10 11:44:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00029,CLI-045,PROD-047,2026-08-10 15:31:00+00:00,Tarija,CAM-26,CHO-014,297.0,297.0,24.0,17.4,1.0,1.0,1.0,30,,fecha_local_bolivia_convertida_utc,,ORD-2026-00029,CLI-045,PROD-047,2026-08-10 11:31:00,Tarija,CAM-26,CHO-014,297,297.0,24,17.4,1,1,1,ORD-2026-00029,False,CLI-045,False,PROD-047,False,CAM-26,False,CHO-014,False,Tarija,False,297,False,297.0,False,False,297.0,False,False,24.0,False,False,17.4,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-10 15:31:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00030,CLI-045,PROD-011,2026-08-08 13:10:00+00:00,Oruro,CAM-20,CHO-095,433.0,433.0,48.0,41.9,1.0,1.0,1.0,31,,fecha_local_bolivia_convertida_utc,,ORD-2026-00030,CLI-045,PROD-011,2026-08-08 09:10:00,Oruro,CAM-20,CHO-095,433,433.0,48,41.9,1,1,1,ORD-2026-00030,False,CLI-045,False,PROD-011,False,CAM-20,False,CHO-095,False,Oruro,False,433,False,433.0,False,False,433.0,False,False,48.0,False,False,41.9,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-08 13:10:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00031,CLI-053,PROD-002,2026-08-03 18:59:00+00:00,Tarija,CAM-26,CHO-084,426.0,426.0,24.0,12.6,1.0,1.0,1.0,32,,fecha_local_bolivia_convertida_utc,,ORD-2026-00031,CLI-053,PROD-002,2026-08-03 14:59:00,Tarija,CAM-26,CHO-084,426,426.0,24,12.6,1,1,1,ORD-2026-00031,False,CLI-053,False,PROD-002,False,CAM-26,False,CHO-084,False,Tarija,False,426,False,426.0,False,False,426.0,False,False,24.0,False,False,12.6,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-03 18:59:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00032,CLI-100,PROD-045,2026-08-19 02:07:00+00:00,La Paz,CAM-28,CHO-006,119.0,119.0,24.0,23.6,1.0,1.0,1.0,33,,fecha_local_bolivia_convertida_utc,,ORD-2026-00032,CLI-100,PROD-045,2026-08-18 22:07:00,La Paz,CAM-28,CHO-006,119,119.0,24,23.6,1,1,1,ORD-2026-00032,False,CLI-100,False,PROD-045,False,CAM-28,False,CHO-006,False,La Paz,False,119,False,119.0,False,False,119.0,False,False,24.0,False,False,23.6,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-19 02:07:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00033,CLI-075,PROD-005,2026-08-18 05:52:00+00:00,Cochabamba,CAM-22,CHO-151,435.0,435.0,24.0,22.6,1.0,1.0,1.0,34,,fecha_local_bolivia_convertida_utc,,ORD-2026-00033,CLI-075,PROD-005,2026-08-18 01:52:00,Cochabamba,CAM-22,CHO-151,435,435.0,24,22.6,1,1,1,ORD-2026-00033,False,CLI-075,False,PROD-005,False,CAM-22,False,CHO-151,False,Cochabamba,False,435,False,435.0,False,False,435.0,False,False,24.0,False,False,22.6,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-18 05:52:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00034,CLI-037,PROD-003,2026-08-21 04:10:00+00:00,Cochabamba,CAM-05,CHO-033,299.0,299.0,48.0,44.7,1.0,1.0,1.0,35,,fecha_local_bolivia_convertida_utc,,ORD-2026-00034,CLI-037,PROD-003,2026-08-21 00:10:00,Cochabamba,CAM-05,CHO-033,299,299.0,48,44.7,1,1,1,ORD-2026-00034,False,CLI-037,False,PROD-003,False,CAM-05,False,CHO-033,False,Cochabamba,False,299,False,299.0,False,False,299.0,False,False,48.0,False,False,44.7,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-21 04:10:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00036,CLI-029,PROD-019,2026-08-16 00:28:00+00:00,Santa Cruz,CAM-29,CHO-137,283.0,268.0,72.0,54.8,1.0,0.0,0.0,37,,fecha_local_bolivia_convertida_utc,,ORD-2026-00036,CLI-029,PROD-019,2026-08-15 20:28:00,Santa Cruz,CAM-29,CHO-137,283,268.0,72,54.8,1,0,0,ORD-2026-00036,False,CLI-029,False,PROD-019,False,CAM-29,False,CHO-137,False,Santa Cruz,False,283,False,283.0,False,False,268.0,False,False,72.0,False,False,54.8,False,False,1.0,False,False,0.0,False,False,0.0,False,False,iso,True,2026-08-16 00:28:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00037,CLI-029,PROD-035,2026-08-25 12:37:00+00:00,Tarija,CAM-26,CHO-032,116.0,116.0,24.0,22.6,1.0,1.0,1.0,38,,fecha_local_bolivia_convertida_utc,,ORD-2026-00037,CLI-029,PROD-035,2026-08-25 08:37:00,Tarija,CAM-26,CHO-032,116,116.0,24,22.6,1,1,1,ORD-2026-00037,False,CLI-029,False,PROD-035,False,CAM-26,False,CHO-032,False,Tarija,False,116,False,116.0,False,False,116.0,False,False,24.0,False,False,22.6,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-25 12:37:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00038,CLI-070,PROD-050,2026-08-03 21:46:00+00:00,La Paz,CAM-10,CHO-056,435.0,435.0,72.0,59.8,1.0,1.0,1.0,39,,fecha_local_bolivia_convertida_utc,,ORD-2026-00038,CLI-070,PROD-050,2026-08-03 17:46:00,La Paz,CAM-10,CHO-056,435,435.0,72,59.8,1,1,1,ORD-2026-00038,False,CLI-070,False,PROD-050,False,CAM-10,False,CHO-056,False,La Paz,False,435,False,435.0,False,False,435.0,False,False,72.0,False,False,59.8,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-03 21:46:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
ORD-2026-00039,CLI-042,PROD-017,2026-08-11 23:48:00+00:00,La Paz,CAM-28,CHO-094,219.0,219.0,24.0,15.1,1.0,1.0,1.0,40,,fecha_local_bolivia_convertida_utc,,ORD-2026-00039,CLI-042,PROD-017,2026-08-11 19:48:00,La Paz,CAM-28,CHO-094,219,219.0,24,15.1,1,1,1,ORD-2026-00039,False,CLI-042,False,PROD-017,False,CAM-28,False,CHO-094,False,La Paz,False,219,False,219.0,False,False,219.0,False,False,24.0,False,False,15.1,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-11 23:48:00+00:00,False,True,True,True,False,,,True,1,0,sin_incidencias,valida_con_transformacion
