fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,en_cuarentena
33,2026-08-10 21:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.41,C,59.2,0,0,,False
34,2026-08-10 21:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-19.37,C,70.9,0,0,,False
35,2026-08-10 22:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.53,C,73.5,0,0,,False
36,2026-08-10 22:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-19.13,C,63.3,0,0,,False
37,2026-08-10 23:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-16.88,C,80.3,0,0,,False
38,2026-08-10 23:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.32,C,70.9,0,0,,False
39,2026-08-11 00:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.48,C,73.5,0,0,,False
40,2026-08-11 00:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.24,C,83.4,0,0,,False
41,2026-08-11 01:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.78,C,86.3,0,0,,False
42,2026-08-11 01:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.16,C,56.3,0,0,,False
43,2026-08-11 02:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.59,C,66.2,0,0,,False
44,2026-08-11 02:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-16.83,C,61.7,0,0,,False
45,2026-08-11 03:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.5,C,69.9,0,0,,False
46,2026-08-11 03:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.82,C,82.1,0,0,,False
47,2026-08-11 04:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.85,C,72.4,0,0,,False
48,2026-08-11 04:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-19.1,C,78.7,0,0,,False
49,2026-08-27 08:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.89,C,44.9,0,0,,False
50,2026-08-27 09:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.81,C,55.2,0,0,,False
51,2026-08-27 09:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.51,C,47.1,0,0,,False
52,2026-08-27 10:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.55,C,52.0,0,0,,False
53,2026-08-27 10:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.19,C,50.7,0,0,,False
54,2026-08-27 11:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.94,C,54.4,0,0,,False
55,2026-08-27 11:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.38,C,49.1,0,0,,False
56,2026-08-27 12:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.15,C,56.7,0,0,,False
57,2026-08-27 12:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,17.5,C,53.4,0,0,,False
58,2026-08-27 13:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,17.7,C,48.3,0,0,,False
59,2026-08-27 13:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,23.18,C,59.1,0,0,,False
60,2026-08-27 14:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.8,C,43.2,0,0,,False
61,2026-08-27 14:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,16.69,C,40.3,0,0,,False
62,2026-08-27 15:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.03,C,52.0,0,0,,False
63,2026-08-27 15:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,20.04,C,39.3,0,0,,False
64,2026-08-27 16:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.75,C,44.3,0,0,,False
65,2026-08-27 16:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.75,C,37.9,0,0,,False
66,2026-08-27 17:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,20.52,C,45.7,0,0,,False
67,2026-08-27 17:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.42,C,48.2,0,0,,False
68,2026-08-27 18:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.94,C,54.2,0,0,,False
69,2026-08-27 18:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.06,C,51.3,0,0,,False
70,2026-08-27 19:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.9,C,41.7,0,0,,False
71,2026-08-27 19:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,16.57,C,52.1,0,0,,False
72,2026-08-27 20:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,17.97,C,48.3,0,0,,False
73,2026-08-13 14:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.27,C,74.9,0,0,,False
74,2026-08-13 15:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.4,C,66.5,0,0,,False
75,2026-08-13 15:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.28,C,73.2,0,0,,False
76,2026-08-13 16:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.05,C,71.4,0,0,,False
77,2026-08-13 16:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.93,C,69.9,0,0,,False
78,2026-08-13 17:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.59,C,78.4,0,0,,False
79,2026-08-13 17:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,5.39,C,77.6,0,0,,False
80,2026-08-13 18:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.95,C,79.0,0,0,,False
81,2026-08-13 18:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,5.49,C,81.0,0,0,,False
82,2026-08-13 19:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.41,C,90.4,0,0,,False
83,2026-08-13 19:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.54,C,89.4,0,0,,False
84,2026-08-13 20:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.8,C,85.4,0,0,,False
85,2026-08-13 20:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.54,C,70.4,0,0,,False
86,2026-08-13 21:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.44,C,88.8,0,0,,False
87,2026-08-13 21:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.28,C,82.5,0,0,,False
88,2026-08-13 22:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.77,C,75.1,0,0,,False
89,2026-08-13 22:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,5.88,C,71.9,0,0,,False
90,2026-08-13 23:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,5.15,C,86.9,0,0,,False
91,2026-08-13 23:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.83,C,74.3,0,0,,False
92,2026-08-14 00:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.84,C,80.3,0,0,,False
93,2026-08-14 00:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.09,C,100.0,0,0,,False
94,2026-08-14 01:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.21,C,89.3,0,0,,False
95,2026-08-14 01:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.28,C,70.0,0,0,,False
96,2026-08-14 02:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.46,C,81.3,0,0,,False
97,2026-08-01 02:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-16.16,C,75.4,0,1,,False
98,2026-08-01 03:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-20.17,C,68.0,1,0,,False
99,2026-08-01 03:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.97,C,70.1,0,0,,False
100,2026-08-01 04:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-16.66,C,65.4,0,0,,False
101,2026-08-01 04:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.77,C,74.1,0,0,,False
102,2026-08-01 05:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.28,C,71.2,0,0,,False
103,2026-08-01 05:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.56,C,64.3,0,0,,False
104,2026-08-01 06:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-16.99,C,66.4,0,0,,False
105,2026-08-01 06:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.49,C,65.4,0,0,,False
106,2026-08-01 07:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.6,C,67.8,0,0,,False
107,2026-08-01 07:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.02,C,56.2,0,0,,False
108,2026-08-01 08:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-19.61,C,66.4,0,0,,False
109,2026-08-01 08:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.17,C,70.2,0,0,,False
110,2026-08-01 09:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.66,C,76.7,0,0,,False
111,2026-08-01 09:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-16.59,C,70.9,0,0,,False
112,2026-08-01 10:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.49,C,65.1,0,0,,False
113,2026-08-01 10:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.17,C,59.3,0,0,,False
114,2026-08-01 11:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.12,C,68.5,0,0,,False
115,2026-08-01 11:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.92,C,59.4,0,0,,False
116,2026-08-01 12:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.42,C,63.9,0,0,,False
117,2026-08-01 12:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.12,C,58.4,0,0,,False
118,2026-08-01 13:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.76,C,67.1,0,0,,False
119,2026-08-01 13:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.47,C,74.8,0,0,,False
120,2026-08-01 14:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-19.39,C,67.1,0,0,,False
121,2026-08-23 01:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.52,C,,0,0,humedad_cabina_pct,True
122,2026-08-23 02:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-19.35,C,42.6,0,0,,False
123,2026-08-23 02:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.45,C,80.9,0,0,,False
124,2026-08-23 03:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.05,C,77.5,0,0,,False
125,2026-08-23 03:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-16.6,C,71.1,0,0,,False
126,2026-08-23 04:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.75,C,72.0,0,0,,False
127,2026-08-23 04:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.79,C,71.3,0,0,,False
128,2026-08-23 05:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.55,C,64.3,0,0,,False
129,2026-08-23 05:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.41,C,72.4,0,0,,False
130,2026-08-23 06:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.61,C,70.0,0,0,,False
131,2026-08-23 06:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.8,C,79.5,0,0,,False
132,2026-08-23 07:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.46,C,58.6,0,0,,False
133,2026-08-23 07:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.41,C,69.8,0,0,,False
134,2026-08-23 08:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.24,C,78.8,0,0,,False
135,2026-08-23 08:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.78,C,71.6,0,0,,False
136,2026-08-23 09:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.89,C,58.8,0,0,,False
137,2026-08-23 09:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.26,C,61.3,0,0,,False
138,2026-08-23 10:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.49,C,61.4,0,0,,False
139,2026-08-23 10:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.24,C,69.2,0,0,,False
140,2026-08-23 11:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-18.17,C,71.8,0,0,,False
141,2026-08-23 11:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.62,C,75.7,0,0,,False
142,2026-08-23 12:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-19.05,C,64.6,0,0,,False
143,2026-08-23 12:53:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.31,C,60.0,0,0,,False
144,2026-08-23 13:23:00,VIA-00006,ORD-2026-01337,CAM-13,PROD-031,-17.66,C,60.4,0,0,,False
145,2026-08-05 20:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,20.52,C,56.5,0,0,,False
146,2026-08-05 20:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,19.21,C,43.8,0,0,,False
147,2026-08-05 21:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,21.39,C,49.6,0,0,,False
148,2026-08-05 21:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,21.67,C,46.1,0,0,,False
149,2026-08-05 22:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,19.29,C,39.9,0,0,,False
150,2026-08-05 22:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,15.96,C,43.5,0,0,,False
151,2026-08-05 23:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,18.98,C,45.2,0,0,,False
152,2026-08-05 23:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,18.74,C,50.3,0,0,,False
153,2026-08-06 00:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,21.92,C,45.2,0,0,,False
154,2026-08-06 00:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,21.39,C,41.2,0,0,,False
155,2026-08-06 01:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,18.93,C,43.8,0,0,,False
156,2026-08-06 01:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,19.88,C,43.5,0,0,,False
157,2026-08-06 02:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,16.83,C,37.9,0,0,,False
158,2026-08-06 02:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,21.53,C,46.8,0,0,,False
159,2026-08-06 03:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,22.8,C,53.5,0,0,,False
160,2026-08-06 03:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,23.0,C,62.1,0,0,,False
161,2026-08-06 04:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,21.44,C,42.5,0,0,,False
162,2026-08-06 04:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,19.02,C,40.1,0,0,,False
163,2026-08-06 05:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,23.32,C,39.9,0,0,,False
164,2026-08-06 05:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,21.14,C,42.6,0,0,,False
165,2026-08-06 06:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,22.81,C,53.6,0,0,,False
166,2026-08-06 06:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,21.07,C,55.0,0,0,,False
167,2026-08-06 07:27:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,18.92,C,35.4,0,0,,False
168,2026-08-06 07:57:00,VIA-00007,ORD-2026-01828,CAM-12,PROD-034,21.02,C,52.8,0,0,,False
169,2026-08-26 21:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,17.11,C,47.0,0,0,,False
170,2026-08-26 22:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,16.23,C,50.3,0,0,,False
171,2026-08-26 22:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,19.24,C,47.6,0,0,,False
172,2026-08-26 23:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,22.51,C,60.9,0,0,,False
173,2026-08-26 23:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,24.8,C,45.0,0,0,,False
174,2026-08-27 00:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,20.22,C,51.8,0,0,,False
175,2026-08-27 00:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,17.33,C,38.3,0,0,,False
176,2026-08-27 01:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,19.55,C,38.9,0,0,,False
177,2026-08-27 01:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,16.75,C,51.8,0,0,,False
178,2026-08-27 02:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,19.34,C,48.8,0,0,,False
179,2026-08-27 02:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,20.92,C,56.7,0,0,,False
180,2026-08-27 03:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,18.59,C,55.8,0,0,,False
181,2026-08-27 03:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,21.23,C,47.6,0,0,,False
182,2026-08-27 04:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,19.08,C,42.4,0,0,,False
183,2026-08-27 04:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,18.3,C,43.8,0,0,,False
184,2026-08-27 05:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,18.05,C,43.9,0,0,,False
185,2026-08-27 05:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,18.84,C,64.8,0,0,,False
186,2026-08-27 06:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,20.49,C,53.2,0,0,,False
187,2026-08-27 06:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,21.51,C,58.9,0,0,,False
188,2026-08-27 07:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,19.95,C,52.3,0,0,,False
189,2026-08-27 07:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,24.14,C,60.4,0,0,,False
190,2026-08-27 08:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,22.26,C,49.1,0,0,,False
191,2026-08-27 08:37:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,19.53,C,59.8,0,0,,False
192,2026-08-27 09:07:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-024,21.24,C,50.9,0,0,,False
193,2026-08-08 19:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,4.45,C,86.8,0,0,,False
194,2026-08-08 20:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,4.08,C,82.5,0,0,,False
195,2026-08-08 20:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,3.29,C,85.6,0,0,,False
196,2026-08-08 21:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,5.22,C,69.2,0,0,,False
197,2026-08-08 21:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,3.97,C,80.8,0,0,,False
198,2026-08-08 22:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,5.26,C,82.7,0,1,,False
199,2026-08-08 22:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,5.1,C,83.0,0,1,,False
200,2026-08-08 23:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,8.91,C,93.9,1,1,,False
201,2026-08-08 23:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,9.4,C,90.1,1,1,,False
202,2026-08-09 00:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,10.44,C,74.6,1,1,,False
203,2026-08-09 00:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,9.93,C,79.8,1,1,,False
204,2026-08-09 01:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,9.23,C,77.2,1,0,,False
205,2026-08-09 01:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,2.99,C,89.8,0,0,,False
206,2026-08-09 02:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,3.93,C,90.8,0,0,,False
207,2026-08-09 02:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,5.34,C,66.6,0,0,,False
208,2026-08-09 03:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,4.0,C,80.9,0,0,,False
209,2026-08-09 03:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,4.56,C,76.1,0,0,,False
210,2026-08-09 04:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,2.81,C,73.2,0,0,,False
211,2026-08-09 04:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,3.24,C,63.9,0,0,,False
212,2026-08-09 05:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,3.47,C,87.4,0,0,,False
213,2026-08-09 05:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,3.49,C,,0,0,humedad_cabina_pct,True
214,2026-08-09 06:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,3.7,C,82.6,0,0,,False
215,2026-08-09 06:30:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,4.1,C,70.2,0,0,,False
216,2026-08-09 07:00:00,VIA-00009,ORD-2026-03793,CAM-30,PROD-017,3.61,C,75.9,0,0,,False
217,2026-08-29 23:00:00,VIA-00010,ORD-2026-02783,CAM-03,PROD-028,18.32,C,43.3,0,0,,False
218,2026-08-29 23:30:00,VIA-00010,ORD-2026-02783,CAM-03,PROD-028,22.84,C,42.1,0,0,,False
219,2026-08-30 00:00:00,VIA-00010,ORD-2026-02783,CAM-03,PROD-028,19.65,C,44.9,0,0,,False
220,2026-08-30 00:30:00,VIA-00010,ORD-2026-02783,CAM-03,PROD-028,19.3,C,44.3,0,0,,False
221,2026-08-30 01:00:00,VIA-00010,ORD-2026-02783,CAM-03,PROD-028,24.11,C,40.2,0,0,,False
222,2026-08-30 01:30:00,VIA-00010,ORD-2026-02783,CAM-03,PROD-028,18.54,C,43.4,0,0,,False
223,2026-08-30 02:00:00,VIA-00010,ORD-2026-02783,CAM-03,PROD-028,21.88,C,49.4,0,0,,False
224,2026-08-30 02:30:00,VIA-00010,ORD-2026-02783,CAM-03,PROD-028,22.2,C,58.3,0,0,,False
