fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico
3201,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
3272,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
3300,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
3343,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
3349,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
3617,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4059,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4065,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4067,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4102,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4423,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4537,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
4576,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4593,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4599,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4674,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
4768,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
4907,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
5113,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
5307,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
5316,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
5371,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
5468,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
5609,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
5823,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
5856,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
6397,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
6473,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
6767,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
6832,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
7173,humedad_cabina_pct,FUERA_RANGO,-58.6,GIAD-M3-S4-IOT-diagnostico-v2
7245,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
7256,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
7391,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
7455,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
7583,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
7681,humedad_cabina_pct,FUERA_RANGO,-80.5,GIAD-M3-S4-IOT-diagnostico-v2
7776,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
7782,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
7941,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
8028,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
8232,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
8696,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
9333,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
9412,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
9456,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
9968,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
10021,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
10080,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
10123,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
10240,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
10309,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
10372,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
10385,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
10599,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
10714,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
11002,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
11021,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v2
11185,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
11242,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
11375,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
11387,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
11464,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
11804,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
11822,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
11926,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
12450,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
12678,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
12757,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
12771,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
12964,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
13029,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
13055,humedad_cabina_pct,FUERA_RANGO,-52.1,GIAD-M3-S4-IOT-diagnostico-v2
13130,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
13298,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
13586,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
13803,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
13903,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
13903,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v2
14008,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
14165,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
14308,humedad_cabina_pct,FUERA_RANGO,-53.9,GIAD-M3-S4-IOT-diagnostico-v2
14376,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
14414,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
14488,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
14718,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
14740,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
14863,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
15013,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
15244,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
15501,humedad_cabina_pct,FUERA_RANGO,-38.2,GIAD-M3-S4-IOT-diagnostico-v2
15825,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
15940,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16079,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16092,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16209,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16284,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16388,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16469,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16543,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16576,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16707,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16752,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
16767,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
17109,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
17151,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
17374,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
17534,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
17705,humedad_cabina_pct,FUERA_RANGO,-58.5,GIAD-M3-S4-IOT-diagnostico-v2
17759,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
17823,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
18237,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
18632,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
18636,humedad_cabina_pct,FUERA_RANGO,-53.2,GIAD-M3-S4-IOT-diagnostico-v2
18782,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
18810,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
19197,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
19393,humedad_cabina_pct,FUERA_RANGO,-48.1,GIAD-M3-S4-IOT-diagnostico-v2
19491,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
19544,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
19655,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
20071,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
20228,humedad_cabina_pct,FUERA_RANGO,-66.8,GIAD-M3-S4-IOT-diagnostico-v2
20884,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
21058,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
21118,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
21169,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v2
21212,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
21240,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
21325,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
21409,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
21413,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
21421,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
21435,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
21887,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
22248,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
22298,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
22365,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
22592,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
22613,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
22841,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
22960,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
23093,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
23135,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
23179,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
23456,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
23601,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
23991,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
24040,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
24416,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
24579,humedad_cabina_pct,FUERA_RANGO,-78.5,GIAD-M3-S4-IOT-diagnostico-v2
24674,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
24824,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
25016,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
25029,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
25071,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
25535,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
25630,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
25688,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
26047,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
26061,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
26101,humedad_cabina_pct,FUERA_RANGO,-56.3,GIAD-M3-S4-IOT-diagnostico-v2
26156,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
26238,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
26242,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
26321,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
26353,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
26425,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
26584,humedad_cabina_pct,FUERA_RANGO,-76.3,GIAD-M3-S4-IOT-diagnostico-v2
26990,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
27228,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
27298,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
27301,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
27382,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v2
27421,humedad_cabina_pct,FUERA_RANGO,-50.4,GIAD-M3-S4-IOT-diagnostico-v2
27443,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
27489,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
27936,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
27975,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v2
28111,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
28132,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v2
28181,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
28226,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
28336,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
28801,viaje_id+timestamp,DUPLICADO,VIA-00236 + 2026-08-25 12:44:00,GIAD-M3-S4-IOT-diagnostico-v2
28802,viaje_id+timestamp,DUPLICADO,VIA-00184 + 2026-08-11 16:43:00,GIAD-M3-S4-IOT-diagnostico-v2
28803,viaje_id+timestamp,DUPLICADO,VIA-00970 + 2026-08-10 17:20:00,GIAD-M3-S4-IOT-diagnostico-v2
28804,viaje_id+timestamp,DUPLICADO,VIA-00194 + 2026-08-30 01:29:00,GIAD-M3-S4-IOT-diagnostico-v2
28805,viaje_id+timestamp,DUPLICADO,VIA-00914 + 2026-08-06 09:56:00,GIAD-M3-S4-IOT-diagnostico-v2
28806,viaje_id+timestamp,DUPLICADO,VIA-00259 + 2026-08-22 15:20:00,GIAD-M3-S4-IOT-diagnostico-v2
28807,viaje_id+timestamp,DUPLICADO,VIA-00242 + 2026-08-15 07:46:00,GIAD-M3-S4-IOT-diagnostico-v2
28808,viaje_id+timestamp,DUPLICADO,VIA-00662 + 2026-08-02 03:39:00,GIAD-M3-S4-IOT-diagnostico-v2
28809,viaje_id+timestamp,DUPLICADO,VIA-01036 + 2026-08-19 04:44:00,GIAD-M3-S4-IOT-diagnostico-v2
28810,viaje_id+timestamp,DUPLICADO,VIA-01172 + 2026-08-05 03:00:00,GIAD-M3-S4-IOT-diagnostico-v2
28811,viaje_id+timestamp,DUPLICADO,VIA-00363 + 2026-08-13 10:55:00,GIAD-M3-S4-IOT-diagnostico-v2
28812,viaje_id+timestamp,DUPLICADO,VIA-00927 + 2026-08-14 12:04:00,GIAD-M3-S4-IOT-diagnostico-v2
28813,viaje_id+timestamp,DUPLICADO,VIA-00807 + 2026-08-07 10:51:00,GIAD-M3-S4-IOT-diagnostico-v2
28814,viaje_id+timestamp,DUPLICADO,VIA-00486 + 2026-08-24 16:34:00,GIAD-M3-S4-IOT-diagnostico-v2
28815,viaje_id+timestamp,DUPLICADO,VIA-00197 + 2026-08-13 21:56:00,GIAD-M3-S4-IOT-diagnostico-v2
28816,viaje_id+timestamp,DUPLICADO,VIA-00670 + 2026-08-18 08:57:00,GIAD-M3-S4-IOT-diagnostico-v2
28817,viaje_id+timestamp,DUPLICADO,VIA-00781 + 2026-08-05 23:30:00,GIAD-M3-S4-IOT-diagnostico-v2
28818,viaje_id+timestamp,DUPLICADO,VIA-00053 + 2026-08-26 09:10:00,GIAD-M3-S4-IOT-diagnostico-v2
28819,viaje_id+timestamp,DUPLICADO,VIA-00047 + 2026-08-19 08:18:00,GIAD-M3-S4-IOT-diagnostico-v2
28820,viaje_id+timestamp,DUPLICADO,VIA-00305 + 2026-08-12 15:54:00,GIAD-M3-S4-IOT-diagnostico-v2
28821,viaje_id+timestamp,DUPLICADO,VIA-00122 + 2026-08-15 04:11:00,GIAD-M3-S4-IOT-diagnostico-v2
28822,viaje_id+timestamp,DUPLICADO,VIA-00823 + 2026-08-24 17:40:00,GIAD-M3-S4-IOT-diagnostico-v2
28823,viaje_id+timestamp,DUPLICADO,VIA-00896 + 2026-08-21 01:37:00,GIAD-M3-S4-IOT-diagnostico-v2
28824,viaje_id+timestamp,DUPLICADO,VIA-00380 + 2026-08-29 16:39:00,GIAD-M3-S4-IOT-diagnostico-v2
28825,viaje_id+timestamp,DUPLICADO,VIA-00679 + 2026-08-18 17:48:00,GIAD-M3-S4-IOT-diagnostico-v2
28826,viaje_id+timestamp,DUPLICADO,VIA-00217 + 2026-08-02 06:45:00,GIAD-M3-S4-IOT-diagnostico-v2
28827,viaje_id+timestamp,DUPLICADO,VIA-00027 + 2026-08-22 20:28:00,GIAD-M3-S4-IOT-diagnostico-v2
28828,viaje_id+timestamp,DUPLICADO,VIA-00051 + 2026-08-22 09:41:00,GIAD-M3-S4-IOT-diagnostico-v2
28829,viaje_id+timestamp,DUPLICADO,VIA-00864 + 2026-08-24 08:23:00,GIAD-M3-S4-IOT-diagnostico-v2
28830,viaje_id+timestamp,DUPLICADO,VIA-01070 + 2026-08-19 13:59:00,GIAD-M3-S4-IOT-diagnostico-v2
28831,viaje_id+timestamp,DUPLICADO,VIA-00856 + 2026-08-27 12:37:00,GIAD-M3-S4-IOT-diagnostico-v2
28832,viaje_id+timestamp,DUPLICADO,VIA-00379 + 2026-08-30 06:41:00,GIAD-M3-S4-IOT-diagnostico-v2
28833,viaje_id+timestamp,DUPLICADO,VIA-00002 + 2026-08-10 21:47:00,GIAD-M3-S4-IOT-diagnostico-v2
28834,viaje_id+timestamp,DUPLICADO,VIA-01023 + 2026-08-14 01:45:00,GIAD-M3-S4-IOT-diagnostico-v2
28835,viaje_id+timestamp,DUPLICADO,VIA-01146 + 2026-08-10 18:49:00,GIAD-M3-S4-IOT-diagnostico-v2
28836,viaje_id+timestamp,DUPLICADO,VIA-00306 + 2026-08-26 18:19:00,GIAD-M3-S4-IOT-diagnostico-v2
28837,viaje_id+timestamp,DUPLICADO,VIA-00673 + 2026-08-14 00:13:00,GIAD-M3-S4-IOT-diagnostico-v2
28838,viaje_id+timestamp,DUPLICADO,VIA-00135 + 2026-08-15 12:17:00,GIAD-M3-S4-IOT-diagnostico-v2
28839,viaje_id+timestamp,DUPLICADO,VIA-00821 + 2026-08-29 09:01:00,GIAD-M3-S4-IOT-diagnostico-v2
28840,viaje_id+timestamp,DUPLICADO,VIA-00755 + 2026-08-17 14:08:00,GIAD-M3-S4-IOT-diagnostico-v2
28841,viaje_id+timestamp,DUPLICADO,VIA-00531 + 2026-08-17 15:18:00,GIAD-M3-S4-IOT-diagnostico-v2
28842,viaje_id+timestamp,DUPLICADO,VIA-00757 + 2026-08-09 16:42:00,GIAD-M3-S4-IOT-diagnostico-v2
28843,viaje_id+timestamp,DUPLICADO,VIA-00897 + 2026-08-01 13:03:00,GIAD-M3-S4-IOT-diagnostico-v2
28844,viaje_id+timestamp,DUPLICADO,VIA-00091 + 2026-08-17 04:53:00,GIAD-M3-S4-IOT-diagnostico-v2
28845,viaje_id+timestamp,DUPLICADO,VIA-00980 + 2026-08-09 01:10:00,GIAD-M3-S4-IOT-diagnostico-v2
28846,viaje_id+timestamp,DUPLICADO,VIA-00640 + 2026-08-09 03:02:00,GIAD-M3-S4-IOT-diagnostico-v2
28847,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
28847,viaje_id+timestamp,DUPLICADO,VIA-00543 + 2026-08-05 19:46:00,GIAD-M3-S4-IOT-diagnostico-v2
28848,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
28848,viaje_id+timestamp,DUPLICADO,VIA-00475 + 2026-08-22 22:28:00,GIAD-M3-S4-IOT-diagnostico-v2
28849,viaje_id+timestamp,DUPLICADO,VIA-00073 + 2026-08-14 23:38:00,GIAD-M3-S4-IOT-diagnostico-v2
28850,viaje_id+timestamp,DUPLICADO,VIA-00985 + 2026-08-21 02:46:00,GIAD-M3-S4-IOT-diagnostico-v2
28851,viaje_id+timestamp,DUPLICADO,VIA-01182 + 2026-08-29 04:46:00,GIAD-M3-S4-IOT-diagnostico-v2
28852,viaje_id+timestamp,DUPLICADO,VIA-00379 + 2026-08-30 02:11:00,GIAD-M3-S4-IOT-diagnostico-v2
28853,viaje_id+timestamp,DUPLICADO,VIA-00258 + 2026-08-20 16:38:00,GIAD-M3-S4-IOT-diagnostico-v2
28854,viaje_id+timestamp,DUPLICADO,VIA-00939 + 2026-08-22 02:39:00,GIAD-M3-S4-IOT-diagnostico-v2
28855,viaje_id+timestamp,DUPLICADO,VIA-01166 + 2026-08-29 17:48:00,GIAD-M3-S4-IOT-diagnostico-v2
28856,viaje_id+timestamp,DUPLICADO,VIA-00433 + 2026-08-10 22:56:00,GIAD-M3-S4-IOT-diagnostico-v2
