fila_bronze,viaje_id,timestamp_bolivia,clasificacion_objetivo_60min,probabilidad_mlp,prediccion_mlp_umbral_050
492,VIA-00021,2026-08-22 10:18:00,0,0.045283392,0
493,VIA-00021,2026-08-22 10:48:00,0,0.051714357,0
494,VIA-00021,2026-08-22 11:18:00,0,0.047476456,0
495,VIA-00021,2026-08-22 11:48:00,0,0.0365949,0
496,VIA-00021,2026-08-22 12:18:00,0,0.036195625,0
497,VIA-00021,2026-08-22 12:48:00,0,0.029992387,0
498,VIA-00021,2026-08-22 13:18:00,0,0.03363366,0
499,VIA-00021,2026-08-22 13:48:00,0,0.020797685,0
500,VIA-00021,2026-08-22 14:18:00,0,0.017591067,0
501,VIA-00021,2026-08-22 14:48:00,0,0.01490154,0
502,VIA-00021,2026-08-22 15:18:00,0,0.013418775,0
503,VIA-00021,2026-08-22 15:48:00,0,0.009918296,0
504,VIA-00021,2026-08-22 16:18:00,0,0.0078134965,0
553,VIA-00024,2026-08-22 14:18:00,0,0.06992984,0
554,VIA-00024,2026-08-22 14:48:00,0,0.009425895,0
555,VIA-00024,2026-08-22 15:18:00,0,0.022659205,0
556,VIA-00024,2026-08-22 15:48:00,0,0.030574515,0
557,VIA-00024,2026-08-22 16:18:00,0,0.044717424,0
558,VIA-00024,2026-08-22 16:48:00,0,0.035346396,0
559,VIA-00024,2026-08-22 17:18:00,0,0.048443787,0
560,VIA-00024,2026-08-22 17:48:00,0,0.032969568,0
561,VIA-00024,2026-08-22 18:18:00,0,0.023111293,0
562,VIA-00024,2026-08-22 18:48:00,0,0.05187409,0
563,VIA-00024,2026-08-22 19:18:00,0,0.030079855,0
564,VIA-00024,2026-08-22 19:48:00,0,0.020434482,0
565,VIA-00024,2026-08-22 20:18:00,0,0.043130755,0
566,VIA-00024,2026-08-22 20:48:00,0,0.025359968,0
567,VIA-00024,2026-08-22 21:18:00,0,0.029674176,0
568,VIA-00024,2026-08-22 21:48:00,0,0.023038393,0
569,VIA-00024,2026-08-22 22:18:00,0,0.024328379,0
570,VIA-00024,2026-08-22 22:48:00,0,0.010764701,0
571,VIA-00024,2026-08-22 23:18:00,0,0.0072475458,0
572,VIA-00024,2026-08-22 23:48:00,0,0.007469773,0
573,VIA-00024,2026-08-23 00:18:00,0,0.0064750137,0
574,VIA-00024,2026-08-23 00:48:00,0,0.0050176824,0
575,VIA-00024,2026-08-23 01:18:00,0,0.003460273,0
576,VIA-00024,2026-08-23 01:48:00,0,0.0025225678,0
601,VIA-00026,2026-08-21 15:05:00,0,0.02273159,0
602,VIA-00026,2026-08-21 15:35:00,0,0.005911201,0
603,VIA-00026,2026-08-21 16:05:00,0,0.018881502,0
604,VIA-00026,2026-08-21 16:35:00,0,0.0215246,0
605,VIA-00026,2026-08-21 17:05:00,0,0.027899101,0
606,VIA-00026,2026-08-21 17:35:00,0,0.033726774,0
607,VIA-00026,2026-08-21 18:05:00,0,0.050389055,0
608,VIA-00026,2026-08-21 18:35:00,0,0.043281846,0
609,VIA-00026,2026-08-21 19:05:00,0,0.049468454,0
610,VIA-00026,2026-08-21 19:35:00,0,0.06705811,0
611,VIA-00026,2026-08-21 20:05:00,0,0.051265646,0
612,VIA-00026,2026-08-21 20:35:00,0,0.047673658,0
613,VIA-00026,2026-08-21 21:05:00,0,0.042507574,0
614,VIA-00026,2026-08-21 21:35:00,0,0.032026105,0
615,VIA-00026,2026-08-21 22:05:00,0,0.05550009,0
616,VIA-00026,2026-08-21 22:35:00,0,0.037113704,0
617,VIA-00026,2026-08-21 23:05:00,0,0.02918148,0
618,VIA-00026,2026-08-21 23:35:00,0,0.025924776,0
619,VIA-00026,2026-08-22 00:05:00,0,0.021551771,0
620,VIA-00026,2026-08-22 00:35:00,0,0.01980746,0
621,VIA-00026,2026-08-22 01:05:00,0,0.016024208,0
622,VIA-00026,2026-08-22 01:35:00,0,0.0074234735,0
623,VIA-00026,2026-08-22 02:05:00,0,0.011790114,0
624,VIA-00026,2026-08-22 02:35:00,0,0.006305568,0
793,VIA-00034,2026-08-22 06:41:00,0,0.038147315,0
794,VIA-00034,2026-08-22 07:11:00,0,0.043003567,0
795,VIA-00034,2026-08-22 07:41:00,0,0.050040603,0
796,VIA-00034,2026-08-22 08:11:00,0,0.06257004,0
797,VIA-00034,2026-08-22 08:41:00,0,0.07440283,0
798,VIA-00034,2026-08-22 09:11:00,0,0.087822944,0
799,VIA-00034,2026-08-22 09:41:00,0,0.108743064,0
800,VIA-00034,2026-08-22 10:11:00,1,0.11448732,0
801,VIA-00034,2026-08-22 10:41:00,1,0.12648001,0
802,VIA-00034,2026-08-22 11:11:00,0,0.12551706,0
803,VIA-00034,2026-08-22 11:41:00,0,0.11080555,0
804,VIA-00034,2026-08-22 12:11:00,0,0.095175534,0
805,VIA-00034,2026-08-22 12:41:00,0,0.13801226,0
806,VIA-00034,2026-08-22 13:11:00,0,0.09918831,0
807,VIA-00034,2026-08-22 13:41:00,0,0.07963892,0
808,VIA-00034,2026-08-22 14:11:00,0,0.045361217,0
809,VIA-00034,2026-08-22 14:41:00,0,0.058315508,0
810,VIA-00034,2026-08-22 15:11:00,0,0.035075106,0
811,VIA-00034,2026-08-22 15:41:00,0,0.026938075,0
812,VIA-00034,2026-08-22 16:11:00,0,0.026828041,0
813,VIA-00034,2026-08-22 16:41:00,0,0.023397248,0
814,VIA-00034,2026-08-22 17:11:00,0,0.018307481,0
815,VIA-00034,2026-08-22 17:41:00,0,0.014556955,0
816,VIA-00034,2026-08-22 18:11:00,0,0.012681954,0
817,VIA-00035,2026-08-21 19:43:00,0,0.038453884,0
818,VIA-00035,2026-08-21 20:13:00,0,0.015889779,0
819,VIA-00035,2026-08-21 20:43:00,0,0.04906903,0
820,VIA-00035,2026-08-21 21:13:00,0,0.07500456,0
821,VIA-00035,2026-08-21 21:43:00,0,0.03984265,0
822,VIA-00035,2026-08-21 22:13:00,0,0.08215257,0
823,VIA-00035,2026-08-21 22:43:00,0,0.053040493,0
824,VIA-00035,2026-08-21 23:13:00,0,0.027068295,0
825,VIA-00035,2026-08-21 23:43:00,0,0.05197712,0
826,VIA-00035,2026-08-22 00:13:00,0,0.052384973,0
827,VIA-00035,2026-08-22 00:43:00,0,0.025468377,0
828,VIA-00035,2026-08-22 01:13:00,0,0.03888763,0
829,VIA-00035,2026-08-22 01:43:00,0,0.031215664,0
830,VIA-00035,2026-08-22 02:13:00,0,0.015646212,0
831,VIA-00035,2026-08-22 02:43:00,0,0.016544694,0
832,VIA-00035,2026-08-22 03:13:00,0,0.016005348,0
833,VIA-00035,2026-08-22 03:43:00,0,0.0078489715,0
834,VIA-00035,2026-08-22 04:13:00,0,0.008308723,0
835,VIA-00035,2026-08-22 04:43:00,0,0.005796039,0
836,VIA-00035,2026-08-22 05:13:00,0,0.0038306126,0
837,VIA-00035,2026-08-22 05:43:00,0,0.002909481,0
838,VIA-00035,2026-08-22 06:13:00,0,0.00224586,0
839,VIA-00035,2026-08-22 06:43:00,0,0.0020365734,0
840,VIA-00035,2026-08-22 07:13:00,0,0.0012119764,0
1033,VIA-00044,2026-08-23 16:07:00,0,0.026276948,0
1034,VIA-00044,2026-08-23 16:37:00,0,0.006155249,0
1035,VIA-00044,2026-08-23 17:07:00,0,0.01437682,0
1036,VIA-00044,2026-08-23 17:37:00,0,0.01909087,0
1037,VIA-00044,2026-08-23 18:07:00,0,0.020803075,0
1038,VIA-00044,2026-08-23 18:37:00,0,0.027484756,0
1039,VIA-00044,2026-08-23 19:07:00,0,0.029568871,0
1040,VIA-00044,2026-08-23 19:37:00,0,0.047188763,0
1041,VIA-00044,2026-08-23 20:07:00,0,0.04833201,0
1042,VIA-00044,2026-08-23 20:37:00,0,0.03774219,0
1043,VIA-00044,2026-08-23 21:07:00,0,0.03392669,0
1044,VIA-00044,2026-08-23 21:37:00,0,0.049370404,0
1045,VIA-00044,2026-08-23 22:07:00,0,0.032628585,0
1046,VIA-00044,2026-08-23 22:37:00,0,0.030491818,0
1047,VIA-00044,2026-08-23 23:07:00,0,0.028567553,0
1048,VIA-00044,2026-08-23 23:37:00,0,0.025514573,0
1049,VIA-00044,2026-08-24 00:07:00,0,0.023398632,0
1050,VIA-00044,2026-08-24 00:37:00,0,0.017908292,0
1051,VIA-00044,2026-08-24 01:07:00,0,0.015303028,0
1052,VIA-00044,2026-08-24 01:37:00,0,0.01878793,0
1053,VIA-00044,2026-08-24 02:07:00,0,0.016525423,0
1054,VIA-00044,2026-08-24 02:37:00,0,0.013451287,0
1055,VIA-00044,2026-08-24 03:07:00,0,0.0067208395,0
1056,VIA-00044,2026-08-24 03:37:00,0,0.008533934,0
1225,VIA-00052,2026-08-21 01:29:00,0,0.024164675,0
1226,VIA-00052,2026-08-21 01:59:00,0,0.0060720495,0
1227,VIA-00052,2026-08-21 02:29:00,0,0.011977097,0
1228,VIA-00052,2026-08-21 02:59:00,0,0.008513029,0
1229,VIA-00052,2026-08-21 03:29:00,0,0.013839437,0
1230,VIA-00052,2026-08-21 03:59:00,0,0.051455222,0
1231,VIA-00052,2026-08-21 04:29:00,0,0.016809084,0
1232,VIA-00052,2026-08-21 04:59:00,0,0.039401695,0
1234,VIA-00052,2026-08-21 05:59:00,0,0.08183678,0
1235,VIA-00052,2026-08-21 06:29:00,0,0.052667867,0
1236,VIA-00052,2026-08-21 06:59:00,0,0.074861206,0
1237,VIA-00052,2026-08-21 07:29:00,0,0.099661,0
1238,VIA-00052,2026-08-21 07:59:00,0,0.06798803,0
1239,VIA-00052,2026-08-21 08:29:00,0,0.05375982,0
1240,VIA-00052,2026-08-21 08:59:00,0,0.066419706,0
1241,VIA-00052,2026-08-21 09:29:00,1,0.06009284,0
1242,VIA-00052,2026-08-21 09:59:00,1,0.04555791,0
1243,VIA-00052,2026-08-21 10:29:00,0,0.051694296,0
1244,VIA-00052,2026-08-21 10:59:00,0,0.03852175,0
1245,VIA-00052,2026-08-21 11:29:00,0,0.031798504,0
1246,VIA-00052,2026-08-21 11:59:00,0,0.020781444,0
1247,VIA-00052,2026-08-21 12:29:00,0,0.013194729,0
1248,VIA-00052,2026-08-21 12:59:00,0,0.020882081,0
1441,VIA-00061,2026-08-23 02:28:00,0,0.04163739,0
1442,VIA-00061,2026-08-23 02:58:00,0,0.024163878,0
1443,VIA-00061,2026-08-23 03:28:00,0,0.017938308,0
1444,VIA-00061,2026-08-23 03:58:00,0,0.029479545,0
1445,VIA-00061,2026-08-23 04:28:00,0,0.054276656,0
1446,VIA-00061,2026-08-23 04:58:00,0,0.045145184,0
1447,VIA-00061,2026-08-23 05:28:00,0,0.017967984,0
1448,VIA-00061,2026-08-23 05:58:00,0,0.040174853,0
1449,VIA-00061,2026-08-23 06:28:00,0,0.06068125,0
1450,VIA-00061,2026-08-23 06:58:00,0,0.042394325,0
1451,VIA-00061,2026-08-23 07:28:00,0,0.011722689,0
1452,VIA-00061,2026-08-23 07:58:00,0,0.04134059,0
1453,VIA-00061,2026-08-23 08:28:00,0,0.032364067,0
1454,VIA-00061,2026-08-23 08:58:00,0,0.021764027,0
1455,VIA-00061,2026-08-23 09:28:00,0,0.010368769,0
1456,VIA-00061,2026-08-23 09:58:00,0,0.013798374,0
1457,VIA-00061,2026-08-23 10:28:00,0,0.0073274113,0
1458,VIA-00061,2026-08-23 10:58:00,0,0.007793634,0
1459,VIA-00061,2026-08-23 11:28:00,0,0.005455646,0
1460,VIA-00061,2026-08-23 11:58:00,0,0.0032178469,0
1461,VIA-00061,2026-08-23 12:28:00,0,0.0039827027,0
1462,VIA-00061,2026-08-23 12:58:00,0,0.004068151,0
1463,VIA-00061,2026-08-23 13:28:00,0,0.0018001812,0
1464,VIA-00061,2026-08-23 13:58:00,0,0.0016374228,0
1465,VIA-00062,2026-08-23 10:32:00,0,0.024305094,0
1466,VIA-00062,2026-08-23 11:02:00,0,0.0033908174,0
1467,VIA-00062,2026-08-23 11:32:00,0,0.0051555745,0
1468,VIA-00062,2026-08-23 12:02:00,0,0.009459213,0
1470,VIA-00062,2026-08-23 13:02:00,0,0.008277646,0
1472,VIA-00062,2026-08-23 14:02:00,0,0.011967327,0
1473,VIA-00062,2026-08-23 14:32:00,0,0.013892413,0
1474,VIA-00062,2026-08-23 15:02:00,0,0.012375692,0
1475,VIA-00062,2026-08-23 15:32:00,0,0.00682792,0
1476,VIA-00062,2026-08-23 16:02:00,0,0.009636186,0
1477,VIA-00062,2026-08-23 16:32:00,0,0.016160194,0
1478,VIA-00062,2026-08-23 17:02:00,0,0.015302489,0
1479,VIA-00062,2026-08-23 17:32:00,0,0.02176946,0
1480,VIA-00062,2026-08-23 18:02:00,0,0.02948855,0
1481,VIA-00062,2026-08-23 18:32:00,0,0.010691504,0
1482,VIA-00062,2026-08-23 19:02:00,0,0.00885175,0
1483,VIA-00062,2026-08-23 19:32:00,0,0.014633996,0
1484,VIA-00062,2026-08-23 20:02:00,0,0.0070625707,0
1485,VIA-00062,2026-08-23 20:32:00,0,0.007908604,0
1486,VIA-00062,2026-08-23 21:02:00,0,0.007510578,0
1487,VIA-00062,2026-08-23 21:32:00,0,0.008255443,0
1488,VIA-00062,2026-08-23 22:02:00,0,0.0024604849,0
2065,VIA-00087,2026-08-25 10:00:00,1,0.03647105,0
2066,VIA-00087,2026-08-25 10:30:00,1,0.019697027,0
2067,VIA-00087,2026-08-25 11:00:00,0,0.019900838,0
2068,VIA-00087,2026-08-25 11:30:00,0,0.021847084,0
2069,VIA-00087,2026-08-25 12:00:00,1,0.031369764,0
2070,VIA-00087,2026-08-25 12:30:00,1,0.03510656,0
2071,VIA-00087,2026-08-25 13:00:00,1,0.037994884,0
2072,VIA-00087,2026-08-25 13:30:00,1,0.04475068,0
2073,VIA-00087,2026-08-25 14:00:00,1,0.9817983,1
2074,VIA-00087,2026-08-25 14:30:00,1,0.86696994,1
2075,VIA-00087,2026-08-25 15:00:00,1,0.77829665,1
2076,VIA-00087,2026-08-25 15:30:00,1,0.5404044,1
2077,VIA-00087,2026-08-25 16:00:00,0,0.8624556,1
2078,VIA-00087,2026-08-25 16:30:00,0,0.04444233,0
2079,VIA-00087,2026-08-25 17:00:00,0,0.099581875,0
2080,VIA-00087,2026-08-25 17:30:00,0,0.118422724,0
2081,VIA-00087,2026-08-25 18:00:00,0,0.07664614,0
2082,VIA-00087,2026-08-25 18:30:00,0,0.0597575,0
2083,VIA-00087,2026-08-25 19:00:00,0,0.045906104,0
2084,VIA-00087,2026-08-25 19:30:00,0,0.08341785,0
2085,VIA-00087,2026-08-25 20:00:00,0,0.057327773,0
2086,VIA-00087,2026-08-25 20:30:00,0,0.042131405,0
2087,VIA-00087,2026-08-25 21:00:00,0,0.027987432,0
2088,VIA-00087,2026-08-25 21:30:00,0,0.02925763,0
2233,VIA-00094,2026-08-25 00:21:00,0,0.019949796,0
2234,VIA-00094,2026-08-25 00:51:00,0,0.009760229,0
2235,VIA-00094,2026-08-25 01:21:00,0,0.026428167,0
2236,VIA-00094,2026-08-25 01:51:00,0,0.028585128,0
2237,VIA-00094,2026-08-25 02:21:00,0,0.042216275,0
2238,VIA-00094,2026-08-25 02:51:00,0,0.04660582,0
2239,VIA-00094,2026-08-25 03:21:00,0,0.046895847,0
2240,VIA-00094,2026-08-25 03:51:00,0,0.078144334,0
2241,VIA-00094,2026-08-25 04:21:00,0,0.077878885,0
2242,VIA-00094,2026-08-25 04:51:00,0,0.10498568,0
2243,VIA-00094,2026-08-25 05:21:00,1,0.09076232,0
2244,VIA-00094,2026-08-25 05:51:00,1,0.09933212,0
2245,VIA-00094,2026-08-25 06:21:00,0,0.089367956,0
2246,VIA-00094,2026-08-25 06:51:00,0,0.10788563,0
2247,VIA-00094,2026-08-25 07:21:00,0,0.10218018,0
2248,VIA-00094,2026-08-25 07:51:00,0,0.0860308,0
2249,VIA-00094,2026-08-25 08:21:00,0,0.07534373,0
2250,VIA-00094,2026-08-25 08:51:00,0,0.045982838,0
2251,VIA-00094,2026-08-25 09:21:00,0,0.03604276,0
2252,VIA-00094,2026-08-25 09:51:00,0,0.04363981,0
2253,VIA-00094,2026-08-25 10:21:00,0,0.02624239,0
2254,VIA-00094,2026-08-25 10:51:00,0,0.031346865,0
2255,VIA-00094,2026-08-25 11:21:00,0,0.022211665,0
2256,VIA-00094,2026-08-25 11:51:00,0,0.020734377,0
2401,VIA-00101,2026-08-22 14:34:00,0,0.028607676,0
2402,VIA-00101,2026-08-22 15:04:00,0,0.012492051,0
2403,VIA-00101,2026-08-22 15:34:00,0,0.02457934,0
2404,VIA-00101,2026-08-22 16:04:00,0,0.026881961,0
2405,VIA-00101,2026-08-22 16:34:00,0,0.023983078,0
2406,VIA-00101,2026-08-22 17:04:00,0,0.005448993,0
2407,VIA-00101,2026-08-22 17:34:00,0,0.017893681,0
2408,VIA-00101,2026-08-22 18:04:00,0,0.03261041,0
2409,VIA-00101,2026-08-22 18:34:00,0,0.024929551,0
2410,VIA-00101,2026-08-22 19:04:00,0,0.054604787,0
2411,VIA-00101,2026-08-22 19:34:00,0,0.012862299,0
2412,VIA-00101,2026-08-22 20:04:00,0,0.04215046,0
2413,VIA-00101,2026-08-22 20:34:00,0,0.0567524,0
2414,VIA-00101,2026-08-22 21:04:00,0,0.03542632,0
2415,VIA-00101,2026-08-22 21:34:00,0,0.0305721,0
2416,VIA-00101,2026-08-22 22:04:00,0,0.037192766,0
2417,VIA-00101,2026-08-22 22:34:00,0,0.02773961,0
2418,VIA-00101,2026-08-22 23:04:00,0,0.019483566,0
2419,VIA-00101,2026-08-22 23:34:00,0,0.012416737,0
2420,VIA-00101,2026-08-23 00:04:00,0,0.011095832,0
2421,VIA-00101,2026-08-23 00:34:00,0,0.008759002,0
2422,VIA-00101,2026-08-23 01:04:00,0,0.008360454,0
2423,VIA-00101,2026-08-23 01:34:00,0,0.005339272,0
2424,VIA-00101,2026-08-23 02:04:00,0,0.0048620505,0
2689,VIA-00113,2026-08-25 03:06:00,0,0.033506017,0
2690,VIA-00113,2026-08-25 03:36:00,0,0.027144602,0
2691,VIA-00113,2026-08-25 04:06:00,0,0.01605529,0
2692,VIA-00113,2026-08-25 04:36:00,0,0.013771349,0
2693,VIA-00113,2026-08-25 05:06:00,0,0.02331259,0
2694,VIA-00113,2026-08-25 05:36:00,0,0.024689477,0
2695,VIA-00113,2026-08-25 06:06:00,0,0.03376174,0
2696,VIA-00113,2026-08-25 06:36:00,0,0.024972508,0
2697,VIA-00113,2026-08-25 07:06:00,0,0.03046717,0
2698,VIA-00113,2026-08-25 07:36:00,0,0.037272952,0
2699,VIA-00113,2026-08-25 08:06:00,0,0.052220866,0
2700,VIA-00113,2026-08-25 08:36:00,0,0.045920394,0
2701,VIA-00113,2026-08-25 09:06:00,0,0.065815814,0
2702,VIA-00113,2026-08-25 09:36:00,0,0.05680381,0
2703,VIA-00113,2026-08-25 10:06:00,0,0.08854083,0
2704,VIA-00113,2026-08-25 10:36:00,0,0.060906578,0
2705,VIA-00113,2026-08-25 11:06:00,0,0.046334572,0
2706,VIA-00113,2026-08-25 11:36:00,0,0.02987439,0
2707,VIA-00113,2026-08-25 12:06:00,0,0.038447674,0
2708,VIA-00113,2026-08-25 12:36:00,0,0.028393013,0
2709,VIA-00113,2026-08-25 13:06:00,0,0.022257002,0
2710,VIA-00113,2026-08-25 13:36:00,0,0.016733997,0
2711,VIA-00113,2026-08-25 14:06:00,0,0.01692108,0
2712,VIA-00113,2026-08-25 14:36:00,0,0.008875837,0
2713,VIA-00114,2026-08-21 00:50:00,0,0.047036458,0
2714,VIA-00114,2026-08-21 01:20:00,0,0.04020739,0
2715,VIA-00114,2026-08-21 01:50:00,0,0.043405842,0
2716,VIA-00114,2026-08-21 02:20:00,0,0.063487604,0
2717,VIA-00114,2026-08-21 02:50:00,0,0.06350329,0
2718,VIA-00114,2026-08-21 03:20:00,0,0.08398715,0
2719,VIA-00114,2026-08-21 03:50:00,0,0.13994424,0
2720,VIA-00114,2026-08-21 04:20:00,0,0.066816814,0
2721,VIA-00114,2026-08-21 04:50:00,0,0.11348999,0
2722,VIA-00114,2026-08-21 05:20:00,0,0.17061287,0
2723,VIA-00114,2026-08-21 05:50:00,0,0.15585715,0
2724,VIA-00114,2026-08-21 06:20:00,0,0.18142244,0
2725,VIA-00114,2026-08-21 06:50:00,0,0.16697623,0
2726,VIA-00114,2026-08-21 07:20:00,0,0.19283594,0
2727,VIA-00114,2026-08-21 07:50:00,0,0.18780227,0
2728,VIA-00114,2026-08-21 08:20:00,0,0.08656354,0
2729,VIA-00114,2026-08-21 08:50:00,0,0.11545531,0
2730,VIA-00114,2026-08-21 09:20:00,0,0.06620543,0
2731,VIA-00114,2026-08-21 09:50:00,0,0.07883449,0
2732,VIA-00114,2026-08-21 10:20:00,0,0.07097975,0
2733,VIA-00114,2026-08-21 10:50:00,0,0.049113546,0
2734,VIA-00114,2026-08-21 11:20:00,0,0.026868418,0
2735,VIA-00114,2026-08-21 11:50:00,0,0.025719458,0
2736,VIA-00114,2026-08-21 12:20:00,0,0.016267043,0
2761,VIA-00116,2026-08-22 15:22:00,0,0.050976288,0
2762,VIA-00116,2026-08-22 15:52:00,0,0.02618877,0
2763,VIA-00116,2026-08-22 16:22:00,0,0.022041772,0
2764,VIA-00116,2026-08-22 16:52:00,0,0.020354375,0
2765,VIA-00116,2026-08-22 17:22:00,0,0.014126365,0
2766,VIA-00116,2026-08-22 17:52:00,0,0.03177928,0
2767,VIA-00116,2026-08-22 18:22:00,0,0.03918429,0
2768,VIA-00116,2026-08-22 18:52:00,0,0.015089888,0
2769,VIA-00116,2026-08-22 19:22:00,0,0.03928171,0
2770,VIA-00116,2026-08-22 19:52:00,0,0.035263624,0
2771,VIA-00116,2026-08-22 20:22:00,0,0.03656841,0
2772,VIA-00116,2026-08-22 20:52:00,0,0.029725749,0
2773,VIA-00116,2026-08-22 21:22:00,0,0.013831097,0
2774,VIA-00116,2026-08-22 21:52:00,0,0.03920658,0
2775,VIA-00116,2026-08-22 22:22:00,0,0.026061868,0
2776,VIA-00116,2026-08-22 22:52:00,0,0.029106855,0
2777,VIA-00116,2026-08-22 23:22:00,0,0.014480445,0
2778,VIA-00116,2026-08-22 23:52:00,0,0.009925781,0
2779,VIA-00116,2026-08-23 00:22:00,0,0.017580522,0
2780,VIA-00116,2026-08-23 00:52:00,0,0.006457815,0
2781,VIA-00116,2026-08-23 01:22:00,0,0.006278408,0
2782,VIA-00116,2026-08-23 01:52:00,0,0.0029422338,0
2783,VIA-00116,2026-08-23 02:22:00,0,0.0065329447,0
