fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_en_cuarentena,timestamp_motivo,viaje_id_en_cuarentena,viaje_id_motivo,order_id_en_cuarentena,order_id_motivo,camion_id_en_cuarentena,camion_id_motivo,producto_id_en_cuarentena,producto_id_motivo,temperatura_cabina_c_en_cuarentena,temperatura_cabina_c_motivo,temp_unit_en_cuarentena,temp_unit_motivo,humedad_cabina_pct_en_cuarentena,humedad_cabina_pct_motivo,desviacion_termica_flag_en_cuarentena,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_en_cuarentena,desviacion_proximos_60min_flag_motivo,en_cuarentena_diagnostico,zona_horaria_origen,acciones_tratamiento,motivos_tratamiento,camion_id_tratado,temp_unit_tratado,temperatura_cabina_c_tratada,temperatura_convertida_f_a_c,humedad_cabina_pct_tratada,timestamp_bolivia_tratado,temperatura_imputada,humedad_imputada,motivo_cuarentena_final,en_cuarentena_final,decision_tratamiento,umbral_producto_evaluable,flag_termico_coherente,apta_kpi_termico,categoria_producto_maestro,tipo_camion_maestro,compatibilidad_tipo_camion_estado,posible_incompatibilidad_termica,compatibilidad_tipo_camion_motivo,apta_objetivo_60min
2184,2026-08-20 20:22:00,VIA-00091,ORD-2026-05940,CAM-26,PROD-053,-999.0,C,73.6,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-26,C,,False,73.6,2026-08-20 20:22:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
2927,2026-08-23 22:16:00,VIA-00122,ORD-2026-04337,CAM-04,PROD-039,-999.0,C,56.6,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-04,C,,False,56.6,2026-08-23 22:16:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
2959,2026-08-19 13:56:00,VIA-00124,ORD-2026-03143,CAM-18,PROD-029,23.82,C,55.8,0,0,True,Misma clave con datos diferentes; revisar ambas lecturas,True,Misma clave con datos diferentes; revisar ambas lecturas,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,CUARENTENA_CONFLICTO,Misma clave de lectura con datos distintos,CAM-18,C,23.82,False,55.8,2026-08-19 13:56:00,False,False,Clave de lectura en conflicto,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
3300,2026-08-28 17:57:00,VIA-00138,ORD-2026-05332,CAM-25,PROD-060,-17.81,C,,0,1,False,,False,,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,True,America/La_Paz,,,CAM-25,C,-17.81,False,,2026-08-28 17:57:00,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
3350,2026-08-16 02:53:00,VIA-00140,ORD-2026-03911,CAM-15,PROD-027,276.72,K,80.5,0,0,False,,False,,False,,False,,False,,False,Rango térmico no evaluado con unidad K,True,Kelvin no es unidad operacional esperada en AndinaLog,False,,False,,False,,True,America/La_Paz,,,CAM-15,K,,False,80.5,2026-08-16 02:53:00,False,False,Unidad térmica no operacional o desconocida | Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
3617,2026-08-29 19:50:00,VIA-00151,ORD-2026-05731,CAM-23,PROD-048,,C,47.4,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-23,C,,False,47.4,2026-08-29 19:50:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
4065,2026-08-03 13:07:00,VIA-00170,ORD-2026-04828,CAM-01,PROD-045,2.59,C,,0,0,False,,False,,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,True,America/La_Paz,,,CAM-01,C,2.59,False,,2026-08-03 13:07:00,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
4067,2026-08-03 14:07:00,VIA-00170,ORD-2026-04828,CAM-01,PROD-045,4.02,C,,0,1,False,,False,,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,True,America/La_Paz,,,CAM-01,C,4.02,False,,2026-08-03 14:07:00,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
4102,2026-08-21 22:55:00,VIA-00171,ORD-2026-04015,CAM-03,PROD-018,,C,48.9,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-03,C,,False,48.9,2026-08-21 22:55:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,False,False,False,Seco,Seco,SIN_ALERTA,False,,False
4537,2026-02-31 09:15:00,VIA-00190,ORD-2026-07185,CAM-28,PROD-051,-17.76,C,76.6,0,0,True,Formato o fecha de calendario inválidos,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,,,CAM-28,C,-17.76,False,76.6,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
4768,2026-02-31 09:15:00,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,16.79,C,42.4,0,0,True,Formato o fecha de calendario inválidos,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,,,CAM-28,C,16.79,False,42.4,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
5043,2026-08-02 02:10:00,VIA-00211,ORD-2026-00598,CAM-08,PROD-038,-999.0,C,52.2,0,1,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-08,C,,False,52.2,2026-08-02 02:10:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
5113,2026-08-02 10:22:00,VIA-00214,ORD-2026-00997,CAM-08,PROD-047,4.16,C,,0,0,False,,False,,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,True,America/La_Paz,,,CAM-08,C,4.16,False,,2026-08-02 10:22:00,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
5161,2026-08-18 12:40:00,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,-999.0,C,75.3,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-08,C,,False,75.3,2026-08-18 12:40:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
5222,2026-08-26 13:40:00,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,-999.0,C,49.9,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-17,C,,False,49.9,2026-08-26 13:40:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
5316,2026-08-30 05:48:00,VIA-00222,ORD-2026-02741,CAM-15,PROD-008,,C,66.7,1,1,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-15,C,,False,66.7,2026-08-30 05:48:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
5370,2026-08-22 01:33:00,VIA-00224,ORD-2026-04902,CAM-04,PROD-006,-999.0,C,41.6,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-04,C,,False,41.6,2026-08-22 01:33:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
5823,2026-02-31 09:15:00,VIA-00243,ORD-2026-02147,CAM-24,PROD-058,-17.9,C,74.8,0,0,True,Formato o fecha de calendario inválidos,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,,,CAM-24,C,-17.9,False,74.8,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
5856,2026-08-20 20:53:00,VIA-00244,ORD-2026-06776,CAM-08,PROD-027,,C,67.8,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-08,C,,False,67.8,2026-08-20 20:53:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
6397,2026-08-14 03:37:00,VIA-00267,ORD-2026-07158,CAM-03,PROD-012,,C,51.8,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-03,C,,False,51.8,2026-08-14 03:37:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
7245,2026-08-26 22:51:00,VIA-00302,ORD-2026-00057,CAM-20,PROD-045,4.76,C,,0,0,False,,False,,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,True,America/La_Paz,,,CAM-20,C,4.76,False,,2026-08-26 22:51:00,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
7331,2026-08-05 05:12:00,VIA-00306,ORD-2026-06512,CAM-24,PROD-045,-999.0,C,67.2,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-24,C,,False,67.2,2026-08-05 05:12:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
7391,2026-08-16 21:21:00,VIA-00308,ORD-2026-02207,CAM-01,PROD-053,,C,94.3,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-01,C,,False,94.3,2026-08-16 21:21:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
7583,2026-08-18 15:59:00,VIA-00316,ORD-2026-04476,CAM-11,PROD-021,,C,75.0,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-11,C,,False,75.0,2026-08-18 15:59:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
7681,2026-08-07 14:40:00,VIA-00321,ORD-2026-04625,CAM-21,PROD-005,18.9,C,-50.5,0,0,False,,False,,False,,False,,False,,False,,False,,True,Humedad fuera de 0 a 100 %,False,,False,,True,America/La_Paz,,,CAM-21,C,18.9,False,,2026-08-07 14:40:00,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
7749,2026-08-07 10:26:00,VIA-00323,ORD-2026-06309,CAM-24,PROD-002,-999.0,C,51.2,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-24,C,,False,51.2,2026-08-07 10:26:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
7776,2026-08-19 17:26:00,VIA-00324,ORD-2026-05843,CAM-03,PROD-057,,C,51.0,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-03,C,,False,51.0,2026-08-19 17:26:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
8028,2026-08-29 14:16:00,VIA-00335,ORD-2026-07179,CAM-29,PROD-030,,C,37.7,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-29,C,,False,37.7,2026-08-29 14:16:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
8232,2026-08-09 00:00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.43,C,,0,0,False,,False,,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,True,America/La_Paz,,,CAM-08,C,3.43,False,,2026-08-09 00:00:00,False,False,Humedad sin valor recuperable,True,CUARENTENA,False,False,False,Fresco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
8696,2026-02-31 09:15:00,VIA-00363,ORD-2026-07429,CAM-10,PROD-001,2.74,C,70.2,0,0,True,Formato o fecha de calendario inválidos,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,,,CAM-10,C,2.74,False,70.2,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
9215,2026-08-15 19:53:00,VIA-00384,ORD-2026-00605,CAM-06,PROD-014,-999.0,C,52.6,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-06,C,,False,52.6,2026-08-15 19:53:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
9456,2026-02-31 09:15:00,VIA-00394,ORD-2026-07231,CAM-25,PROD-046,19.91,C,41.7,0,0,True,Formato o fecha de calendario inválidos,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,,,CAM-25,C,19.91,False,41.7,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
10080,2026-08-03 21:51:00,VIA-00420,ORD-2026-02885,CAM-15,PROD-035,,C,61.5,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-15,C,,False,61.5,2026-08-03 21:51:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
10123,2026-02-31 09:15:00,VIA-00422,ORD-2026-00525,CAM-20,PROD-001,36.52,F,64.4,0,0,True,Formato o fecha de calendario inválidos,False,,False,,False,,False,,False,,True,Fahrenheit no cumple unidad C de ingesta; convertir en tratamiento,False,,False,,False,,True,America/La_Paz,CONVERTIR_F_A_C,Fahrenheit convertido a Celsius,CAM-20,C,2.511111111111113,True,64.4,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
10945,2026-08-19 10:13:00,VIA-00457,ORD-2026-01549,CAM-23,PROD-020,-999.0,C,36.9,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-23,C,,False,36.9,2026-08-19 10:13:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
11185,2026-08-15 09:38:00,VIA-00467,ORD-2026-07428,CAM-26,PROD-053,4.62,C,,0,0,False,,False,,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,True,America/La_Paz,,,CAM-26,C,4.62,False,,2026-08-15 09:38:00,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
11257,2026-08-30 03:12:00,VIA-00470,ORD-2026-00187,CAM-11,PROD-035,-999.0,C,75.7,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-11,C,,False,75.7,2026-08-30 03:12:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
11385,2026-08-27 19:42:00,VIA-00475,ORD-2026-01792,CAM-03,PROD-016,18.45,C,52.8,0,0,True,Misma clave con datos diferentes; revisar ambas lecturas,True,Misma clave con datos diferentes; revisar ambas lecturas,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,CUARENTENA_CONFLICTO,Misma clave de lectura con datos distintos,CAM-03,C,18.45,False,52.8,2026-08-27 19:42:00,False,False,Clave de lectura en conflicto,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
11926,2026-08-16 15:25:00,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,,C,57.7,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-03,C,,False,57.7,2026-08-16 15:25:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
12097,2026-08-11 07:38:00,VIA-00505,ORD-2026-02549,CAM-23,PROD-029,-999.0,C,45.0,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-23,C,,False,45.0,2026-08-11 07:38:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
12198,2026-08-11 11:33:00,VIA-00509,ORD-2026-05559,CAM-27,PROD-030,-999.0,C,47.4,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-27,C,,False,47.4,2026-08-11 11:33:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
12757,2026-08-30 22:23:00,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,,C,56.2,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-23,C,,False,56.2,2026-08-30 22:23:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
12771,2026-08-09 21:15:00,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,,C,49.3,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-11,C,,False,49.3,2026-08-09 21:15:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
13016,2026-08-28 23:01:00,VIA-00543,ORD-2026-03706,CAM-24,PROD-031,20.24,C,46.3,0,0,True,Misma clave con datos diferentes; revisar ambas lecturas,True,Misma clave con datos diferentes; revisar ambas lecturas,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,CUARENTENA_CONFLICTO,Misma clave de lectura con datos distintos,CAM-24,C,20.24,False,46.3,2026-08-28 23:01:00,False,False,Clave de lectura en conflicto,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
13029,2026-02-31 09:15:00,VIA-00543,ORD-2026-03706,CAM-24,PROD-031,16.59,C,46.4,0,0,True,Formato o fecha de calendario inválidos,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,,,CAM-24,C,16.59,False,46.4,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
13298,2026-08-02 02:54:00,VIA-00555,ORD-2026-05267,CAM-20,PROD-021,,C,82.8,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz,,,CAM-20,C,,False,82.8,2026-08-02 02:54:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
13440,2026-08-16 11:48:00,VIA-00560,ORD-2026-04169,CAM-12,PROD-046,-999.0,C,40.8,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-12,C,,False,40.8,2026-08-16 11:48:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
13692,2026-08-17 00:14:00,VIA-00571,ORD-2026-01188,CAM-19,PROD-049,-999.0,C,82.6,1,1,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-19,C,,False,82.6,2026-08-17 00:14:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,False,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
13824,2026-08-23 16:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,-999.0,C,42.5,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz,CENTINELA_A_FALTANTE,-999 no representa temperatura,CAM-16,C,,False,42.5,2026-08-23 16:19:00,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
14165,2026-02-31 09:15:00,VIA-00591,ORD-2026-05366,CAM-08,PROD-051,-17.62,C,56.1,0,0,True,Formato o fecha de calendario inválidos,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,America/La_Paz,,,CAM-08,C,-17.62,False,56.1,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
