fila_bronze,order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,order_id_en_cuarentena,order_id_motivo,cliente_id_en_cuarentena,cliente_id_motivo,producto_id_en_cuarentena,producto_id_motivo,fecha_despacho_en_cuarentena,fecha_despacho_motivo,centro_distribucion_en_cuarentena,centro_distribucion_motivo,camion_id_en_cuarentena,camion_id_motivo,chofer_id_en_cuarentena,chofer_id_motivo,cantidad_solicitada_en_cuarentena,cantidad_solicitada_motivo,cantidad_entregada_en_cuarentena,cantidad_entregada_motivo,tiempo_entrega_prometido_hrs_en_cuarentena,tiempo_entrega_prometido_hrs_motivo,tiempo_entrega_real_hrs_en_cuarentena,tiempo_entrega_real_hrs_motivo,otif_on_time_en_cuarentena,otif_on_time_motivo,otif_in_full_en_cuarentena,otif_in_full_motivo,otif_en_cuarentena,otif_motivo,en_cuarentena
16,ORD-2026-00016,CLI-083,PROD-025,2026-08-19 17:51:00,Santa Cruz,CAM-08,CHO-037,18,18.0,24,18.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
17,ORD-2026-00017,CLI-023,PROD-021,2026-08-19 08:34:00,Oruro,CAM-24,CHO-027,248,248.0,48,44.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
18,ORD-2026-00018,CLI-090,PROD-052,2026-08-01 16:01:00,Oruro,CAM-24,CHO-066,373,373.0,48,39.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
19,ORD-2026-00019,CLI-040,PROD-028,2026-08-20 02:43:00,Oruro,CAM-24,CHO-038,36,36.0,24,27.1,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
20,ORD-2026-00020,CLI-035,PROD-016,2026-08-25 20:47:00,Santa Cruz,CAM-18,CHO-116,228,228.0,48,28.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
21,ORD-2026-00021,CLI-041,PROD-012,2026-08-09 21:51:00,La Paz,CAM-28,CHO-094,325,314.0,48,34.5,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
22,ORD-2026-00022,CLI-019,PROD-001,2026-08-29 11:25:00,Santa Cruz,CAM-08,CHO-138,271,263.0,24,19.6,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
23,ORD-2026-00023,CLI-057,PROD-048,2026-08-06 02:22:00,Oruro,CAM-24,CHO-095,20,20.0,48,44.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
24,ORD-2026-00024,CLI-026,PROD-007,2026-08-15 06:30:00,Cochabamba,CAM-05,CHO-003,244,244.0,72,59.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
25,ORD-2026-00025,CLI-055,PROD-048,2026-08-30 10:41:00,Santa Cruz,CAM-08,CHO-145,347,347.0,48,47.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
26,ORD-2026-00026,CLI-090,PROD-009,2026-08-13 09:22:00,Tarija,CAM-19,CHO-014,174,174.0,24,15.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
27,ORD-2026-00027,CLI-065,PROD-040,2026-08-19 04:00:00,Tarija,CAM-26,CHO-078,395,395.0,48,24.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
28,ORD-2026-00028,CLI-040,PROD-005,2026-08-10 07:44:00,La Paz,CAM-28,CHO-073,162,162.0,24,18.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
29,ORD-2026-00029,CLI-045,PROD-047,2026-08-10 11:31:00,Tarija,CAM-26,CHO-014,297,297.0,24,17.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
30,ORD-2026-00030,CLI-045,PROD-011,2026-08-08 09:10:00,Oruro,CAM-20,CHO-095,433,433.0,48,41.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
31,ORD-2026-00031,CLI-053,PROD-002,2026-08-03 14:59:00,Tarija,CAM-26,CHO-084,426,426.0,24,12.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
32,ORD-2026-00032,CLI-100,PROD-045,2026-08-18 22:07:00,La Paz,CAM-28,CHO-006,119,119.0,24,23.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
33,ORD-2026-00033,CLI-075,PROD-005,2026-08-18 01:52:00,Cochabamba,CAM-22,CHO-151,435,435.0,24,22.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
34,ORD-2026-00034,CLI-037,PROD-003,2026-08-21 00:10:00,Cochabamba,CAM-05,CHO-033,299,299.0,48,44.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
35,ORD-2026-00035,CLI-023,PROD-036,2026-08-04 02:19:00,Tarija,CAM-26,CHO-055,318,300.0,48,38.2,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
36,ORD-2026-00036,CLI-029,PROD-019,2026-08-15 20:28:00,Santa Cruz,CAM-29,CHO-137,283,268.0,72,54.8,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
37,ORD-2026-00037,CLI-029,PROD-035,2026-08-25 08:37:00,Tarija,CAM-26,CHO-032,116,116.0,24,22.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
38,ORD-2026-00038,CLI-070,PROD-050,2026-08-03 17:46:00,La Paz,CAM-10,CHO-056,435,435.0,72,59.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
39,ORD-2026-00039,CLI-042,PROD-017,2026-08-11 19:48:00,La Paz,CAM-28,CHO-094,219,219.0,24,15.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
40,ORD-2026-00040,CLI-076,PROD-033,2026-08-14 12:51:00,La Paz,CAM-07,CHO-004,416,416.0,48,53.1,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
41,ORD-2026-00041,CLI-100,PROD-060,2026-08-05 07:46:00,Oruro,CAM-24,CHO-038,15,15.0,48,33.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
42,ORD-2026-00042,CLI-028,PROD-031,2026-08-21 15:27:00,Cochabamba,CAM-30,CHO-033,343,343.0,24,21.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
43,ORD-2026-00043,CLI-077,PROD-030,2026-08-13 03:10:00,La Paz,CAM-04,CHO-018,75,75.0,48,46.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
44,ORD-2026-00044,CLI-021,PROD-038,2026-08-13 18:53:00,La Paz,CAM-28,CHO-011,160,160.0,48,42.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
45,ORD-2026-00045,CLI-056,PROD-036,2026-08-09 10:25:00,Oruro,CAM-20,CHO-046,170,170.0,48,40.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
46,ORD-2026-00046,CLI-075,PROD-021,2026-08-19 22:34:00,Tarija,CAM-19,CHO-055,149,149.0,72,58.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
47,ORD-2026-00047,CLI-037,PROD-027,2026-08-16 15:00:00,Cochabamba,CAM-11,CHO-012,226,226.0,48,38.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
48,ORD-2026-00048,CLI-065,PROD-028,2026-08-06 11:26:00,Cochabamba,CAM-05,CHO-012,128,128.0,24,20.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
49,ORD-2026-00049,CLI-090,PROD-049,2026-08-08 03:51:00,Oruro,CAM-24,CHO-066,302,302.0,48,38.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
50,ORD-2026-00050,CLI-026,PROD-025,2026-08-07 00:34:00,Tarija,CAM-19,CHO-055,264,264.0,72,80.3,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
51,ORD-2026-00051,CLI-020,PROD-013,2026-08-16 17:44:00,Santa Cruz,CAM-29,CHO-118,94,94.0,24,18.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
52,ORD-2026-00052,CLI-025,PROD-053,2026-08-05 19:14:00,Tarija,CAM-26,CHO-068,327,327.0,24,15.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
53,ORD-2026-00053,CLI-057,PROD-025,2026-08-07 17:09:00,La Paz,CAM-28,CHO-104,223,223.0,24,24.8,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
54,ORD-2026-00054,CLI-033,PROD-021,2026-08-21 10:39:00,Santa Cruz,CAM-08,CHO-021,218,218.0,48,37.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
55,ORD-2026-00055,CLI-080,PROD-028,2026-08-08 11:06:00,La Paz,CAM-28,CHO-094,466,466.0,48,42.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
56,ORD-2026-00056,CLI-031,PROD-058,2026-08-17 17:35:00,Tarija,CAM-19,CHO-099,326,326.0,24,21.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
57,ORD-2026-00057,CLI-071,PROD-045,2026-08-26 12:51:00,Oruro,CAM-20,CHO-027,334,334.0,24,22.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
58,ORD-2026-00058,CLI-028,PROD-017,2026-08-23 08:18:00,La Paz,CAM-15,CHO-009,491,491.0,48,46.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
59,ORD-2026-00059,CLI-073,PROD-017,2026-08-03 02:42:00,La Paz,CAM-07,CHO-006,412,412.0,48,48.1,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
60,ORD-2026-00060,CLI-079,PROD-035,2026-08-06 21:35:00,Oruro,CAM-20,CHO-066,22,22.0,48,48.5,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
61,ORD-2026-00061,CLI-067,PROD-002,2026-08-29 06:06:00,La Paz,CAM-12,CHO-011,354,344.0,48,46.9,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
62,ORD-2026-00062,CLI-011,PROD-028,2026-08-20 17:43:00,Santa Cruz,CAM-18,CHO-137,108,108.0,72,44.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
63,ORD-2026-00063,CLI-010,PROD-002,2026-08-14 20:14:00,Santa Cruz,CAM-08,CHO-114,79,79.0,48,36.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
64,ORD-2026-00064,CLI-032,PROD-043,2026-08-13 16:30:00,Tarija,CAM-26,CHO-025,182,182.0,72,50.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
65,ORD-2026-00065,CLI-032,PROD-037,2026-08-11 00:54:00,Oruro,CAM-20,CHO-046,291,274.0,72,69.2,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
66,ORD-2026-00066,CLI-032,PROD-009,2026-08-19 12:24:00,La Paz,CAM-15,CHO-094,455,455.0,24,22.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
67,ORD-2026-00067,CLI-046,PROD-001,2026-08-13 09:22:00,La Paz,CAM-15,CHO-094,60,60.0,72,66.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
68,ORD-2026-00068,CLI-049,PROD-007,2026-08-25 16:46:00,Tarija,CAM-21,CHO-119,306,306.0,48,31.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
69,ORD-2026-00069,CLI-081,PROD-029,2026-08-18 02:11:00,La Paz,CAM-15,CHO-009,102,102.0,24,16.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
70,ORD-2026-00070,CLI-054,PROD-042,2026-08-02 12:44:00,Cochabamba,CAM-27,CHO-096,70,70.0,72,50.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
71,ORD-2026-00071,CLI-033,PROD-056,2026-08-27 14:56:00,Oruro,CAM-20,CHO-066,299,299.0,24,26.9,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
72,ORD-2026-00072,CLI-079,PROD-044,2026-08-19 18:46:00,Cochabamba,CAM-11,CHO-098,248,246.0,24,18.7,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
73,ORD-2026-00073,CLI-077,PROD-017,2026-08-06 11:35:00,Santa Cruz,CAM-29,CHO-034,265,262.0,72,63.9,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
74,ORD-2026-00074,CLI-075,PROD-010,2026-08-21 01:59:00,Santa Cruz,CAM-29,CHO-149,52,52.0,24,16.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
75,ORD-2026-00075,CLI-005,PROD-037,2026-08-20 19:05:00,Oruro,CAM-24,CHO-095,299,299.0,72,57.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
76,ORD-2026-00076,CLI-056,PROD-056,2026-08-08 14:37:00,Cochabamba,CAM-22,CHO-136,229,229.0,72,59.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
77,ORD-2026-00077,CLI-052,PROD-028,2026-08-16 00:53:00,Cochabamba,CAM-06,CHO-019,288,288.0,72,52.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
78, ord-2026-00078 ,CLI-041,PROD-047,2026-08-03 06:01:00,Santa Cruz,CAM-08,CHO-105,386,379.0,72,68.7,1,0,0,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
79,ORD-2026-00079,CLI-099,PROD-007,2026-08-27 21:24:00,Oruro,CAM-24,CHO-046,362,362.0,48,34.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
80,ORD-2026-00080,CLI-069,PROD-002,2026-08-29 07:45:00,Oruro,CAM-20,CHO-066,336,336.0,48,33.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
81,ORD-2026-00081,CLI-034,PROD-059,2026-08-14 07:31:00,La Paz,CAM-07,CHO-001,390,390.0,48,41.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
82,ORD-2026-00082,CLI-020,PROD-002,2026-08-23 11:07:00,Santa Cruz,CAM-18,CHO-015,258,258.0,72,64.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
83,ORD-2026-00083,CLI-064,PROD-054,2026-08-21 15:00:00,Santa Cruz,CAM-08,CHO-075,103,103.0,48,34.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
84,ORD-2026-00084,CLI-020,PROD-019,2026-08-28 08:59:00,Cochabamba,CAM-11,CHO-003,327,327.0,48,45.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
85,ORD-2026-00085,CLI-093,PROD-033,2026-08-10 20:11:00,Santa Cruz,CAM-23,CHO-139,57,57.0,72,63.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
86,ORD-2026-00086,CLI-088,PROD-055,2026-08-06 22:39:00,Cochabamba,CAM-13,CHO-017,322,322.0,24,21.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
87,ORD-2026-00087,CLI-044,PROD-042,2026-08-05 12:56:00,Oruro,CAM-20,CHO-027,244,244.0,48,32.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
88,ORD-2026-00088,CLI-089,PROD-035,2026-08-05 23:19:00,Oruro,CAM-20,CHO-046,208,208.0,48,38.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
89,ORD-2026-00089,CLI-053,PROD-031,2026-08-25 08:32:00,Cochabamba,CAM-13,CHO-044,417,417.0,24,25.2,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
90,ORD-2026-00090,CLI-037,PROD-033,2026-08-23 04:01:00,Cochabamba,CAM-11,CHO-088,455,455.0,72,74.8,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
91,ORD-2026-00091,CLI-037,PROD-043,2026-08-22 17:57:00,Santa Cruz,CAM-08,CHO-090,408,408.0,24,21.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
92,ORD-2026-00092,CLI-034,PROD-019,2026-08-12 05:35:00,Tarija,CAM-26,CHO-005,249,249.0,24,22.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
93,ORD-2026-00093,CLI-021,PROD-043,2026-08-12 12:10:00,La Paz,CAM-15,CHO-073,211,211.0,24,13.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
94,ORD-2026-00094,CLI-030,PROD-024,2026-08-25 10:53:00,Santa Cruz,CAM-09,CHO-106,317,317.0,24,18.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
95,ORD-2026-00095,CLI-039,PROD-030,2026-08-12 06:14:00,Cochabamba,CAM-06,CHO-057,342,342.0,72,83.0,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
96,ORD-2026-00096,CLI-035,PROD-052,2026-08-16 13:01:00,Oruro,CAM-20,CHO-038,38,38.0,24,19.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
97,ORD-2026-00097,CLI-088,PROD-004,2026-08-07 09:15:00,Santa Cruz,CAM-08,CHO-118,242,242.0,24,23.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
98,ORD-2026-00098,CLI-053,PROD-012,2026-08-01 13:18:00,Tarija,CAM-19,CHO-067,217,217.0,48,40.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
99,ORD-2026-00099,CLI-088,PROD-027,2026-08-04 03:40:00,Cochabamba,CAM-25,CHO-148,339,339.0,24,22.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
100,ORD-2026-00100,CLI-006,PROD-049,2026-08-17 20:52:00,Tarija,CAM-26,CHO-005,20,20.0,24,32.6,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
101,ORD-2026-00101,CLI-062,PROD-054,2026-08-10 14:44:00,Cochabamba,CAM-22,CHO-085,94,94.0,24,26.1,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
102,ORD-2026-00102,CLI-078,PROD-035,2026-08-07 06:58:00,Oruro,CAM-20,CHO-095,265,265.0,24,22.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
103,ORD-2026-00103,CLI-020,PROD-007,2026-08-21 12:10:00,Oruro,CAM-03,CHO-046,66,66.0,72,70.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
104,ORD-2026-00104,CLI-015,PROD-004,2026-08-28 18:40:00,Oruro,CAM-20,CHO-095,144,144.0,72,56.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
105,ORD-2026-00105,CLI-017,PROD-017,2026-08-08 01:28:00,Santa Cruz,CAM-18,CHO-139,234,234.0,24,18.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
106,ORD-2026-00106,CLI-047,PROD-002,2026-08-09 19:14:00,La Paz,CAM-04,CHO-130,394,394.0,72,73.9,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
107,ORD-2026-00107,CLI-061,PROD-057,2026-08-09 23:48:00,La Paz,CAM-12,CHO-054,10,10.0,72,58.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
108,ORD-2026-00108,CLI-043,PROD-004,2026-08-03 04:44:00,Tarija,CAM-26,CHO-005,115,115.0,48,38.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
109,ORD-2026-00109,CLI-053,PROD-011,2026-08-01 10:40:00,Santa Cruz,CAM-08,CHO-150,181,181.0,72,68.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
110,ORD-2026-00110,CLI-074,PROD-029,2026-08-28 12:54:00,Santa Cruz,CAM-18,CHO-145,466,466.0,48,43.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
