order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,_fila_bronze,errores_bloqueantes,motivos_transformacion,motivos_imputacion,order_id_original,cliente_id_original,producto_id_original,fecha_despacho_original,centro_distribucion_original,camion_id_original,chofer_id_original,cantidad_solicitada_original,cantidad_entregada_original,tiempo_entrega_prometido_hrs_original,tiempo_entrega_real_hrs_original,otif_on_time_original,otif_in_full_original,otif_original,order_id_tratado,order_id_transformado,cliente_id_tratado,cliente_id_transformado,producto_id_tratado,producto_id_transformado,camion_id_tratado,camion_id_transformado,chofer_id_tratado,chofer_id_transformado,centro_distribucion_tratado,centro_distribucion_transformado,cantidad_solicitada_texto_tratado,cantidad_solicitada_palabra_normalizada,cantidad_solicitada_tratado,cantidad_solicitada_conversion_invalida,cantidad_solicitada_centinela_detectado,cantidad_entregada_tratado,cantidad_entregada_conversion_invalida,cantidad_entregada_centinela_detectado,tiempo_entrega_prometido_hrs_tratado,tiempo_entrega_prometido_hrs_conversion_invalida,tiempo_entrega_prometido_hrs_centinela_detectado,tiempo_entrega_real_hrs_tratado,tiempo_entrega_real_hrs_conversion_invalida,tiempo_entrega_real_hrs_centinela_detectado,otif_on_time_tratado,otif_on_time_conversion_invalida,otif_on_time_centinela_detectado,otif_in_full_tratado,otif_in_full_conversion_invalida,otif_in_full_centinela_detectado,otif_tratado,otif_conversion_invalida,otif_centinela_detectado,fecha_despacho_formato,fecha_despacho_formato_reconocido,fecha_despacho_tratado,fecha_despacho_conversion_invalida,fecha_despacho_transformado,producto_id_corresponde_silver,camion_id_corresponde_silver,fue_imputada,imputacion_metodo,imputacion_motivo,fue_transformada,conteo_transformaciones,conteo_imputaciones,calidad_motivo,calidad_estado
ORD-2026-00074,CLI-075,PROD-010,2026-08-21 05:59:00+00:00,Santa Cruz,CAM-29,CHO-149,52.0,52.0,24.0,16.5,1.0,1.0,1.0,75,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00074,CLI-075,PROD-010,2026-08-21 01:59:00,Santa Cruz,CAM-29,CHO-149,52,52.0,24,16.5,1,1,1,ORD-2026-00074,False,CLI-075,False,PROD-010,False,CAM-29,False,CHO-149,False,Santa Cruz,False,52,False,52.0,False,False,52.0,False,False,24.0,False,False,16.5,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-21 05:59:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00077,CLI-052,PROD-028,2026-08-16 04:53:00+00:00,Cochabamba,CAM-06,CHO-019,288.0,288.0,72.0,52.5,1.0,1.0,1.0,78,order_id_duplicado | producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00077,CLI-052,PROD-028,2026-08-16 00:53:00,Cochabamba,CAM-06,CHO-019,288,288.0,72,52.5,1,1,1,ORD-2026-00077,False,CLI-052,False,PROD-028,False,CAM-06,False,CHO-019,False,Cochabamba,False,288,False,288.0,False,False,288.0,False,False,72.0,False,False,52.5,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-16 04:53:00+00:00,False,True,False,True,False,,,True,1,0,order_id_duplicado | producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00094,CLI-030,PROD-024,2026-08-25 14:53:00+00:00,Santa Cruz,CAM-09,CHO-106,317.0,317.0,24.0,18.6,1.0,1.0,1.0,95,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00094,CLI-030,PROD-024,2026-08-25 10:53:00,Santa Cruz,CAM-09,CHO-106,317,317.0,24,18.6,1,1,1,ORD-2026-00094,False,CLI-030,False,PROD-024,False,CAM-09,False,CHO-106,False,Santa Cruz,False,317,False,317.0,False,False,317.0,False,False,24.0,False,False,18.6,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-25 14:53:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00126,CLI-049,PROD-036,2026-08-09 03:39:00+00:00,La Paz,CAM-10,CHO-094,206.0,206.0,48.0,48.6,0.0,1.0,0.0,127,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00126,CLI-049,PROD-036,2026-08-08 23:39:00,La Paz,CAM-10,CHO-094,206,206.0,48,48.6,0,1,0,ORD-2026-00126,False,CLI-049,False,PROD-036,False,CAM-10,False,CHO-094,False,La Paz,False,206,False,206.0,False,False,206.0,False,False,48.0,False,False,48.6,False,False,0.0,False,False,1.0,False,False,0.0,False,False,iso,True,2026-08-09 03:39:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00130,CLI-083,PROD-019,2026-08-25 06:01:00+00:00,Cochabamba,CAM-01,CHO-111,98.0,98.0,48.0,41.2,1.0,1.0,1.0,131,camion_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00130,CLI-083,PROD-019,2026-08-25 02:01:00,Cochabamba,CAM-01,CHO-111,98,98.0,48,41.2,1,1,1,ORD-2026-00130,False,CLI-083,False,PROD-019,False,CAM-01,False,CHO-111,False,Cochabamba,False,98,False,98.0,False,False,98.0,False,False,48.0,False,False,41.2,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-25 06:01:00+00:00,False,True,True,False,False,,,True,1,0,camion_id_sin_correspondencia_silver,cuarentena
ORD-2026-00139,CLI-061,PROD-051,2026-08-10 14:06:00+00:00,Santa Cruz,CAM-08,CHO-118,199.0,199.0,24.0,15.8,1.0,1.0,1.0,140,order_id_duplicado,fecha_local_bolivia_convertida_utc,,ORD-2026-00139,CLI-061,PROD-051,2026-08-10 10:06:00,Santa Cruz,CAM-08,CHO-118,199,199.0,24,15.8,1,1,1,ORD-2026-00139,False,CLI-061,False,PROD-051,False,CAM-08,False,CHO-118,False,Santa Cruz,False,199,False,199.0,False,False,199.0,False,False,24.0,False,False,15.8,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-10 14:06:00+00:00,False,True,True,True,False,,,True,1,0,order_id_duplicado,cuarentena
ORD-2026-00142,CLI-069,PROD-036,2026-08-27 13:34:00+00:00,Tarija,CAM-19,CHO-074,278.0,278.0,48.0,41.7,1.0,1.0,1.0,143,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00142,CLI-069,PROD-036,2026-08-27 09:34:00,Tarija,CAM-19,CHO-074,278,278.0,48,41.7,1,1,1,ORD-2026-00142,False,CLI-069,False,PROD-036,False,CAM-19,False,CHO-074,False,Tarija,False,278,False,278.0,False,False,278.0,False,False,48.0,False,False,41.7,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-27 13:34:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00143,CLI-081,PROD-009,2026-08-27 19:57:00+00:00,Cochabamba,CAM-01,CHO-024,95.0,95.0,48.0,44.2,1.0,1.0,1.0,144,camion_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00143,CLI-081,PROD-009,2026-08-27 15:57:00,Cochabamba,CAM-01,CHO-024,95,95.0,48,44.2,1,1,1,ORD-2026-00143,False,CLI-081,False,PROD-009,False,CAM-01,False,CHO-024,False,Cochabamba,False,95,False,95.0,False,False,95.0,False,False,48.0,False,False,44.2,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-27 19:57:00+00:00,False,True,True,False,False,,,True,1,0,camion_id_sin_correspondencia_silver,cuarentena
ORD-2026-00151,CLI-002,PROD-024,2026-08-25 02:06:00+00:00,Oruro,CAM-03,CHO-095,109.0,109.0,24.0,20.8,1.0,1.0,1.0,152,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00151,CLI-002,PROD-024,2026-08-24 22:06:00,Oruro,CAM-03,CHO-095,109,109.0,24,20.8,1,1,1,ORD-2026-00151,False,CLI-002,False,PROD-024,False,CAM-03,False,CHO-095,False,Oruro,False,109,False,109.0,False,False,109.0,False,False,24.0,False,False,20.8,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-25 02:06:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00155,CLI-065,PROD-027,2026-08-13 18:18:00+00:00,Cochabamba,CAM-27,CHO-151,41.0,41.0,72.0,85.7,0.0,1.0,0.0,156,camion_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00155,CLI-065,PROD-027,2026-08-13 14:18:00,Cochabamba,CAM-27,CHO-151,41,41.0,72,85.7,0,1,0,ORD-2026-00155,False,CLI-065,False,PROD-027,False,CAM-27,False,CHO-151,False,Cochabamba,False,41,False,41.0,False,False,41.0,False,False,72.0,False,False,85.7,False,False,0.0,False,False,1.0,False,False,0.0,False,False,iso,True,2026-08-13 18:18:00+00:00,False,True,True,False,False,,,True,1,0,camion_id_sin_correspondencia_silver,cuarentena
ORD-2026-00163,CLI-005,PROD-035,2026-08-07 06:49:00+00:00,Cochabamba,CAM-01,CHO-017,352.0,352.0,48.0,35.4,1.0,1.0,1.0,164,camion_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00163,CLI-005,PROD-035,2026-08-07 02:49:00,Cochabamba,CAM-01,CHO-017,352,352.0,48,35.4,1,1,1,ORD-2026-00163,False,CLI-005,False,PROD-035,False,CAM-01,False,CHO-017,False,Cochabamba,False,352,False,352.0,False,False,352.0,False,False,48.0,False,False,35.4,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-07 06:49:00+00:00,False,True,True,False,False,,,True,1,0,camion_id_sin_correspondencia_silver,cuarentena
ORD-2026-00165,CLI-043,PROD-014,2026-08-25 13:57:00+00:00,La Paz,CAM-12,CHO-117,40.0,40.0,72.0,58.9,1.0,1.0,1.0,166,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00165,CLI-043,PROD-014,2026-08-25 09:57:00,La Paz,CAM-12,CHO-117,40,40.0,72,58.9,1,1,1,ORD-2026-00165,False,CLI-043,False,PROD-014,False,CAM-12,False,CHO-117,False,La Paz,False,40,False,40.0,False,False,40.0,False,False,72.0,False,False,58.9,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-25 13:57:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00166,CLI-063,PROD-028,2026-08-30 22:18:00+00:00,La Paz,CAM-15,CHO-054,323.0,323.0,48.0,35.3,1.0,1.0,1.0,167,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00166,CLI-063,PROD-028,2026-08-30 18:18:00,La Paz,CAM-15,CHO-054,323,323.0,48,35.3,1,1,1,ORD-2026-00166,False,CLI-063,False,PROD-028,False,CAM-15,False,CHO-054,False,La Paz,False,323,False,323.0,False,False,323.0,False,False,48.0,False,False,35.3,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-30 22:18:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00169,CLI-064,PROD-048,2026-08-30 21:26:00+00:00,Cochabamba,CAM-27,CHO-072,279.0,279.0,48.0,38.1,1.0,1.0,1.0,170,camion_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00169,CLI-064,PROD-048,2026-08-30 17:26:00,Cochabamba,CAM-27,CHO-072,279,279.0,48,38.1,1,1,1,ORD-2026-00169,False,CLI-064,False,PROD-048,False,CAM-27,False,CHO-072,False,Cochabamba,False,279,False,279.0,False,False,279.0,False,False,48.0,False,False,38.1,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-30 21:26:00+00:00,False,True,True,False,False,,,True,1,0,camion_id_sin_correspondencia_silver,cuarentena
ORD-2026-00200,CLI-041,PROD-028,2026-08-28 11:40:00+00:00,Cochabamba,CAM-25,CHO-142,454.0,454.0,48.0,33.7,1.0,1.0,1.0,201,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00200,CLI-041,PROD-028,2026-08-28 07:40:00,Cochabamba,CAM-25,CHO-142,454,454.0,48,33.7,1,1,1,ORD-2026-00200,False,CLI-041,False,PROD-028,False,CAM-25,False,CHO-142,False,Cochabamba,False,454,False,454.0,False,False,454.0,False,False,48.0,False,False,33.7,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-28 11:40:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00208,CLI-079,PROD-024,2026-08-01 14:12:00+00:00,Cochabamba,CAM-01,CHO-098,151.0,144.0,24.0,19.4,1.0,0.0,0.0,209,producto_id_sin_correspondencia_silver | camion_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00208,CLI-079,PROD-024,2026-08-01 10:12:00,Cochabamba,CAM-01,CHO-098,151,144.0,24,19.4,1,0,0,ORD-2026-00208,False,CLI-079,False,PROD-024,False,CAM-01,False,CHO-098,False,Cochabamba,False,151,False,151.0,False,False,144.0,False,False,24.0,False,False,19.4,False,False,1.0,False,False,0.0,False,False,0.0,False,False,iso,True,2026-08-01 14:12:00+00:00,False,True,False,False,False,,,True,1,0,producto_id_sin_correspondencia_silver | camion_id_sin_correspondencia_silver,cuarentena
ORD-2026-00209,CLI-027,PROD-053,2026-08-02 00:03:00+00:00,Cochabamba,CAM-27,CHO-088,26.0,26.0,48.0,55.3,0.0,1.0,0.0,210,camion_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00209,CLI-027,PROD-053,2026-08-01 20:03:00,Cochabamba,CAM-27,CHO-088,26,26.0,48,55.3,0,1,0,ORD-2026-00209,False,CLI-027,False,PROD-053,False,CAM-27,False,CHO-088,False,Cochabamba,False,26,False,26.0,False,False,26.0,False,False,48.0,False,False,55.3,False,False,0.0,False,False,1.0,False,False,0.0,False,False,iso,True,2026-08-02 00:03:00+00:00,False,True,True,False,False,,,True,1,0,camion_id_sin_correspondencia_silver,cuarentena
ORD-2026-00210,CLI-076,PROD-010,2026-08-06 05:08:00+00:00,Santa Cruz,CAM-09,CHO-107,109.0,109.0,24.0,23.9,1.0,1.0,1.0,211,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00210,CLI-076,PROD-010,2026-08-06 01:08:00,Santa Cruz,CAM-09,CHO-107,109,109.0,24,23.9,1,1,1,ORD-2026-00210,False,CLI-076,False,PROD-010,False,CAM-09,False,CHO-107,False,Santa Cruz,False,109,False,109.0,False,False,109.0,False,False,24.0,False,False,23.9,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-06 05:08:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00220,CLI-002,PROD-024,2026-08-12 06:03:00+00:00,Oruro,CAM-03,CHO-095,489.0,489.0,24.0,28.6,0.0,1.0,0.0,221,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00220,CLI-002,PROD-024,2026-08-12 02:03:00,Oruro,CAM-03,CHO-095,489,489.0,24,28.6,0,1,0,ORD-2026-00220,False,CLI-002,False,PROD-024,False,CAM-03,False,CHO-095,False,Oruro,False,489,False,489.0,False,False,489.0,False,False,24.0,False,False,28.6,False,False,0.0,False,False,1.0,False,False,0.0,False,False,iso,True,2026-08-12 06:03:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00252,CLI-068,PROD-016,2026-08-01 22:40:00+00:00,Cochabamba,CAM-27,CHO-148,476.0,476.0,48.0,46.1,1.0,1.0,1.0,253,camion_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00252,CLI-068,PROD-016,2026-08-01 18:40:00,Cochabamba,CAM-27,CHO-148,476,476.0,48,46.1,1,1,1,ORD-2026-00252,False,CLI-068,False,PROD-016,False,CAM-27,False,CHO-148,False,Cochabamba,False,476,False,476.0,False,False,476.0,False,False,48.0,False,False,46.1,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-01 22:40:00+00:00,False,True,True,False,False,,,True,1,0,camion_id_sin_correspondencia_silver,cuarentena
ORD-2026-00257,CLI-058,PROD-024,2026-08-10 15:28:00+00:00,Tarija,CAM-19,CHO-010,358.0,358.0,48.0,35.1,1.0,1.0,1.0,258,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00257,CLI-058,PROD-024,2026-08-10 11:28:00,Tarija,CAM-19,CHO-010,358,358.0,48,35.1,1,1,1,ORD-2026-00257,False,CLI-058,False,PROD-024,False,CAM-19,False,CHO-010,False,Tarija,False,358,False,358.0,False,False,358.0,False,False,48.0,False,False,35.1,False,False,1.0,False,False,1.0,False,False,1.0,False,False,iso,True,2026-08-10 15:28:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
ORD-2026-00267,CLI-062,PROD-028,2026-08-22 19:16:00+00:00,Santa Cruz,CAM-29,CHO-127,100.0,100.0,72.0,73.7,0.0,1.0,0.0,268,producto_id_sin_correspondencia_silver,fecha_local_bolivia_convertida_utc,,ORD-2026-00267,CLI-062,PROD-028,2026-08-22 15:16:00,Santa Cruz,CAM-29,CHO-127,100,100.0,72,73.7,0,1,0,ORD-2026-00267,False,CLI-062,False,PROD-028,False,CAM-29,False,CHO-127,False,Santa Cruz,False,100,False,100.0,False,False,100.0,False,False,72.0,False,False,73.7,False,False,0.0,False,False,1.0,False,False,0.0,False,False,iso,True,2026-08-22 19:16:00+00:00,False,True,False,True,False,,,True,1,0,producto_id_sin_correspondencia_silver,cuarentena
