_fila_bronze,movimiento_id,lote_id,producto_id,centro_distribucion,fecha_ingreso,fecha_salida,fecha_vencimiento,cantidad_ingreso,cantidad_salida,cantidad_merma,dias_en_almacen,costo_unitario_bob,movimiento_id_original,lote_id_original,producto_id_original,centro_distribucion_original,fecha_ingreso_original,fecha_salida_original,fecha_vencimiento_original,cantidad_ingreso_original,cantidad_salida_original,cantidad_merma_original,dias_en_almacen_original,costo_unitario_bob_original,errores_bloqueantes,motivos_transformacion,motivos_imputacion,fue_transformada,fue_imputada,cantidad_ingreso_conversion_invalida,cantidad_ingreso_centinela_detectado,cantidad_salida_conversion_invalida,cantidad_salida_centinela_detectado,cantidad_merma_conversion_invalida,cantidad_merma_centinela_detectado,dias_en_almacen_conversion_invalida,dias_en_almacen_centinela_detectado,costo_unitario_bob_conversion_invalida,costo_unitario_bob_centinela_detectado,fecha_ingreso_timestamp_detectado,fecha_ingreso_timestamp_utc,fecha_salida_timestamp_detectado,fecha_salida_timestamp_utc,fecha_vencimiento_timestamp_detectado,fecha_vencimiento_timestamp_utc,fecha_ingreso_conversion_determinista,fecha_ingreso_conversion_invalida,fecha_salida_conversion_determinista,fecha_salida_conversion_invalida,fecha_vencimiento_conversion_determinista,fecha_vencimiento_conversion_invalida,fecha_salida_vacia,centro_distribucion_valido,salida_incoherente,cantidad_restante_calculada,dias_vencimiento_calculado,vence_dentro_30_dias,duplicado_clave,duplicado_exacto,conflicto_clave,conservar_copia_duplicada,producto_id_corresponde_productos_silver,fecha_vencimiento_fuente,wms_lote_id_disponible,calidad_motivo,calidad_estado,conteo_transformaciones,conteo_imputaciones,imputacion_metodo,imputacion_motivo
1094,MOV-001094,LOT-2026-01094,PROD-044,Santa Cruz,2026-08-03,2026-08-15,2026-08-21,169.0,161.0,4.0,12.0,38.35,MOV-001094,LOT-2026-01094,PROD-044,Santa Cruz,2026-08-03,2026-08-15,2026-08-21,169,161,4,12,38.35,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,10.0,True,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
1167,MOV-001167,LOT-2026-01167,PROD-038,Oruro,2026-05-23,,2027-05-23,86.0,82.0,1.0,19.0,26.68,MOV-001167,LOT-2026-01167,PROD-038,Oruro,2026-05-23,2026-02-31,2027-05-23,86,82,1,19,26.68,fecha_salida:fecha_invalida,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,True,False,False,False,True,False,3.0,-265.0,False,False,False,False,False,True,bronze_observada,False,fecha_salida:fecha_invalida,cuarentena,0,0,,
1311,MOV-001311,LOT-2026-01311,PROD-041,Oruro,2026-07-01,2026-07-05,2026-12-28,929.0,914.0,,4.0,48.44,MOV-001311,LOT-2026-01311,PROD-041,Oruro,2026-07-01,2026-07-05,2026-12-28,929,914,-12,4,48.44,cantidad_merma:valor_no_numerico_o_negativo,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,-119.0,False,False,False,False,False,True,bronze_observada,False,cantidad_merma:valor_no_numerico_o_negativo,cuarentena,0,0,,
1506,MOV-001506,LOT-2026-01506,PROD-023,Santa Cruz,2026-06-28,,2026-07-16,152.0,146.0,5.0,7.0,22.32,MOV-001506,LOT-2026-01506,PROD-023,Santa Cruz,2026-06-28,2026-02-31,2026-07-16,152,146,5,7,22.32,fecha_salida:fecha_invalida,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,True,False,False,False,True,False,1.0,46.0,False,False,False,False,False,True,bronze_observada,False,fecha_salida:fecha_invalida,cuarentena,0,0,,
1648,MOV-001648,LOT-2026-01648,PROD-025,Oruro,2026-08-15,2026-08-26,2027-02-11,970.0,955.0,12.0,11.0,54.32,MOV-001648,LOT-2026-01648,PROD-025,Oruro,2026-08-15,2026-08-26,2027-02-11,970,955,12,11,54.32,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-164.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
1651,MOV-001651,LOT-2026-01651,PROD-050,Tarija,2026-07-27,,2027-07-27,645.0,639.0,4.0,26.0,46.57,MOV-001651,LOT-2026-01651,PROD-050,Tarija,2026-07-27,2026-02-31,2027-07-27,645,639,4,26,46.57,fecha_salida:fecha_invalida,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,True,False,False,False,True,False,2.0,-330.0,False,False,False,False,False,True,bronze_observada,False,fecha_salida:fecha_invalida,cuarentena,0,0,,
1735,MOV-001735,LOT-2026-01735,PROD-022,Oruro,2026-07-24,2026-08-03,2026-08-11,958.0,933.0,24.0,10.0,24.66,MOV-001735,LOT-2026-01735,PROD-022,Oruro,2026-07-24,2026-08-03,2026-08-11,958,933,24,10,24.66,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,20.0,True,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
1872,MOV-001872,LOT-2026-01872,PROD-037,Cochabamba,2026-05-29,2026-07-02,2026-06-16,833.0,778.0,,34.0,25.76,MOV-001872,LOT-2026-01872,PROD-037,Cochabamba,2026-05-29,2026-07-02,2026-06-16,833,778,-50,34,25.76,cantidad_merma:valor_no_numerico_o_negativo,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,76.0,False,False,False,False,False,True,bronze_observada,False,cantidad_merma:valor_no_numerico_o_negativo,cuarentena,0,0,,
2055,MOV-002055,LOT-2026-02055,PROD-028,Tarija,2026-07-04,2026-07-28,2027-07-04,,537.0,4.0,24.0,27.13,MOV-002055,LOT-2026-02055,PROD-028,Tarija,2026-07-04,2026-07-28,2027-07-04,cien,537,4,24,27.13,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,,,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,-307.0,False,False,False,False,False,False,bronze_observada,False,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,cuarentena,0,0,,
2208,MOV-002208,LOT-2026-02208,PROD-051,Cochabamba,2026-07-17,2026-07-24,2027-01-13,,581.0,8.0,7.0,24.83,MOV-002208,LOT-2026-02208,PROD-051,Cochabamba,2026-07-17,2026-07-24,2027-01-13,cien,581,8,7,24.83,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,,,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,-135.0,False,False,False,False,False,True,bronze_observada,False,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,cuarentena,0,0,,
2250,MOV-002250,LOT-2026-02250,PROD-001,Tarija,2026-08-11,2026-08-27,2026-08-29,,258.0,8.0,16.0,20.26,MOV-002250,LOT-2026-02250,PROD-001,Tarija,2026-08-11,2026-08-27,2026-08-29,cien,258,8,16,20.26,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,,,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,2.0,True,False,False,False,False,True,bronze_observada,False,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,cuarentena,0,0,,
2305,MOV-002305,LOT-2026-02305,PROD-015,Tarija,2026-08-15,2026-08-28,2026-09-02,559.0,538.0,16.0,13.0,68.74,MOV-002305,LOT-2026-02305,PROD-015,Tarija,2026-08-15,2026-08-28,2026-09-02,559,538,16,13,68.74,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-2.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
2648,MOV-002648,LOT-2026-02648,PROD-021,Cochabamba,2026-07-11,2026-07-16,2026-07-29,711.0,691.0,18.0,5.0,83.07,MOV-002648,LOT-2026-02648,PROD-021,Cochabamba,2026-07-11,2026-07-16,2026-07-29,711,691,18,5,83.07,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,33.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
2654,MOV-002654,LOT-2026-02654,PROD-007,Santa Cruz,2026-08-13,2026-08-24,2027-08-13,98.0,95.0,1.0,11.0,20.78,MOV-002654,LOT-2026-02654,PROD-007,Santa Cruz,13/08/2026,2026-08-24,2027-08-13,98,95,1,11,20.78,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,True,False,False,False,False,False,False,True,False,2.0,-347.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,1,0,,
2656,MOV-002656,LOT-2026-02656,PROD-057,Tarija,2026-08-10,2026-08-25,2027-08-10,850.0,838.0,6.0,15.0,16.73,MOV-002656,LOT-2026-02656,PROD-057,Tarija,2026-08-10,2026-08-25,2027-08-10,850,838,6,15,16.73,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-344.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
2672,MOV-002672,LOT-2026-02672,PROD-020,Tarija,2026-06-08,2026-06-20,2027-06-08,,421.0,3.0,12.0,59.96,MOV-002672,LOT-2026-02672,PROD-020,Tarija,2026-06-08,2026-06-20,2027-06-08,cien,421,3,12,59.96,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,,,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,-281.0,False,False,False,False,False,True,bronze_observada,False,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,cuarentena,0,0,,
2793,MOV-002793,LOT-2026-02793,PROD-050,Cochabamba,2026-07-26,2026-08-24,2027-07-26,517.0,510.0,,29.0,46.57,MOV-002793,LOT-2026-02793,PROD-050,Cochabamba,2026-07-26,2026-08-24,2027-07-26,517,510,-3,29,46.57,cantidad_merma:valor_no_numerico_o_negativo,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,-329.0,False,False,False,False,False,True,bronze_observada,False,cantidad_merma:valor_no_numerico_o_negativo,cuarentena,0,0,,
3014,MOV-003014,LOT-2026-03014,PROD-033,Cochabamba,2026-07-24,2026-08-16,2027-07-24,528.0,519.0,3.0,23.0,30.56,MOV-003014,LOT-2026-03014,PROD-033,Cochabamba,2026-07-24,2026-08-16,2027-07-24,528,519,3,23,30.56,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-327.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
3016,MOV-003016,LOT-2026-03016,PROD-012,La Paz,2026-07-21,2026-08-08,2027-07-21,108.0,107.0,1.0,18.0,59.96,MOV-003016,LOT-2026-03016,PROD-012,La Paz,2026-07-21,2026-08-08,2027-07-21,108,107,1,18,59.96,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-324.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
3073,MOV-003073,LOT-2026-03073,PROD-039,Santa Cruz,2026-05-27,2026-06-26,2027-05-27,343.0,335.0,4.0,30.0,53.27,MOV-003073,LOT-2026-03073,PROD-039,Santa Cruz,2026-05-27,2026-06-26,2027-05-27,343,335,4,30,53.27,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-269.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
3224,MOV-003224,LOT-2026-03224,PROD-048,Cochabamba,2026-06-06,2026-06-22,2027-06-06,131.0,123.0,1.0,16.0,49.21,MOV-003224,LOT-2026-03224,PROD-048,Cochabamba,2026-06-06,2026-06-22,2027-06-06,131,123,1,16,49.21,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-279.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
3246,MOV-003246,LOT-2026-03246,PROD-026,Santa Cruz,2026-06-04,2026-06-30,2026-06-22,,434.0,21.0,26.0,28.64,MOV-003246,LOT-2026-03246,PROD-026,Santa Cruz,2026-06-04,2026-06-30,2026-06-22,cien,434,21,26,28.64,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,,,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,70.0,False,False,False,False,False,False,bronze_observada,False,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,cuarentena,0,0,,
3560,MOV-003560,LOT-2026-03560,PROD-028,Cochabamba,2026-06-06,2026-06-18,2027-06-06,377.0,368.0,2.0,12.0,27.13,MOV-003560,LOT-2026-03560,PROD-028,Cochabamba,2026-06-06,2026-06-18,2027-06-06,377,368,2,12,27.13,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-279.0,False,True,True,False,True,False,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
3592,MOV-003592,LOT-2026-03592,PROD-016,Santa Cruz,2026-05-30,2026-06-18,2027-05-30,375.0,368.0,4.0,19.0,25.77,MOV-003592,LOT-2026-03592,PROD-016,Santa Cruz,2026-05-30,2026-06-18,2027-05-30,375,368,4,19,25.77,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-272.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
3665,MOV-003665,LOT-2026-03665,PROD-032,Oruro,2026-06-02,2026-07-03,2027-06-02,756.0,744.0,5.0,31.0,33.13,MOV-003665,LOT-2026-03665,PROD-032,Oruro,2026-06-02,2026-07-03,2027-06-02,756,744,5,31,33.13,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-275.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
3990,MOV-003990,LOT-2026-03990,PROD-004,Cochabamba,2026-05-21,2026-06-01,2026-06-08,150.0,145.0,4.0,11.0,16.27,MOV-003990,LOT-2026-03990,PROD-004,Cochabamba,2026-05-21,2026-06-01,2026-06-08,150,145,4,11,16.27,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,84.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4061,MOV-004061,LOT-2026-04061,PROD-023,Cochabamba,2026-06-15,2026-06-20,2026-07-03,408.0,391.0,10.0,5.0,22.32,MOV-004061,LOT-2026-04061,PROD-023,Cochabamba,2026-06-15,2026-06-20,2026-07-03,408,391,10,5,22.32,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,59.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4092,MOV-004092,LOT-2026-04092,PROD-012,Oruro,2026-08-09,2026-08-24,2027-08-09,419.0,414.0,2.0,15.0,59.96,MOV-004092,LOT-2026-04092,PROD-012,Oruro,2026-08-09,2026-08-24,2027-08-09,419,414,2,15,59.96,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-343.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4374,MOV-004374,LOT-2026-04374,PROD-046,Tarija,2026-05-09,2026-06-06,2027-05-09,665.0,656.0,4.0,28.0,25.66,MOV-004374,LOT-2026-04374,PROD-046,Tarija,2026-05-09,2026-06-06,2027-05-09,665,656,4,28,25.66,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-251.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4399,MOV-004399,LOT-2026-04399,PROD-047,Tarija,2026-07-27,2026-08-16,2026-08-14,758.0,725.0,28.0,20.0,68.27,MOV-004399,LOT-2026-04399,PROD-047,Tarija,2026-07-27,2026-08-16,2026-08-14,758,725,28,20,68.27,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,17.0,True,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
