fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,en_cuarentena
1233,2026-08-29 02:24:00,VIA-00052,ORD-2026-02691,CAM-05,PROD-049,-999.0,C,74.8,0,0,temperatura_cabina_c,True
1276,2026-08-14 06:38:00,VIA-00054,ORD-2026-05811,CAM-03,PROD-031,-18.25,C,-75.7,0,0,humedad_cabina_pct,True
1286,2026-08-14 11:38:00,VIA-00054,ORD-2026-05811,CAM-03,PROD-031,,C,76.8,1,1,temperatura_cabina_c,True
1336,2026-08-02 07:13:00,VIA-00056,ORD-2026-06250,CAM-08,PROD-042,,C,53.4,0,0,temperatura_cabina_c,True
1402,2026-08-20 16:50:00,VIA-00059,ORD-2026-02676,CAM-10,PROD-014,-999.0,C,47.6,0,0,temperatura_cabina_c,True
1469,2026-08-15 11:39:00,VIA-00062,ORD-2026-02581,CAM-04,PROD-009,,C,49.7,0,0,temperatura_cabina_c,True
1471,2026-08-15 12:39:00,VIA-00062,ORD-2026-02581,CAM-04,PROD-009,-999.0,C,48.1,0,0,temperatura_cabina_c,True
1660,2026-08-08 00:30:00,VIA-00070,ORD-2026-06154,CAM-23,PROD-050,-999.0,C,84.7,0,0,temperatura_cabina_c,True
1730,2026-08-14 21:08:00,VIA-00073,ORD-2026-01330,CAM-23,PROD-012,,C,64.6,0,0,temperatura_cabina_c,True
1750,2026-08-15 07:08:00,VIA-00073,ORD-2026-01330,CAM-23,PROD-012,-999.0,C,73.5,0,0,temperatura_cabina_c,True
1798,2026-08-16 07:27:00,VIA-00075,ORD-2026-03282,CAM-09,PROD-036,-18.44,C,,0,0,humedad_cabina_pct,True
1967,2026-08-13 02:26:00,VIA-00082,ORD-2026-06630,CAM-05,PROD-022,,C,65.7,0,0,temperatura_cabina_c,True
2184,2026-08-17 05:53:00,VIA-00091,ORD-2026-05940,CAM-12,PROD-009,-999.0,C,49.7,0,0,temperatura_cabina_c,True
2346,2026-08-27 23:04:00,VIA-00098,ORD-2026-01622,CAM-09,PROD-030,,C,45.8,0,0,temperatura_cabina_c,True
2356,2026-08-20 09:15:00,VIA-00099,ORD-2026-03689,CAM-01,PROD-057,,C,46.1,0,0,temperatura_cabina_c,True
2583,2026-08-15 11:12:00,VIA-00108,ORD-2026-04673,CAM-28,PROD-039,,C,45.8,0,0,temperatura_cabina_c,True
2601,2026-08-19 19:32:00,VIA-00109,ORD-2026-06621,CAM-05,PROD-019,4.39,C,,0,0,humedad_cabina_pct,True
2788,2026-08-05 15:34:00,VIA-00117,ORD-2026-00035,CAM-05,PROD-053,16.73,C,,0,0,humedad_cabina_pct,True
2927,2026-08-15 11:11:00,VIA-00122,ORD-2026-04337,CAM-16,PROD-021,-999.0,C,47.8,0,0,temperatura_cabina_c,True
2990,2026-08-16 12:39:00,VIA-00125,ORD-2026-07330,CAM-24,PROD-004,,C,40.9,0,0,temperatura_cabina_c,True
3019,2026-08-11 23:55:00,VIA-00126,ORD-2026-00648,CAM-03,PROD-014,20.01,C,,0,0,humedad_cabina_pct,True
3060,2026-08-02 11:38:00,VIA-00128,ORD-2026-02317,CAM-13,PROD-057,,C,52.1,0,0,temperatura_cabina_c,True
3106,2026-08-28 08:03:00,VIA-00130,ORD-2026-06615,CAM-09,PROD-056,4.23,C,,0,0,humedad_cabina_pct,True
3201,2026-08-10 00:02:00,VIA-00134,ORD-2026-00288,CAM-04,PROD-033,18.73,C,,0,0,humedad_cabina_pct,True
3268,2026-08-17 09:37:00,VIA-00137,ORD-2026-06375,CAM-15,PROD-054,-999.0,C,46.0,0,0,temperatura_cabina_c,True
3272,2026-08-17 11:37:00,VIA-00137,ORD-2026-06375,CAM-15,PROD-054,19.14,C,,0,0,humedad_cabina_pct,True
3300,2026-08-16 01:02:00,VIA-00138,ORD-2026-05332,CAM-23,PROD-040,4.78,C,,0,0,humedad_cabina_pct,True
3307,2026-08-16 04:32:00,VIA-00138,ORD-2026-05332,CAM-23,PROD-040,-999.0,C,88.1,0,0,temperatura_cabina_c,True
3343,2026-08-23 07:05:00,VIA-00140,ORD-2026-03911,CAM-21,PROD-044,19.91,C,,0,0,humedad_cabina_pct,True
3349,2026-08-23 10:05:00,VIA-00140,ORD-2026-03911,CAM-21,PROD-044,20.15,C,,0,0,humedad_cabina_pct,True
3417,2026-08-20 02:19:00,VIA-00143,ORD-2026-01542,CAM-14,PROD-015,-999.0,C,65.7,0,0,temperatura_cabina_c,True
3617,2026-08-07 23:19:00,VIA-00151,ORD-2026-05731,CAM-13,PROD-040,,C,88.5,0,0,temperatura_cabina_c,True
4011,2026-08-14 15:01:00,VIA-00168,ORD-2026-03448,CAM-14,PROD-023,-999.0,C,71.0,0,0,temperatura_cabina_c,True
4059,2026-08-23 06:41:00,VIA-00170,ORD-2026-04828,CAM-02,PROD-038,17.92,C,,0,0,humedad_cabina_pct,True
4065,2026-08-23 09:41:00,VIA-00170,ORD-2026-04828,CAM-02,PROD-038,18.24,C,,0,0,humedad_cabina_pct,True
4067,2026-08-23 10:41:00,VIA-00170,ORD-2026-04828,CAM-02,PROD-038,19.84,C,,0,0,humedad_cabina_pct,True
4102,2026-08-02 02:36:00,VIA-00171,ORD-2026-04015,CAM-28,PROD-018,,C,38.5,0,0,temperatura_cabina_c,True
4423,2026-08-02 00:54:00,VIA-00185,ORD-2026-00226,CAM-07,PROD-046,18.37,C,,0,0,humedad_cabina_pct,True
4537,2026-02-31 09:15:00,VIA-00190,ORD-2026-07185,CAM-05,PROD-035,3.82,C,68.9,0,0,timestamp,True
4576,2026-08-14 00:56:00,VIA-00191,ORD-2026-06851,CAM-14,PROD-038,19.43,C,,0,0,humedad_cabina_pct,True
4593,2026-08-15 21:06:00,VIA-00192,ORD-2026-05621,CAM-05,PROD-003,,C,84.3,0,0,temperatura_cabina_c,True
4599,2026-08-16 00:06:00,VIA-00192,ORD-2026-05621,CAM-05,PROD-003,,C,80.0,0,0,temperatura_cabina_c,True
4674,2026-08-12 03:59:00,VIA-00195,ORD-2026-01977,CAM-02,PROD-029,,C,43.1,1,0,temperatura_cabina_c,True
4768,2026-02-31 09:15:00,VIA-00199,ORD-2026-04716,CAM-09,PROD-052,-17.1,C,74.5,0,0,timestamp,True
4836,2026-08-30 12:08:00,VIA-00202,ORD-2026-05095,CAM-10,PROD-018,-999.0,C,52.5,0,0,temperatura_cabina_c,True
4907,2026-08-24 16:47:00,VIA-00205,ORD-2026-02007,CAM-19,PROD-039,22.58,C,,0,0,humedad_cabina_pct,True
5043,2026-08-13 23:58:00,VIA-00211,ORD-2026-00598,CAM-23,PROD-030,-999.0,C,51.3,0,0,temperatura_cabina_c,True
5113,2026-08-11 05:38:00,VIA-00214,ORD-2026-00997,CAM-27,PROD-060,4.78,C,,0,0,humedad_cabina_pct,True
5161,2026-08-18 22:52:00,VIA-00216,ORD-2026-00969,CAM-09,PROD-009,-999.0,C,47.0,0,0,temperatura_cabina_c,True
5222,2026-08-29 02:12:00,VIA-00218,ORD-2026-05490,CAM-09,PROD-014,-999.0,C,50.1,0,0,temperatura_cabina_c,True
5252,2026-08-15 19:47:00,VIA-00219,ORD-2026-04699,CAM-25,PROD-004,-999.0,C,41.7,0,0,temperatura_cabina_c,True
5307,2026-08-21 02:43:00,VIA-00222,ORD-2026-02741,CAM-07,PROD-004,18.6,C,,0,0,humedad_cabina_pct,True
5316,2026-08-21 07:13:00,VIA-00222,ORD-2026-02741,CAM-07,PROD-004,,C,55.4,0,0,temperatura_cabina_c,True
5370,2026-08-28 23:09:00,VIA-00224,ORD-2026-04902,CAM-16,PROD-029,-999.0,C,41.3,0,0,temperatura_cabina_c,True
5371,2026-08-28 23:39:00,VIA-00224,ORD-2026-04902,CAM-16,PROD-029,24.52,C,,0,0,humedad_cabina_pct,True
5468,2026-08-18 08:57:00,VIA-00228,ORD-2026-02255,CAM-02,PROD-032,21.44,C,,0,0,humedad_cabina_pct,True
5609,2026-08-03 18:52:00,VIA-00234,ORD-2026-01178,CAM-22,PROD-007,,C,56.9,0,0,temperatura_cabina_c,True
5628,2026-08-19 23:58:00,VIA-00235,ORD-2026-04152,CAM-22,PROD-053,-999.0,C,39.6,0,0,temperatura_cabina_c,True
5823,2026-02-31 09:15:00,VIA-00243,ORD-2026-02147,CAM-10,PROD-006,20.67,C,48.8,0,0,timestamp,True
5856,2026-08-14 22:00:00,VIA-00244,ORD-2026-06776,CAM-09,PROD-024,,C,50.7,0,0,temperatura_cabina_c,True
6174,2026-08-20 10:08:00,VIA-00258,ORD-2026-04678,CAM-08,PROD-042,-999.0,C,43.5,0,0,temperatura_cabina_c,True
6397,2026-08-07 21:07:00,VIA-00267,ORD-2026-07158,CAM-23,PROD-027,,C,49.6,0,0,temperatura_cabina_c,True
6473,2026-08-11 12:58:00,VIA-00270,ORD-2026-02523,CAM-19,PROD-044,21.87,C,,0,0,humedad_cabina_pct,True
6477,2026-08-11 14:58:00,VIA-00270,ORD-2026-02523,CAM-19,PROD-044,-999.0,C,44.8,0,0,temperatura_cabina_c,True
6767,2026-08-16 11:57:00,VIA-00282,ORD-2026-02946,CAM-03,PROD-038,25.53,C,,1,0,humedad_cabina_pct,True
6832,2026-08-02 04:18:00,VIA-00285,ORD-2026-05247,CAM-25,PROD-024,18.07,C,,0,0,humedad_cabina_pct,True
7173,2026-08-20 23:44:00,VIA-00299,ORD-2026-05162,CAM-13,PROD-018,22.52,C,-58.6,0,0,humedad_cabina_pct,True
7228,2026-08-29 11:41:00,VIA-00302,ORD-2026-00057,CAM-14,PROD-034,-999.0,C,30.2,0,0,temperatura_cabina_c,True
7245,2026-08-29 20:11:00,VIA-00302,ORD-2026-00057,CAM-14,PROD-034,17.76,C,,0,0,humedad_cabina_pct,True
7256,2026-08-06 14:06:00,VIA-00303,ORD-2026-03846,CAM-28,PROD-013,-18.44,C,,0,0,humedad_cabina_pct,True
7331,2026-08-26 14:19:00,VIA-00306,ORD-2026-06512,CAM-07,PROD-024,-999.0,C,36.5,0,0,temperatura_cabina_c,True
7391,2026-08-16 07:42:00,VIA-00308,ORD-2026-02207,CAM-01,PROD-050,,C,72.0,0,0,temperatura_cabina_c,True
7455,2026-08-13 04:51:00,VIA-00311,ORD-2026-02949,CAM-08,PROD-030,19.43,C,,0,0,humedad_cabina_pct,True
7467,2026-08-03 16:44:00,VIA-00312,ORD-2026-02434,CAM-08,PROD-026,-999.0,C,63.0,0,0,temperatura_cabina_c,True
7583,2026-08-03 06:59:00,VIA-00316,ORD-2026-04476,CAM-05,PROD-026,,C,46.9,0,0,temperatura_cabina_c,True
7681,2026-08-25 17:59:00,VIA-00321,ORD-2026-04625,CAM-13,PROD-049,2.91,C,-80.5,0,0,humedad_cabina_pct,True
7749,2026-08-12 22:51:00,VIA-00323,ORD-2026-06309,CAM-28,PROD-001,-999.0,C,62.0,0,0,temperatura_cabina_c,True
7776,2026-08-26 18:27:00,VIA-00324,ORD-2026-05843,CAM-03,PROD-013,,C,69.9,0,0,temperatura_cabina_c,True
7782,2026-08-07 21:01:00,VIA-00325,ORD-2026-00169,CAM-07,PROD-027,,C,54.6,0,0,temperatura_cabina_c,True
7832,2026-08-26 17:14:00,VIA-00327,ORD-2026-04344,CAM-23,PROD-025,-999.0,C,87.5,0,0,temperatura_cabina_c,True
7941,2026-08-25 19:55:00,VIA-00331,ORD-2026-03610,CAM-03,PROD-028,19.02,C,,0,0,humedad_cabina_pct,True
8028,2026-08-29 16:06:00,VIA-00335,ORD-2026-07179,CAM-05,PROD-036,,C,76.4,0,0,temperatura_cabina_c,True
8232,2026-08-12 06:03:00,VIA-00343,ORD-2026-06413,CAM-18,PROD-017,5.51,C,,0,0,humedad_cabina_pct,True
8389,2026-08-16 12:56:00,VIA-00350,ORD-2026-03587,CAM-03,PROD-010,-999.0,C,44.4,0,0,temperatura_cabina_c,True
8559,2026-08-26 02:18:00,VIA-00357,ORD-2026-04496,CAM-13,PROD-052,-999.0,C,75.1,0,0,temperatura_cabina_c,True
8696,2026-02-31 09:15:00,VIA-00363,ORD-2026-07429,CAM-09,PROD-033,18.99,C,53.9,0,0,timestamp,True
9088,2026-08-30 07:11:00,VIA-00379,ORD-2026-04281,CAM-09,PROD-004,-999.0,C,42.3,0,0,temperatura_cabina_c,True
9215,2026-08-27 04:39:00,VIA-00384,ORD-2026-00605,CAM-05,PROD-031,-999.0,C,73.8,0,0,temperatura_cabina_c,True
9333,2026-08-18 05:48:00,VIA-00389,ORD-2026-02236,CAM-17,PROD-045,,C,46.3,0,0,temperatura_cabina_c,True
9382,2026-08-15 06:28:00,VIA-00391,ORD-2026-06429,CAM-09,PROD-025,-999.0,C,75.4,0,0,temperatura_cabina_c,True
9412,2026-08-11 22:46:00,VIA-00393,ORD-2026-02901,CAM-05,PROD-031,-19.46,C,,0,0,humedad_cabina_pct,True
9456,2026-02-31 09:15:00,VIA-00394,ORD-2026-07231,CAM-03,PROD-049,4.01,C,88.1,0,0,timestamp,True
9525,2026-08-26 13:47:00,VIA-00397,ORD-2026-06382,CAM-12,PROD-059,-999.0,C,77.7,0,0,temperatura_cabina_c,True
9735,2026-08-16 10:17:00,VIA-00406,ORD-2026-06686,CAM-15,PROD-032,-999.0,C,51.2,0,0,temperatura_cabina_c,True
9968,2026-08-01 06:34:00,VIA-00416,ORD-2026-01855,CAM-28,PROD-059,2.49,C,,0,0,humedad_cabina_pct,True
10021,2026-08-04 21:45:00,VIA-00418,ORD-2026-05862,CAM-10,PROD-033,,C,42.4,0,0,temperatura_cabina_c,True
10080,2026-08-09 01:32:00,VIA-00420,ORD-2026-02885,CAM-08,PROD-011,,C,78.9,0,0,temperatura_cabina_c,True
10093,2026-08-16 21:57:00,VIA-00421,ORD-2026-05712,CAM-10,PROD-048,-999.0,C,46.9,0,0,temperatura_cabina_c,True
10123,2026-02-31 09:15:00,VIA-00422,ORD-2026-00525,CAM-09,PROD-050,4.56,C,83.8,0,0,timestamp,True
10240,2026-08-10 03:20:00,VIA-00427,ORD-2026-04049,CAM-22,PROD-033,19.43,C,,0,0,humedad_cabina_pct,True
10284,2026-08-07 11:56:00,VIA-00429,ORD-2026-04991,CAM-03,PROD-032,-999.0,C,54.5,0,0,temperatura_cabina_c,True
10286,2026-08-07 12:56:00,VIA-00429,ORD-2026-04991,CAM-03,PROD-032,-999.0,C,50.2,0,0,temperatura_cabina_c,True
10309,2026-08-05 13:32:00,VIA-00430,ORD-2026-02197,CAM-28,PROD-002,4.48,C,,0,0,humedad_cabina_pct,True
10372,2026-08-10 15:26:00,VIA-00433,ORD-2026-00959,CAM-07,PROD-045,,C,43.9,0,0,temperatura_cabina_c,True
10385,2026-08-10 21:56:00,VIA-00433,ORD-2026-00959,CAM-07,PROD-045,18.26,C,,0,0,humedad_cabina_pct,True
10404,2026-08-26 11:35:00,VIA-00434,ORD-2026-01323,CAM-24,PROD-053,-999.0,C,57.5,0,0,temperatura_cabina_c,True
10511,2026-08-19 06:07:00,VIA-00438,ORD-2026-04327,CAM-30,PROD-048,-999.0,C,43.3,0,0,temperatura_cabina_c,True
10599,2026-08-21 19:14:00,VIA-00442,ORD-2026-02381,CAM-13,PROD-035,4.07,C,,0,0,humedad_cabina_pct,True
10687,2026-08-08 18:17:00,VIA-00446,ORD-2026-04726,CAM-17,PROD-039,-999.0,C,30.0,0,0,temperatura_cabina_c,True
10714,2026-08-29 20:15:00,VIA-00447,ORD-2026-05229,CAM-22,PROD-060,5.07,C,,0,0,humedad_cabina_pct,True
10945,2026-08-17 17:21:00,VIA-00457,ORD-2026-01549,CAM-03,PROD-020,-999.0,C,80.6,0,0,temperatura_cabina_c,True
11002,2026-08-25 22:34:00,VIA-00459,ORD-2026-07455,CAM-27,PROD-028,18.8,C,,0,0,humedad_cabina_pct,True
11021,2026-08-23 01:10:00,VIA-00460,ORD-2026-04458,CAM-28,PROD-049,276.38,K,70.4,0,0,temp_unit,True
11158,2026-08-09 08:06:00,VIA-00465,ORD-2026-03454,CAM-02,PROD-018,-999.0,C,65.2,0,0,temperatura_cabina_c,True
11185,2026-08-03 02:46:00,VIA-00467,ORD-2026-07428,CAM-26,PROD-029,22.1,C,,0,0,humedad_cabina_pct,True
11242,2026-08-13 20:47:00,VIA-00469,ORD-2026-01442,CAM-26,PROD-018,22.42,C,,0,0,humedad_cabina_pct,True
11257,2026-08-18 05:58:00,VIA-00470,ORD-2026-00187,CAM-09,PROD-011,-999.0,C,80.1,0,0,temperatura_cabina_c,True
11359,2026-08-28 20:07:00,VIA-00474,ORD-2026-05908,CAM-24,PROD-047,-999.0,C,50.9,0,0,temperatura_cabina_c,True
11375,2026-08-29 04:07:00,VIA-00474,ORD-2026-05908,CAM-24,PROD-047,19.11,C,,0,0,humedad_cabina_pct,True
11387,2026-08-22 23:28:00,VIA-00475,ORD-2026-01792,CAM-05,PROD-052,,C,57.9,0,0,temperatura_cabina_c,True
11464,2026-08-22 16:32:00,VIA-00478,ORD-2026-00466,CAM-08,PROD-013,-19.76,C,,0,0,humedad_cabina_pct,True
11594,2026-08-20 08:58:00,VIA-00484,ORD-2026-04669,CAM-23,PROD-016,-999.0,C,55.0,0,0,temperatura_cabina_c,True
11804,2026-08-27 06:35:00,VIA-00492,ORD-2026-01737,CAM-05,PROD-002,3.3,C,,0,0,humedad_cabina_pct,True
11822,2026-08-16 13:02:00,VIA-00493,ORD-2026-00167,CAM-05,PROD-001,,C,74.8,0,0,temperatura_cabina_c,True
11926,2026-08-15 03:00:00,VIA-00497,ORD-2026-02619,CAM-23,PROD-001,,C,55.2,0,0,temperatura_cabina_c,True
12053,2026-08-21 18:20:00,VIA-00503,ORD-2026-01320,CAM-23,PROD-033,-999.0,C,45.9,0,0,temperatura_cabina_c,True
12097,2026-08-29 19:02:00,VIA-00505,ORD-2026-02549,CAM-28,PROD-045,-999.0,C,48.0,0,0,temperatura_cabina_c,True
12198,2026-08-19 00:15:00,VIA-00509,ORD-2026-05559,CAM-03,PROD-029,-999.0,C,43.5,0,0,temperatura_cabina_c,True
12450,2026-08-24 20:04:00,VIA-00519,ORD-2026-03330,CAM-18,PROD-053,20.23,C,,0,0,humedad_cabina_pct,True
12678,2026-08-16 14:55:00,VIA-00529,ORD-2026-05310,CAM-17,PROD-006,,C,53.3,0,0,temperatura_cabina_c,True
12695,2026-08-16 23:25:00,VIA-00529,ORD-2026-05310,CAM-17,PROD-006,-999.0,C,54.2,0,0,temperatura_cabina_c,True
12757,2026-08-02 20:37:00,VIA-00532,ORD-2026-04733,CAM-20,PROD-021,,C,46.3,0,0,temperatura_cabina_c,True
12771,2026-08-16 13:09:00,VIA-00533,ORD-2026-06751,CAM-06,PROD-034,,C,55.3,0,0,temperatura_cabina_c,True
12774,2026-08-16 14:39:00,VIA-00533,ORD-2026-06751,CAM-06,PROD-034,-999.0,C,53.6,0,0,temperatura_cabina_c,True
12917,2026-08-11 06:28:00,VIA-00539,ORD-2026-01406,CAM-12,PROD-042,-999.0,C,51.1,0,0,temperatura_cabina_c,True
12964,2026-08-03 17:02:00,VIA-00541,ORD-2026-07125,CAM-26,PROD-014,21.61,C,,0,0,humedad_cabina_pct,True
13029,2026-02-31 09:15:00,VIA-00543,ORD-2026-03706,CAM-07,PROD-037,21.24,C,42.8,0,0,timestamp,True
13055,2026-08-08 22:43:00,VIA-00544,ORD-2026-02077,CAM-01,PROD-023,-18.2,C,-52.1,0,0,humedad_cabina_pct,True
13112,2026-08-30 06:54:00,VIA-00547,ORD-2026-04094,CAM-18,PROD-026,-999.0,C,47.5,0,0,temperatura_cabina_c,True
13130,2026-08-13 23:02:00,VIA-00548,ORD-2026-02360,CAM-10,PROD-016,19.44,C,,0,0,humedad_cabina_pct,True
13192,2026-08-03 00:23:00,VIA-00550,ORD-2026-07205,CAM-15,PROD-054,-999.0,C,41.8,0,0,temperatura_cabina_c,True
13298,2026-08-19 11:30:00,VIA-00555,ORD-2026-05267,CAM-03,PROD-015,,C,62.0,0,0,temperatura_cabina_c,True
13440,2026-08-30 09:17:00,VIA-00560,ORD-2026-04169,CAM-28,PROD-056,-999.0,C,74.6,0,0,temperatura_cabina_c,True
13586,2026-08-08 16:01:00,VIA-00567,ORD-2026-04493,CAM-03,PROD-036,,C,66.2,0,0,temperatura_cabina_c,True
13692,2026-08-15 15:14:00,VIA-00571,ORD-2026-01188,CAM-09,PROD-022,-999.0,C,81.2,1,1,temperatura_cabina_c,True
13803,2026-08-06 03:08:00,VIA-00576,ORD-2026-05478,CAM-12,PROD-057,20.94,C,,0,0,humedad_cabina_pct,True
13824,2026-08-06 13:38:00,VIA-00576,ORD-2026-05478,CAM-12,PROD-057,-999.0,C,40.0,0,0,temperatura_cabina_c,True
13903,2026-08-03 17:16:00,VIA-00580,ORD-2026-05580,CAM-06,PROD-032,291.62,K,,0,0,humedad_cabina_pct|temp_unit,True
14008,2026-08-20 05:20:00,VIA-00584,ORD-2026-04073,CAM-22,PROD-046,,C,50.0,0,0,temperatura_cabina_c,True
14105,2026-08-14 14:59:00,VIA-00588,ORD-2026-00674,CAM-28,PROD-017,-999.0,C,73.2,0,0,temperatura_cabina_c,True
14165,2026-02-31 09:15:00,VIA-00591,ORD-2026-05366,CAM-07,PROD-055,18.53,C,39.0,0,0,timestamp,True
14308,2026-08-23 09:33:00,VIA-00597,ORD-2026-03700,CAM-02,PROD-007,20.88,C,-53.9,0,0,humedad_cabina_pct,True
14376,2026-08-20 04:42:00,VIA-00599,ORD-2026-04996,CAM-23,PROD-054,,C,47.4,0,0,temperatura_cabina_c,True
14414,2026-02-31 09:15:00,VIA-00601,ORD-2026-00100,CAM-15,PROD-027,21.97,C,37.4,0,0,timestamp,True
14488,2026-08-12 10:52:00,VIA-00604,ORD-2026-03327,CAM-26,PROD-054,23.45,C,,0,0,humedad_cabina_pct,True
14718,2026-08-08 21:28:00,VIA-00614,ORD-2026-03723,CAM-08,PROD-025,,C,76.0,0,0,temperatura_cabina_c,True
14740,2026-08-24 19:26:00,VIA-00615,ORD-2026-05692,CAM-20,PROD-049,4.13,C,,0,0,humedad_cabina_pct,True
14791,2026-08-10 16:49:00,VIA-00617,ORD-2026-01874,CAM-03,PROD-047,-999.0,C,55.6,0,0,temperatura_cabina_c,True
14863,2026-08-09 17:35:00,VIA-00620,ORD-2026-05089,CAM-10,PROD-014,,C,47.3,0,0,temperatura_cabina_c,True
15013,2026-08-29 10:17:00,VIA-00626,ORD-2026-01601,CAM-07,PROD-006,,C,62.5,0,0,temperatura_cabina_c,True
15244,2026-02-31 09:15:00,VIA-00636,ORD-2026-07494,CAM-01,PROD-043,4.67,C,76.7,0,0,timestamp,True
15501,2026-08-09 04:24:00,VIA-00646,ORD-2026-05705,CAM-13,PROD-039,17.94,C,-38.2,0,0,humedad_cabina_pct,True
15780,2026-08-17 11:40:00,VIA-00658,ORD-2026-06403,CAM-30,PROD-047,-999.0,C,48.8,0,0,temperatura_cabina_c,True
15825,2026-08-19 11:34:00,VIA-00660,ORD-2026-00770,CAM-05,PROD-036,-17.61,C,,0,0,humedad_cabina_pct,True
15940,2026-08-14 06:53:00,VIA-00665,ORD-2026-06174,CAM-24,PROD-011,3.93,C,,0,0,humedad_cabina_pct,True
15968,2026-08-18 03:04:00,VIA-00666,ORD-2026-03093,CAM-12,PROD-037,-999.0,C,43.6,0,0,temperatura_cabina_c,True
16079,2026-08-18 11:57:00,VIA-00670,ORD-2026-03021,CAM-14,PROD-010,19.72,C,,0,0,humedad_cabina_pct,True
16092,2026-08-12 03:28:00,VIA-00671,ORD-2026-02196,CAM-19,PROD-007,23.14,C,,0,0,humedad_cabina_pct,True
16209,2026-08-19 11:36:00,VIA-00676,ORD-2026-07291,CAM-09,PROD-004,20.47,C,,0,0,humedad_cabina_pct,True
16284,2026-08-18 18:48:00,VIA-00679,ORD-2026-05063,CAM-26,PROD-045,,C,42.3,0,0,temperatura_cabina_c,True
16388,2026-08-18 16:54:00,VIA-00683,ORD-2026-07129,CAM-01,PROD-007,22.09,C,,0,0,humedad_cabina_pct,True
16427,2026-08-20 18:57:00,VIA-00685,ORD-2026-05960,CAM-13,PROD-013,-999.0,C,76.4,0,0,temperatura_cabina_c,True
16432,2026-08-20 21:27:00,VIA-00685,ORD-2026-05960,CAM-13,PROD-013,-999.0,C,73.1,0,0,temperatura_cabina_c,True
16469,2026-08-12 22:12:00,VIA-00687,ORD-2026-03211,CAM-08,PROD-025,4.32,C,,0,0,humedad_cabina_pct,True
16488,2026-08-13 07:42:00,VIA-00687,ORD-2026-03211,CAM-08,PROD-025,-999.0,C,78.8,0,0,temperatura_cabina_c,True
