fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico
2990,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
3019,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
3060,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
3106,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
3201,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
3268,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
3272,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
3300,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
3307,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
3343,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
3349,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
3417,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
3617,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4011,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
4059,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4065,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4067,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4102,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4423,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4537,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
4576,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4593,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4599,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4674,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
4768,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
4836,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
4907,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
5043,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
5113,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
5161,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
5222,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
5252,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
5307,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
5316,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
5370,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
5371,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
5468,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
5609,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
5628,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
5823,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
5856,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
6174,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
6397,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
6473,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
6477,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
6767,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
6832,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
7173,humedad_cabina_pct,FUERA_RANGO,-58.6,GIAD-M3-S4-IOT-diagnostico-v3
7228,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
7245,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
7256,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
7331,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
7391,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
7455,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
7467,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
7583,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
7681,humedad_cabina_pct,FUERA_RANGO,-80.5,GIAD-M3-S4-IOT-diagnostico-v3
7749,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
7776,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
7782,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
7832,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
7941,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
8028,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
8232,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
8389,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
8559,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
8696,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
9088,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
9215,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
9333,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
9382,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
9412,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
9456,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
9525,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
9735,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
9968,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
10021,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
10080,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
10093,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
10123,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
10240,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
10284,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
10286,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
10309,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
10372,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
10385,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
10404,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
10511,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
10599,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
10687,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
10714,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
10945,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
11002,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
11021,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v3
11158,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
11185,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
11242,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
11257,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
11359,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
11375,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
11387,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
11464,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
11594,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
11804,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
11822,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
11926,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
12053,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
12097,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
12198,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
12450,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
12678,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
12695,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
12757,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
12771,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
12774,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
12917,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
12964,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
13029,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
13055,humedad_cabina_pct,FUERA_RANGO,-52.1,GIAD-M3-S4-IOT-diagnostico-v3
13112,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
13130,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
13192,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
13298,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
13440,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
13586,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
13692,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
13803,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
13824,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
13903,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
13903,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v3
14008,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
14105,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
14165,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
14308,humedad_cabina_pct,FUERA_RANGO,-53.9,GIAD-M3-S4-IOT-diagnostico-v3
14376,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
14414,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
14488,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
14718,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
14740,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
14791,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
14863,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
15013,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
15244,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
15501,humedad_cabina_pct,FUERA_RANGO,-38.2,GIAD-M3-S4-IOT-diagnostico-v3
15780,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
15825,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
15940,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
15968,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
16079,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16092,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16209,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16284,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16388,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16427,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
16432,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
16469,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16488,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
16543,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16576,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16707,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16752,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16767,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
16804,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
16967,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
17017,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
17109,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
17151,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
17181,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
17374,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
17534,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
17705,humedad_cabina_pct,FUERA_RANGO,-58.5,GIAD-M3-S4-IOT-diagnostico-v3
17742,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
17759,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
17823,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
17959,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
18182,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
18237,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
18330,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
18379,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
18383,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
18431,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
18632,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
18636,humedad_cabina_pct,FUERA_RANGO,-53.2,GIAD-M3-S4-IOT-diagnostico-v3
18782,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
18810,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
19040,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
19197,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
19393,humedad_cabina_pct,FUERA_RANGO,-48.1,GIAD-M3-S4-IOT-diagnostico-v3
19491,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
19544,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
19589,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
19655,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
19829,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
19881,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
19962,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
20071,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
20228,humedad_cabina_pct,FUERA_RANGO,-66.8,GIAD-M3-S4-IOT-diagnostico-v3
20311,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
20388,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
20461,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
20645,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
20884,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
21058,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
21074,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
21118,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
21159,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
21169,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v3
21212,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
21240,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
21325,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
21409,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
21413,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
21421,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
21435,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
21452,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
21460,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
21714,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
21754,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
21887,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
21913,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
22248,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
22298,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
22365,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
22592,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
22613,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v3
22835,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
22841,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
22960,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
23055,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
23093,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
23135,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
23167,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
23179,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
23220,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
23426,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
23456,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
23561,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v3
23601,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v3
