timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_utc,cobertura_producto,cobertura_flota,apto_termica
2026-08-13 02:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.97,C,57.2,0,0,2026-08-13T06:30:00Z,True,True,True
2026-08-13 03:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.59,C,46.7,0,0,2026-08-13T07:00:00Z,True,True,True
2026-08-13 03:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.49,C,58.9,0,0,2026-08-13T07:30:00Z,True,True,True
2026-08-13 04:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.63,C,59.6,0,0,2026-08-13T08:00:00Z,True,True,True
2026-08-13 04:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.43,C,50.5,0,0,2026-08-13T08:30:00Z,True,True,True
2026-08-13 05:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.12,C,61.2,0,0,2026-08-13T09:00:00Z,True,True,True
2026-08-13 05:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,21.61,C,41.0,0,0,2026-08-13T09:30:00Z,True,True,True
2026-08-13 06:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.43,C,48.0,0,0,2026-08-13T10:00:00Z,True,True,True
2026-08-13 06:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,21.02,C,51.9,0,0,2026-08-13T10:30:00Z,True,True,True
2026-08-13 07:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.71,C,41.7,0,0,2026-08-13T11:00:00Z,True,True,True
2026-08-13 07:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.28,C,64.6,0,0,2026-08-13T11:30:00Z,True,True,True
2026-08-13 08:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.56,C,55.9,0,0,2026-08-13T12:00:00Z,True,True,True
2026-08-13 08:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.83,C,45.8,0,0,2026-08-13T12:30:00Z,True,True,True
2026-08-13 09:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.76,C,40.1,0,0,2026-08-13T13:00:00Z,True,True,True
2026-08-13 09:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.53,C,41.9,0,0,2026-08-13T13:30:00Z,True,True,True
2026-08-13 10:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.94,C,36.5,0,0,2026-08-13T14:00:00Z,True,True,True
2026-08-13 10:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.21,C,43.6,0,0,2026-08-13T14:30:00Z,True,True,True
2026-08-13 11:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,17.57,C,61.6,0,0,2026-08-13T15:00:00Z,True,True,True
2026-08-02 13:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.59,C,42.4,0,0,2026-08-02T17:15:00Z,True,True,True
2026-08-02 13:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.51,C,47.1,0,0,2026-08-02T17:45:00Z,True,True,True
2026-08-02 14:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.84,C,53.5,0,0,2026-08-02T18:15:00Z,True,True,True
2026-08-02 14:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.31,C,55.5,0,0,2026-08-02T18:45:00Z,True,True,True
2026-08-02 15:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.12,C,46.9,0,0,2026-08-02T19:15:00Z,True,True,True
2026-08-02 15:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.47,C,32.1,0,0,2026-08-02T19:45:00Z,True,True,True
2026-08-02 16:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.45,C,61.0,0,0,2026-08-02T20:15:00Z,True,True,True
2026-08-02 16:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.81,C,46.0,0,0,2026-08-02T20:45:00Z,True,True,True
2026-08-02 17:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.64,C,57.0,0,0,2026-08-02T21:15:00Z,True,True,True
2026-08-02 17:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.35,C,41.1,0,0,2026-08-02T21:45:00Z,True,True,True
2026-08-02 18:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.26,C,57.6,0,0,2026-08-02T22:15:00Z,True,True,True
2026-08-02 18:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.0,C,50.0,0,0,2026-08-02T22:45:00Z,True,True,True
2026-08-02 19:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.06,C,44.4,0,0,2026-08-02T23:15:00Z,True,True,True
2026-08-02 19:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.59,C,43.0,0,0,2026-08-02T23:45:00Z,True,True,True
2026-08-02 20:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.52,C,36.2,0,0,2026-08-03T00:15:00Z,True,True,True
2026-08-02 20:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.16,C,47.9,0,0,2026-08-03T00:45:00Z,True,True,True
2026-08-02 21:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.83,C,49.9,0,0,2026-08-03T01:15:00Z,True,True,True
2026-08-02 21:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.87,C,44.7,0,0,2026-08-03T01:45:00Z,True,True,True
2026-08-02 22:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.97,C,42.1,0,0,2026-08-03T02:15:00Z,True,True,True
2026-08-02 22:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,16.67,C,48.3,0,0,2026-08-03T02:45:00Z,True,True,True
2026-08-02 23:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.87,C,44.4,0,0,2026-08-03T03:15:00Z,True,True,True
2026-08-02 23:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.59,C,53.6,0,0,2026-08-03T03:45:00Z,True,True,True
2026-08-03 00:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.81,C,52.7,0,0,2026-08-03T04:15:00Z,True,True,True
2026-08-03 00:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.67,C,58.9,0,0,2026-08-03T04:45:00Z,True,True,True
2026-08-02 19:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.85,C,39.7,0,0,2026-08-02T23:25:00Z,True,True,True
2026-08-02 19:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.47,C,52.9,0,0,2026-08-02T23:55:00Z,True,True,True
2026-08-02 20:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.89,C,54.0,0,0,2026-08-03T00:25:00Z,True,True,True
2026-08-02 20:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.31,C,57.7,0,0,2026-08-03T00:55:00Z,True,True,True
2026-08-02 21:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.69,C,53.2,0,0,2026-08-03T01:25:00Z,True,True,True
2026-08-02 21:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.57,C,34.8,0,0,2026-08-03T01:55:00Z,True,True,True
2026-08-02 22:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.52,C,46.7,0,0,2026-08-03T02:25:00Z,True,True,True
2026-08-02 22:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.97,C,54.1,0,0,2026-08-03T02:55:00Z,True,True,True
2026-08-02 23:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.6,C,48.9,0,0,2026-08-03T03:25:00Z,True,True,True
2026-08-02 23:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.12,C,48.0,0,0,2026-08-03T03:55:00Z,True,True,True
2026-08-03 00:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,23.92,C,53.8,0,0,2026-08-03T04:25:00Z,True,True,True
2026-08-03 00:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.92,C,41.7,0,0,2026-08-03T04:55:00Z,True,True,True
2026-08-03 01:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.26,C,47.1,0,0,2026-08-03T05:25:00Z,True,True,True
2026-08-03 01:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.5,C,45.0,0,0,2026-08-03T05:55:00Z,True,True,True
2026-08-03 02:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.29,C,45.6,0,0,2026-08-03T06:25:00Z,True,True,True
2026-08-03 02:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.37,C,52.6,0,0,2026-08-03T06:55:00Z,True,True,True
2026-08-03 03:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.9,C,59.2,0,0,2026-08-03T07:25:00Z,True,True,True
2026-08-03 03:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.97,C,41.7,0,0,2026-08-03T07:55:00Z,True,True,True
2026-08-03 04:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.8,C,48.0,0,0,2026-08-03T08:25:00Z,True,True,True
2026-08-03 04:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.42,C,56.4,0,0,2026-08-03T08:55:00Z,True,True,True
2026-08-03 05:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,15.99,C,57.3,0,0,2026-08-03T09:25:00Z,True,True,True
2026-08-03 05:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.63,C,43.0,0,0,2026-08-03T09:55:00Z,True,True,True
2026-08-03 06:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.26,C,38.3,0,0,2026-08-03T10:25:00Z,True,True,True
2026-08-03 06:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.16,C,46.9,0,0,2026-08-03T10:55:00Z,True,True,True
2026-08-06 18:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.54,C,73.4,0,0,2026-08-06T22:41:00Z,True,True,True
2026-08-06 19:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.04,C,63.8,0,0,2026-08-06T23:11:00Z,True,True,True
2026-08-06 19:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.66,C,76.2,0,1,2026-08-06T23:41:00Z,True,True,True
2026-08-06 20:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.33,C,75.2,0,1,2026-08-07T00:11:00Z,True,True,True
2026-08-06 20:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,6.91,C,73.3,1,0,2026-08-07T00:41:00Z,True,True,True
2026-08-06 21:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.7,C,78.5,0,0,2026-08-07T01:11:00Z,True,True,True
2026-08-06 21:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.74,C,62.5,0,0,2026-08-07T01:41:00Z,True,True,True
2026-08-06 22:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.84,C,88.4,0,0,2026-08-07T02:11:00Z,True,True,True
2026-08-06 22:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.76,C,86.3,0,0,2026-08-07T02:41:00Z,True,True,True
2026-08-06 23:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,5.05,C,82.8,0,0,2026-08-07T03:11:00Z,True,True,True
2026-08-06 23:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.89,C,77.6,0,0,2026-08-07T03:41:00Z,True,True,True
2026-08-07 00:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.51,C,86.8,0,0,2026-08-07T04:11:00Z,True,True,True
2026-08-07 00:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.68,C,82.1,0,0,2026-08-07T04:41:00Z,True,True,True
2026-08-07 01:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.46,C,79.0,0,0,2026-08-07T05:11:00Z,True,True,True
2026-08-07 01:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.41,C,73.6,0,0,2026-08-07T05:41:00Z,True,True,True
2026-08-07 02:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.97,C,90.2,0,0,2026-08-07T06:11:00Z,True,True,True
2026-08-07 02:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.07,C,92.9,0,0,2026-08-07T06:41:00Z,True,True,True
2026-08-07 03:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.35,C,72.3,0,0,2026-08-07T07:11:00Z,True,True,True
2026-08-07 03:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.87,C,72.0,0,0,2026-08-07T07:41:00Z,True,True,True
2026-08-07 04:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.75,C,90.0,0,0,2026-08-07T08:11:00Z,True,True,True
2026-08-07 04:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.88,C,65.2,0,0,2026-08-07T08:41:00Z,True,True,True
2026-08-07 05:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,5.23,C,68.1,0,0,2026-08-07T09:11:00Z,True,True,True
2026-08-07 05:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.46,C,78.8,0,0,2026-08-07T09:41:00Z,True,True,True
2026-08-07 06:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.66,C,83.2,0,0,2026-08-07T10:11:00Z,True,True,True
2026-08-11 11:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.9,C,69.4,0,0,2026-08-11T15:27:00Z,True,True,True
2026-08-11 11:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.45,C,77.1,0,0,2026-08-11T15:57:00Z,True,True,True
2026-08-11 12:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.48,C,74.6,0,0,2026-08-11T16:27:00Z,True,True,True
2026-08-11 12:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-19.061111,C,72.3,0,0,2026-08-11T16:57:00Z,True,True,True
2026-08-11 13:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.81,C,76.3,0,0,2026-08-11T17:27:00Z,True,True,True
2026-08-11 13:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.28,C,65.1,0,0,2026-08-11T17:57:00Z,True,True,True
2026-08-11 14:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.8,C,66.2,0,0,2026-08-11T18:27:00Z,True,True,True
2026-08-11 14:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.7,C,56.3,0,0,2026-08-11T18:57:00Z,True,True,True
2026-08-11 15:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.54,C,67.3,0,0,2026-08-11T19:27:00Z,True,True,True
2026-08-11 15:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.24,C,61.8,0,0,2026-08-11T19:57:00Z,True,True,True
2026-08-11 16:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.13,C,73.3,0,0,2026-08-11T20:27:00Z,True,True,True
2026-08-11 16:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.93,C,65.6,0,0,2026-08-11T20:57:00Z,True,True,True
2026-08-11 17:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.8,C,75.6,0,0,2026-08-11T21:27:00Z,True,True,True
2026-08-11 17:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.3,C,65.2,0,0,2026-08-11T21:57:00Z,True,True,True
2026-08-11 18:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.79,C,67.4,0,0,2026-08-11T22:27:00Z,True,True,True
2026-08-11 18:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.04,C,64.3,0,0,2026-08-11T22:57:00Z,True,True,True
2026-08-11 19:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.93,C,61.1,0,0,2026-08-11T23:27:00Z,True,True,True
2026-08-11 19:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.81,C,75.4,0,0,2026-08-11T23:57:00Z,True,True,True
2026-08-11 20:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.75,C,61.9,0,0,2026-08-12T00:27:00Z,True,True,True
2026-08-11 20:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-16.97,C,70.1,0,0,2026-08-12T00:57:00Z,True,True,True
2026-08-11 21:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.92,C,70.0,0,0,2026-08-12T01:27:00Z,True,True,True
2026-08-11 21:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-16.4,C,74.7,0,0,2026-08-12T01:57:00Z,True,True,True
2026-08-11 22:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.13,C,70.1,0,0,2026-08-12T02:27:00Z,True,True,True
2026-08-21 17:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.57,C,76.7,0,0,2026-08-21T21:06:00Z,True,True,True
2026-08-21 17:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.5,C,78.9,0,0,2026-08-21T21:36:00Z,True,True,True
2026-08-21 18:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.41,C,78.6,0,0,2026-08-21T22:06:00Z,True,True,True
2026-08-21 18:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.94,C,77.5,0,0,2026-08-21T22:36:00Z,True,True,True
2026-08-21 19:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.6,C,70.3,0,0,2026-08-21T23:06:00Z,True,True,True
2026-08-21 19:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2.86,C,68.6,0,0,2026-08-21T23:36:00Z,True,True,True
2026-08-21 20:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2.84,C,71.1,0,0,2026-08-22T00:06:00Z,True,True,True
2026-08-21 20:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.5,C,59.2,0,0,2026-08-22T00:36:00Z,True,True,True
2026-08-21 21:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.96,C,93.0,0,0,2026-08-22T01:06:00Z,True,True,True
2026-08-21 21:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2.6,C,75.0,0,0,2026-08-22T01:36:00Z,True,True,True
2026-08-21 22:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.57,C,74.0,0,0,2026-08-22T02:06:00Z,True,True,True
2026-08-21 22:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.88,C,83.1,0,1,2026-08-22T02:36:00Z,True,True,True
2026-08-21 23:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.83,C,75.4,0,1,2026-08-22T03:06:00Z,True,True,True
2026-08-21 23:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,1.92,C,86.0,1,1,2026-08-22T03:36:00Z,True,True,True
2026-08-22 00:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,1.72,C,82.4,1,0,2026-08-22T04:06:00Z,True,True,True
2026-08-22 00:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.46,C,82.6,0,0,2026-08-22T04:36:00Z,True,True,True
2026-08-22 01:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.88,C,78.3,0,0,2026-08-22T05:06:00Z,True,True,True
2026-08-22 01:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.63,C,85.7,0,0,2026-08-22T05:36:00Z,True,True,True
2026-08-22 02:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.35,C,72.6,0,0,2026-08-22T06:06:00Z,True,True,True
2026-08-22 02:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.55,C,82.5,0,0,2026-08-22T06:36:00Z,True,True,True
2026-08-22 03:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,4.75,C,71.4,0,0,2026-08-22T07:06:00Z,True,True,True
2026-08-22 03:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,3.99,C,79.8,0,0,2026-08-22T07:36:00Z,True,True,True
2026-08-22 04:06:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2.9,C,81.8,0,0,2026-08-22T08:06:00Z,True,True,True
2026-08-22 04:36:00,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,5.04,C,82.2,0,0,2026-08-22T08:36:00Z,True,True,True
2026-08-03 22:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.91,C,91.7,0,0,2026-08-04T02:24:00Z,True,True,True
2026-08-03 22:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.58,C,77.4,0,0,2026-08-04T02:54:00Z,True,True,True
2026-08-03 23:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.29,C,91.6,0,0,2026-08-04T03:24:00Z,True,True,True
2026-08-03 23:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.77,C,74.3,0,0,2026-08-04T03:54:00Z,True,True,True
2026-08-04 00:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.25,C,78.0,0,0,2026-08-04T04:24:00Z,True,True,True
2026-08-04 00:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.77,C,83.4,0,0,2026-08-04T04:54:00Z,True,True,True
2026-08-04 01:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.53,C,85.5,0,0,2026-08-04T05:24:00Z,True,True,True
2026-08-04 01:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.42,C,73.3,0,0,2026-08-04T05:54:00Z,True,True,True
2026-08-04 02:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,4.64,C,72.6,0,0,2026-08-04T06:24:00Z,True,True,True
2026-08-04 02:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.78,C,81.2,0,1,2026-08-04T06:54:00Z,True,True,True
2026-08-04 03:24:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,3.75,C,69.3,0,1,2026-08-04T07:24:00Z,True,True,True
2026-08-04 03:54:00,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,11.32,C,78.8,1,1,2026-08-04T07:54:00Z,True,True,True
