fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,cantidad_problemas,reglas_con_problemas,incidencias_json,cantidad_critical,cantidad_warning,en_cuarentena,version_diagnostico,version_catalogo,sha256_bronze,zona_horaria_origen,reglas_no_ejecutadas,timestamp_utc,zona_horaria_origen_asumida,temperatura_c_preparada,tratamiento_temperatura,camion_id_preparado,en_cuarentena_final,motivos_finales,cobertura_producto,cobertura_flota,apto_serie,apto_termica,version_tratamiento
11,2026-08-11 19:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,4.17,C,87.7,0,0,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-11T23:11:00Z,America/La_Paz,4.17,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
12,2026-08-11 19:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,4.09,C,70.2,0,0,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-11T23:41:00Z,America/La_Paz,4.09,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
13,2026-08-11 20:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,3.63,C,78.9,0,0,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T00:11:00Z,America/La_Paz,3.63,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
14,2026-08-11 20:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,2.13,C,73.2,0,0,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T00:41:00Z,America/La_Paz,2.13,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
15,2026-08-11 21:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,4.11,C,81.7,0,1,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T01:11:00Z,America/La_Paz,4.11,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
16,2026-08-11 21:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,5.29,C,76.7,0,1,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T01:41:00Z,America/La_Paz,5.29,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
17,2026-08-11 22:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,8.93,C,80.2,1,1,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T02:11:00Z,America/La_Paz,8.93,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
18,2026-08-11 22:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.42,C,75.2,1,1,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T02:41:00Z,America/La_Paz,9.42,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
19,2026-08-11 23:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.9,C,87.9,1,1,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T03:11:00Z,America/La_Paz,9.9,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
20,2026-08-11 23:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.28,C,87.0,1,1,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T03:41:00Z,America/La_Paz,9.28,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
21,2026-08-12 00:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,9.39,C,79.3,1,0,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T04:11:00Z,America/La_Paz,9.39,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
22,2026-08-12 00:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,3.39,C,82.1,0,0,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T04:41:00Z,America/La_Paz,3.39,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
23,2026-08-12 01:11:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,4.33,C,85.4,0,0,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T05:11:00Z,America/La_Paz,4.33,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
24,2026-08-12 01:41:00,VIA-00001,ORD-2026-05710,CAM-20,PROD-045,5.13,C,85.7,0,0,camion_id,1,IOT-R027,"[{""rule_id"": ""IOT-R027"", ""columna_afectada"": ""camion_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""CAM-20"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-12T05:41:00Z,America/La_Paz,5.13,C_ORIGINAL,CAM-20,False,,True,False,True,True,GIAD-M3-S4-IOT-tratamiento-v6
25,2026-08-12 23:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.62,C,52.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-13T03:30:00Z,America/La_Paz,19.62,C_ORIGINAL,CAM-12,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
26,2026-08-13 00:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.82,C,43.4,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-13T04:00:00Z,America/La_Paz,19.82,C_ORIGINAL,CAM-12,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
27,2026-08-13 00:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,24.32,C,51.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-13T04:30:00Z,America/La_Paz,24.32,C_ORIGINAL,CAM-12,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
28,2026-08-13 01:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.16,C,55.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-13T05:00:00Z,America/La_Paz,19.16,C_ORIGINAL,CAM-12,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
29,2026-08-13 01:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.5,C,47.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-13T05:30:00Z,America/La_Paz,19.5,C_ORIGINAL,CAM-12,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
30,2026-08-13 02:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.05,C,53.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-13T06:00:00Z,America/La_Paz,18.05,C_ORIGINAL,CAM-12,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
31,2026-08-13 02:30:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.97,C,57.2,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-13T06:30:00Z,America/La_Paz,18.97,C_ORIGINAL,CAM-12,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
32,2026-08-13 03:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,18.59,C,46.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-13T07:00:00Z,America/La_Paz,18.59,C_ORIGINAL,CAM-12,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
